Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,5,4,0,146,6674.0,766,766,682,763,33,120,150,128,144,193,73,86,176,176,48,102,0,1,11237.0
Wednesday,2,4,4,4,159,5204.0,536,611,616,615,113,199,163,12,85,28,148,190,159,153,19,43,3,1,9071.0
Thursday,4,0,4,1,186,2542.0,352,309,307,282,80,67,63,158,162,59,52,133,156,114,23,101,0,5,5160.0
Friday,3,2,2,3,96,3880.0,430,439,388,444,171,43,81,96,46,61,78,185,198,164,171,1,3,2,6987.0
Monday,1,0,2,1,42,7350.0,756,778,754,741,132,38,59,134,46,54,114,143,177,119,157,165,3,0,11766.0
Tuesday,2,4,1,3,46,4933.0,574,546,495,501,145,68,31,197,27,178,5,123,16,8,33,185,1,5,8127.0
Wednesday,1,0,2,5,22,6824.0,745,777,699,692,25,27,15,100,2,193,57,191,92,139,162,162,4,4,10940.0
Thursday,3,2,5,1,129,4608.0,549,554,511,522,0,57,15,120,96,107,120,105,185,187,38,160,0,4,8078.0
Friday,0,2,0,0,166,6083.0,681,622,690,684,50,81,17,96,0,44,29,36,10,41,68,199,4,4,9607.0
Monday,5,5,1,3,81,6891.0,744,771,695,740,114,99,92,69,126,75,53,116,8,110,133,49,5,5,10990.0
Tuesday,3,3,1,4,115,3202.0,386,351,395,352,124,199,88,140,70,78,119,16,191,75,49,90,2,2,6055.0
Wednesday,4,0,0,2,151,4943.0,534,539,514,534,44,136,86,21,174,60,73,89,13,42,85,26,3,4,8077.0
Thursday,4,1,2,2,177,2697.0,316,347,299,320,28,17,194,39,27,30,16,145,130,140,84,35,5,2,5057.0
Friday,1,1,2,4,182,7329.0,829,752,750,752,120,147,122,162,187,36,68,135,40,127,119,26,5,4,11900.0
Monday,0,2,3,3,185,3278.0,344,340,387,426,94,8,87,154,161,12,193,73,142,159,16,107,0,5,6179.0
Tuesday,4,3,5,2,18,4346.0,511,466,434,522,187,113,66,103,0,1,86,170,141,120,141,21,4,0,7464.0
Wednesday,2,0,3,0,180,3233.0,371,331,398,351,150,198,193,17,144,83,158,156,198,175,164,118,3,1,6627.0
Thursday,3,3,2,1,119,2837.0,383,332,287,295,142,176,124,26,143,77,128,19,178,79,143,42,4,1,5544.0
Friday,0,2,5,3,54,4764.0,542,573,523,543,44,70,155,8,163,89,199,101,13,166,109,0,5,2,8133.0
Monday,0,0,3,2,124,4409.0,476,465,506,534,131,72,121,109,88,83,61,0,184,42,69,186,5,4,7674.0
Tuesday,5,5,1,5,156,4293.0,516,512,518,503,74,30,121,153,16,158,13,173,114,97,87,10,0,1,7561.0
Wednesday,0,2,2,1,92,7258.0,751,814,732,812,63,104,63,106,23,36,46,121,82,173,147,61,3,4,11496.0
Thursday,1,2,4,3,14,5887.0,659,656,597,606,196,92,51,9,122,55,140,164,62,39,44,157,5,1,9566.0
Friday,0,1,0,5,41,3514.0,375,356,365,402,45,79,95,128,192,71,5,125,22,152,76,190,0,1,6240.0
Monday,4,3,5,3,126,3469.0,428,362,400,444,176,48,51,148,110,121,55,199,127,3,89,164,4,1,6540.0
Tuesday,2,2,0,3,176,4872.0,496,548,527,536,72,21,124,155,18,122,65,174,113,5,101,113,3,4,8252.0
Wednesday,0,3,5,2,158,6755.0,750,764,701,754,30,166,149,173,1,4,80,52,60,182,134,199,0,0,11122.0
Thursday,2,5,3,0,149,6903.0,783,703,761,744,61,4,50,17,158,135,123,170,74,71,1,176,3,1,11097.0
Friday,5,1,1,0,189,3330.0,333,355,376,357,67,59,162,71,76,118,170,132,99,55,168,15,2,0,6141.0
Monday,1,0,5,3,170,4307.0,440,516,446,506,192,89,86,36,191,108,45,169,75,114,56,116,5,5,7681.0
Saturday,1,0,0,3,3,2454.0,973,1477,184,80,141,152,38,159,22,186,67,93,29,178,189,128,41,4,6602.0
Saturday,0,5,0,0,2,2378.0,1788,3004,6,106,177,41,56,28,75,113,13,137,53,21,54,148,98,0,8303.0
Saturday,4,1,3,5,1,1749.0,953,2194,73,36,118,81,99,102,90,67,170,16,87,22,195,72,12,4,6154.0
Saturday,3,5,2,4,1,609.0,1744,1220,175,5,195,128,61,147,69,190,191,175,2,31,18,189,98,4,5266.0
Saturday,2,1,3,3,1,557.0,1032,2605,69,94,65,92,173,103,45,7,157,164,86,1,16,146,67,3,5492.0
Saturday,4,2,5,4,4,2230.0,911,1803,6,198,188,77,137,23,8,106,45,136,10,77,97,20,114,2,6207.0
Sunday,1,2,5,3,0,430.0,1694,1089,94,15,8,77,124,136,74,133,121,1,154,6,25,37,40,3,4272.0
Sunday,0,3,4,4,3,328.0,952,1220,185,45,79,146,190,190,86,94,164,124,23,122,163,80,85,2,4292.0
Sunday,2,5,2,1,4,2263.0,632,1744,56,18,0,113,140,9,65,90,40,34,107,189,133,189,38,4,5878.0
Sunday,5,4,4,1,4,448.0,1072,1511,18,34,142,94,173,0,187,0,59,175,187,181,29,121,96,1,4546.0
Sunday,2,4,3,1,5,1275.0,1854,2390,179,55,86,7,152,164,130,29,188,198,50,46,163,134,11,3,7129.0
Sunday,1,2,1,5,3,724.0,379,1438,18,86,58,90,16,72,107,69,37,168,111,65,106,38,43,3,3640.0
