Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,1,3,0,65,41.0,69,133,6697,104,35,73,189,93,169,71,90,108,118,153,86,154,5,5,8463.0
Wednesday,0,0,4,1,112,105.0,37,41,2855,34,183,84,113,136,73,73,108,53,131,174,3,127,3,3,4453.0
Thursday,4,2,4,5,199,47.0,184,128,4954,13,14,141,52,126,82,129,109,179,163,79,134,57,5,4,6814.0
Friday,0,0,4,5,49,21.0,57,121,3653,119,115,144,68,19,185,163,167,66,166,57,99,93,5,5,5381.0
Monday,4,2,5,3,35,103.0,100,6,7715,158,148,179,56,114,166,70,106,78,121,183,90,167,5,5,9619.0
Tuesday,4,0,4,4,143,106.0,94,23,4196,93,140,56,2,40,63,118,52,138,24,69,93,16,3,1,5482.0
Wednesday,1,4,3,2,4,103.0,170,152,4902,5,22,176,50,136,20,61,13,7,88,126,7,73,5,2,6132.0
Thursday,0,0,5,3,15,77.0,188,197,4372,17,149,41,6,155,183,38,134,111,79,75,125,111,2,4,6087.0
Friday,0,5,3,1,154,79.0,40,36,7505,84,168,159,127,63,3,44,176,5,72,149,15,69,3,3,8963.0
Monday,0,3,5,4,142,35.0,102,85,7214,49,128,76,120,62,29,21,57,23,96,194,47,180,4,2,8678.0
Tuesday,5,1,0,4,15,120.0,69,56,7595,146,97,17,44,114,179,25,30,75,28,74,168,194,1,3,9060.0
Wednesday,0,2,5,5,125,0.0,129,77,2811,124,134,61,56,171,42,168,97,42,5,130,41,185,2,5,4417.0
Thursday,4,2,4,4,27,41.0,150,115,3778,11,63,4,166,152,90,54,40,103,143,124,124,113,2,0,5314.0
Friday,3,1,2,1,156,111.0,32,185,4300,55,181,72,148,127,122,4,182,148,185,137,115,96,4,5,6372.0
Monday,3,1,4,0,114,17.0,26,109,4194,6,33,79,150,162,20,25,7,27,174,103,11,183,5,2,5455.0
Tuesday,4,5,2,5,27,144.0,49,180,5805,73,101,174,112,89,42,16,179,179,46,71,79,134,5,2,7523.0
Wednesday,5,2,0,1,168,38.0,107,176,2864,81,16,20,34,74,39,0,95,1,124,17,38,40,0,1,3941.0
Thursday,0,2,3,0,192,28.0,56,121,6923,26,143,0,68,65,160,48,189,23,38,192,129,74,5,0,8485.0
Friday,0,5,2,0,115,165.0,124,75,5697,6,45,106,163,4,127,150,92,37,140,181,56,197,3,2,7492.0
Monday,2,4,3,5,12,183.0,95,102,7606,61,65,16,184,163,72,106,10,116,63,180,55,123,3,5,9234.0
Tuesday,2,0,3,2,22,148.0,198,43,6794,190,185,42,97,104,165,164,92,91,144,200,135,30,4,4,8859.0
Wednesday,5,5,1,4,169,187.0,5,122,3810,14,164,127,98,28,101,39,11,79,35,76,137,88,0,4,5309.0
Thursday,4,4,0,3,18,86.0,194,104,6859,165,79,182,95,193,138,115,121,146,126,183,92,119,4,0,9030.0
Friday,4,3,0,2,141,32.0,20,115,7106,113,191,102,11,76,150,138,78,122,63,198,51,176,3,5,8900.0
Monday,5,0,0,4,116,38.0,181,15,3299,73,156,141,16,23,161,64,52,165,188,179,0,150,3,0,5029.0
Tuesday,5,4,2,3,49,19.0,47,193,6963,95,98,155,27,29,100,190,173,185,150,187,159,25,5,5,8868.0
Wednesday,1,5,4,1,103,128.0,160,29,4040,151,26,25,72,61,143,190,17,141,88,116,105,163,0,0,5769.0
Thursday,2,5,0,4,4,109.0,191,90,6335,180,196,35,144,150,52,22,154,150,126,64,64,182,3,4,8266.0
Friday,5,5,3,4,163,174.0,35,13,5600,170,37,176,68,179,99,142,85,168,29,37,173,54,3,4,7426.0
Monday,2,4,2,3,64,45.0,28,153,5158,126,90,83,106,26,160,156,131,69,191,119,5,40,2,2,6765.0
Saturday,0,5,4,1,5,2763.0,1710,2254,172,104,128,200,158,20,131,13,140,175,189,17,51,98,101,0,8439.0
Saturday,5,2,0,1,2,771.0,1928,1128,164,151,170,122,21,187,153,21,145,56,151,127,24,90,88,0,5507.0
Saturday,4,5,2,1,5,289.0,1532,613,94,52,118,126,89,17,147,65,150,20,97,73,138,36,187,5,3865.0
Saturday,5,5,0,2,3,2825.0,1705,629,93,4,46,101,42,2,159,73,154,29,86,64,100,114,126,3,6370.0
Saturday,4,3,4,3,2,1466.0,421,1850,48,46,174,48,160,152,156,28,160,120,82,103,17,180,104,4,5335.0
Saturday,1,2,1,1,3,924.0,638,332,168,139,82,85,137,27,144,60,35,101,73,67,123,91,115,0,3349.0
Sunday,2,4,2,2,3,1113.0,1670,648,26,59,30,147,185,71,7,17,34,140,64,5,198,111,189,2,4729.0
Sunday,5,5,0,3,3,2215.0,2723,572,170,107,67,179,99,126,71,183,69,50,59,115,59,0,30,4,6914.0
Sunday,2,2,5,3,0,2100.0,457,1668,49,176,190,13,83,159,41,136,157,128,18,39,114,98,174,5,5817.0
Sunday,0,2,3,1,3,1576.0,1980,444,161,82,158,28,146,151,109,49,147,196,125,156,93,125,82,4,5821.0
Sunday,3,1,5,5,4,1847.0,1415,465,192,189,137,147,122,95,85,144,56,49,123,63,195,48,78,3,5471.0
Sunday,3,3,5,0,5,1514.0,2001,579,15,46,20,200,89,109,148,100,53,169,184,107,79,162,161,0,5752.0
