Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,2,4,5,120,85,898,139,683,536,825,28,334,844,810,16,585,1123,2097,608,5263,627,4,0,15638
Wednesday,3,1,1,5,175,407,912,658,310,245,875,182,470,63,408,667,727,1334,2712,663,6654,704,5,2,18183
Thursday,0,5,5,0,991,143,83,625,814,314,561,204,55,172,584,165,597,1221,2399,611,5993,274,4,3,15823
Friday,2,3,4,3,31,861,282,241,124,786,220,72,537,720,548,830,512,1041,1964,552,4855,26,0,0,14214
Monday,2,4,3,3,361,898,749,970,104,451,874,426,943,847,827,951,730,1366,2640,669,6523,96,1,1,20439
Tuesday,3,3,5,0,245,851,273,6,860,308,452,910,693,109,338,150,769,1447,2941,802,7237,57,2,4,18465
Wednesday,1,0,4,0,741,842,593,193,339,68,810,634,1085,716,40,747,748,1563,2960,773,7386,1048,5,2,21298
Thursday,5,2,3,3,160,72,186,493,308,503,341,692,124,691,325,30,390,756,1498,397,3535,81,3,1,10599
Friday,4,1,5,2,89,368,718,261,88,411,55,624,72,503,620,342,338,661,1370,400,3287,39,5,1,10264
Monday,1,5,1,5,584,537,200,212,609,848,235,96,246,315,532,463,499,868,1719,493,4323,118,5,2,12916
Tuesday,0,0,3,0,414,519,659,662,317,695,485,43,594,696,372,493,468,844,1570,471,3870,272,5,1,13453
Wednesday,4,2,1,4,252,776,229,828,300,531,9,507,867,28,104,850,571,993,1984,537,4942,29,2,4,14354
Thursday,4,5,3,4,998,273,539,385,975,137,997,105,1040,664,44,421,779,1537,2919,796,7319,736,5,1,20686
Friday,1,2,3,0,763,504,162,400,103,788,569,651,304,130,174,117,393,736,1465,427,3698,421,4,0,11815
Monday,5,0,4,5,797,555,780,185,162,630,569,597,540,659,786,191,613,1243,2385,624,5858,967,3,3,18161
Tuesday,0,0,1,3,583,610,698,241,330,649,548,180,713,226,26,634,330,560,1138,336,2836,86,0,4,10732
Wednesday,3,5,4,5,594,624,593,777,247,356,301,133,284,1018,126,908,793,1521,3017,811,7380,171,5,0,19676
Thursday,4,4,0,4,729,732,52,403,265,189,470,131,155,568,362,89,336,662,1212,335,3031,521,2,2,10258
Friday,1,3,0,4,444,562,291,661,288,530,696,543,108,192,602,766,392,741,1373,343,3459,772,1,3,12775
Monday,4,5,0,4,403,590,985,233,1070,669,613,61,304,128,813,84,728,1504,2924,796,7156,287,1,3,19365
Tuesday,1,5,4,1,230,548,233,208,420,434,61,847,826,94,83,791,503,955,1822,513,4456,407,1,5,13448
Wednesday,0,3,1,2,749,369,793,614,826,106,142,606,304,387,273,295,456,846,1634,482,3948,335,3,5,13179
Thursday,0,3,4,3,413,475,691,507,167,453,7,85,51,760,807,124,467,878,1656,448,3951,76,3,0,12029
Friday,3,2,5,4,287,854,143,73,914,43,907,306,102,487,737,348,525,1114,2108,615,5237,761,1,5,15581
Monday,4,3,4,3,509,890,294,1074,11,1023,57,197,201,32,518,1036,731,1478,2806,756,6948,945,5,3,19528
Tuesday,3,4,4,2,954,463,168,82,454,851,693,565,403,492,191,972,664,1280,2417,663,6013,203,1,2,17544
Wednesday,5,4,1,5,186,748,627,566,700,127,786,225,768,490,25,229,563,1089,2105,509,5073,440,5,2,15278
Thursday,1,1,0,4,636,466,324,83,678,614,205,455,436,837,15,536,735,1494,2862,743,7118,165,4,1,18413
Friday,4,4,4,5,665,294,496,721,562,823,160,118,188,473,1036,240,747,1558,3027,834,7491,110,0,1,19561
Monday,1,2,2,1,244,538,931,647,800,617,810,607,213,477,111,53,564,1142,2277,604,5570,199,0,0,16410
Saturday,5,0,4,0,2,2,4,179,170,32,133,647,1264,1038,1598,321,72,194,92,131,110,142,122,99,6361
Saturday,0,5,2,0,4,1,3,155,7,57,117,1279,659,1831,3033,2414,136,93,80,179,180,127,36,178,10576
Saturday,5,0,1,2,0,1,2,28,40,45,71,1495,2397,554,1967,1041,116,89,168,123,70,176,120,138,8649
Saturday,5,4,1,3,3,1,4,8,192,42,138,1582,1127,613,2619,2170,28,92,36,77,115,186,4,155,9205
Saturday,0,5,4,4,2,2,4,28,3,99,23,484,1644,1226,2077,882,187,57,195,92,20,188,0,75,7301
Saturday,0,0,1,1,0,0,4,90,7,158,120,1902,1141,1559,754,428,112,32,150,137,6,96,110,115,6923
Sunday,5,0,5,0,3,1,3,45,192,87,151,2642,1636,596,2103,1050,39,162,1,17,130,199,79,88,9234
Sunday,4,5,5,2,3,2,2,172,181,127,3,759,361,1660,1059,1417,192,92,157,67,200,65,167,134,6836
Sunday,1,5,0,5,4,4,3,178,112,11,111,2233,1781,501,1339,914,135,10,61,7,49,16,62,119,7661
Sunday,5,3,3,0,5,3,0,21,158,198,147,491,1496,2432,958,1986,61,167,195,96,163,123,82,87,8880
Sunday,2,0,0,2,0,0,5,87,164,98,62,1411,1043,424,1714,718,107,69,170,66,29,47,196,192,6606
Sunday,0,3,2,0,3,2,4,81,20,109,48,936,1709,1344,443,2215,156,79,158,100,129,17,80,184,7822
