Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,1,2,4,439,10,3,272,68,485,398,718,240,624,403,599,342,1014,1281,708,3139,96,1,3,10855
Wednesday,1,0,4,3,183,166,281,340,566,414,140,198,786,341,419,789,442,1328,1697,848,4256,754,1,0,13957
Thursday,1,3,5,1,109,871,819,232,131,709,212,63,807,581,203,504,519,1623,2052,1032,5188,66,3,4,15738
Friday,4,4,5,5,559,55,143,644,603,599,675,4,306,711,201,1,329,946,1276,659,3029,466,1,0,11225
Monday,1,4,1,1,296,661,633,25,737,407,563,479,648,857,943,925,639,2009,2568,1370,6403,1020,0,4,21194
Tuesday,2,1,1,0,148,474,103,843,103,1005,400,365,911,216,937,688,685,1907,2535,1350,6390,927,3,0,19994
Wednesday,3,0,1,0,407,152,279,689,549,35,475,238,269,638,21,246,467,1342,1818,930,4519,344,2,0,13424
Thursday,1,2,5,5,288,53,745,30,594,38,176,575,766,112,260,445,408,1231,1702,837,4062,86,4,1,12426
Friday,2,0,4,1,569,253,736,184,176,284,554,193,336,354,853,878,576,1575,2079,1026,5070,863,1,4,16571
Monday,2,3,2,1,637,574,549,955,623,249,383,594,718,87,435,388,630,1708,2302,1157,5583,15,1,0,17596
Tuesday,4,0,3,4,345,86,966,588,573,697,153,987,954,141,894,373,618,1851,2392,1179,5943,945,0,5,19701
Wednesday,3,0,2,0,616,502,79,701,405,657,71,757,269,347,626,126,474,1492,1930,1040,4779,46,5,0,14927
Thursday,1,2,2,5,124,145,570,524,641,653,518,188,574,441,289,228,351,886,1145,557,2756,628,0,5,11233
Friday,4,5,2,4,285,922,431,1036,951,857,422,493,183,581,401,20,734,2205,2942,1444,7234,490,0,1,21647
Monday,5,1,3,2,471,413,135,298,443,517,173,84,39,345,617,534,300,819,1122,545,2661,327,4,2,9860
Tuesday,0,5,0,2,923,706,176,551,171,205,627,831,382,372,578,189,616,1835,2403,1220,6080,983,2,1,18858
Wednesday,4,2,3,3,647,308,374,170,187,363,224,362,738,210,687,705,420,1115,1471,778,3662,486,0,1,12920
Thursday,2,2,4,3,573,662,237,404,396,424,312,689,675,689,191,465,383,1202,1527,760,3809,732,0,2,14143
Friday,1,4,5,3,729,202,161,523,682,488,210,728,314,144,817,279,442,1198,1595,867,3950,239,2,4,13587
Monday,5,1,0,4,307,475,344,480,710,159,227,172,339,807,296,179,502,1456,1963,980,4827,274,0,2,14509
Tuesday,0,3,3,2,265,848,372,388,86,565,470,367,592,120,13,963,815,2241,3065,1571,7503,85,3,1,20341
Wednesday,2,2,0,3,156,674,171,626,316,689,97,702,578,212,458,245,352,894,1122,597,2775,619,5,4,11299
Thursday,0,3,5,4,229,574,113,731,159,610,212,114,497,417,509,616,374,1156,1570,804,3794,428,2,2,12923
Friday,0,5,1,4,155,169,248,392,835,180,455,195,247,66,838,753,424,1333,1698,923,4237,369,1,1,13529
Monday,0,0,2,2,172,238,378,489,601,254,202,492,820,2,893,195,549,1658,2175,1100,5267,537,4,4,16034
Tuesday,2,4,3,1,298,792,740,552,6,338,418,945,6,612,49,170,610,1720,2301,1221,5791,572,5,1,17157
Wednesday,3,0,3,3,350,470,360,34,393,699,568,458,136,77,494,73,409,974,1307,691,3231,329,2,0,11064
Thursday,3,3,5,4,937,928,731,359,37,895,963,713,557,413,76,288,656,1820,2492,1240,6041,28,1,3,19193
Friday,0,4,4,5,0,333,104,435,640,718,366,137,486,641,281,221,429,1137,1463,717,3543,116,0,1,11781
Monday,2,2,4,3,234,361,428,350,533,815,419,316,120,687,79,52,543,1345,1793,962,4479,86,3,4,13620
Saturday,3,5,1,2,5,1,4,99,167,95,193,991,495,1925,2308,1473,20,65,126,21,123,170,77,171,8540
Saturday,2,2,1,2,5,0,5,182,65,140,155,1443,928,1827,2253,477,185,105,155,72,20,138,17,38,8217
Saturday,4,3,3,5,3,1,0,12,24,138,164,2439,1787,2999,654,1255,112,182,81,148,34,197,99,31,10375
Saturday,5,1,5,0,4,5,3,168,185,186,36,2130,1570,546,1085,2639,150,99,16,184,22,16,81,174,9310
Saturday,2,2,0,1,4,2,5,151,108,166,100,1168,627,1767,2328,2821,50,152,101,19,57,84,87,198,10000
Saturday,3,1,1,0,1,2,2,135,79,109,145,2287,1771,622,1230,2913,162,33,38,64,74,75,59,129,9935
Sunday,1,4,3,3,3,5,1,53,178,152,133,1076,1559,561,2627,2126,197,48,181,54,26,68,5,77,9141
Sunday,4,2,5,0,3,4,2,119,200,9,184,675,1156,2898,2347,1782,71,86,109,56,110,20,48,11,9901
Sunday,2,3,2,0,4,2,2,103,81,107,152,508,2206,1728,1376,955,16,19,198,83,93,1,79,112,7832
Sunday,2,1,3,0,1,1,5,182,91,122,180,2766,1682,1157,590,2205,184,54,186,140,147,104,41,61,9905
Sunday,3,4,2,0,4,2,2,103,68,97,31,587,347,844,1180,1468,76,194,108,137,188,168,112,85,5810
Sunday,1,5,5,1,4,2,3,64,74,77,33,356,744,1619,1299,1020,167,172,166,13,152,121,58,150,6306
