Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,1,0,3,644,160,692,408,709,588,618,235,658,571,133,681,393,242,77,438,577,989,3,2,8827
Wednesday,5,1,5,0,349,458,521,390,598,736,677,34,200,374,115,559,326,343,565,614,859,795,4,2,8530
Thursday,3,3,1,1,808,38,428,200,188,216,599,216,363,668,465,226,653,220,66,357,226,101,3,1,6050
Friday,1,3,3,1,749,743,636,262,445,780,410,440,516,463,204,317,465,289,686,761,181,345,5,2,8707
Monday,0,2,4,5,695,245,571,308,534,956,560,361,591,55,35,478,545,322,1000,943,644,780,0,3,9637
Tuesday,5,5,2,2,482,655,122,888,121,467,152,110,477,657,383,405,592,271,856,629,714,140,5,3,8143
Wednesday,2,2,2,2,687,605,159,842,355,520,370,517,316,473,534,242,436,561,544,569,666,872,3,0,9279
Thursday,4,1,1,4,799,1023,151,1035,519,456,11,779,268,910,851,170,753,41,359,223,962,230,4,3,9557
Friday,5,5,5,5,384,825,730,287,168,410,1094,487,627,614,860,120,495,442,413,693,83,28,2,2,8784
Monday,4,5,4,1,535,339,545,11,496,254,228,748,577,291,612,199,811,125,408,589,422,608,0,2,7814
Tuesday,0,2,1,2,606,116,71,904,176,609,127,181,945,117,202,399,893,647,310,799,395,406,3,3,7914
Wednesday,3,3,3,1,144,432,252,679,578,1,431,670,18,276,317,77,76,270,461,908,747,725,4,1,7077
Thursday,4,3,2,4,68,534,154,294,138,487,33,723,772,161,207,501,203,274,688,560,135,641,3,0,6589
Friday,4,2,2,5,825,825,422,336,581,781,218,660,771,333,671,357,801,665,405,471,278,216,1,0,9630
Monday,5,3,4,5,292,448,38,713,322,639,257,212,952,270,113,364,812,1000,796,955,534,966,2,4,9706
Tuesday,5,5,5,5,151,336,824,232,385,740,626,373,837,104,647,600,382,293,407,279,565,658,3,5,8467
Wednesday,3,3,4,3,81,130,340,376,149,382,507,395,405,623,106,328,954,753,277,802,634,27,1,2,7285
Thursday,5,4,3,2,45,493,519,625,687,276,26,787,674,954,60,10,77,361,84,747,88,315,0,2,6844
Friday,5,2,0,3,114,354,518,808,331,657,102,168,620,89,579,720,430,740,145,64,305,795,5,3,7557
Monday,2,5,5,4,439,528,621,523,799,378,479,47,296,181,896,278,176,161,436,875,603,536,5,0,8273
Tuesday,1,0,3,1,711,73,672,1,85,689,242,19,743,431,364,461,227,15,553,111,107,164,1,0,5674
Wednesday,3,3,0,1,331,215,243,914,475,1064,117,681,969,954,106,725,723,152,243,814,222,504,1,5,9465
Thursday,0,0,2,2,428,659,681,59,558,243,921,920,565,521,276,620,304,436,856,456,435,29,3,3,8977
Friday,1,5,0,0,304,163,443,555,635,562,793,794,263,838,859,355,776,402,465,82,611,732,3,0,9641
Monday,5,1,5,1,544,759,461,246,616,499,687,813,873,431,596,490,603,820,144,426,665,582,5,2,10274
Tuesday,5,1,2,3,318,485,771,636,451,817,732,154,671,57,392,891,416,476,390,527,92,256,1,4,8548
Wednesday,0,5,3,2,478,548,241,405,382,260,51,73,741,738,875,190,336,739,462,604,209,105,4,0,7451
Thursday,4,2,0,3,710,336,682,844,671,498,488,480,621,979,281,437,714,27,608,535,961,647,1,0,10529
Friday,2,4,2,3,22,402,91,160,649,588,726,445,149,495,638,683,350,652,350,566,736,203,1,1,7918
Monday,5,5,0,0,426,387,709,46,319,508,1,275,609,510,868,588,305,177,156,63,50,610,3,4,6624
Saturday,2,5,0,2,4,963,479,2492,10,28,23,196,114,139,74,60,61,113,73,180,95,147,68,5,5333
Saturday,1,2,1,2,2,486,1017,2409,74,171,181,86,3,193,47,148,192,84,6,138,29,20,86,4,5382
Saturday,3,4,0,0,3,1098,2158,1689,150,160,25,169,98,138,34,60,66,72,39,189,142,114,143,3,6557
Saturday,4,1,3,1,0,444,1264,2052,130,82,178,137,22,128,31,176,137,74,20,5,46,72,149,2,5158
Saturday,2,2,2,0,4,1445,1740,711,36,45,1,25,160,131,172,92,83,131,4,9,162,30,139,4,5130
Saturday,1,5,4,2,3,2401,1994,563,174,111,81,109,192,42,75,200,105,131,36,158,37,123,82,3,6632
Sunday,1,2,1,0,1,2344,646,1751,83,18,192,153,139,53,193,17,158,191,182,103,152,113,85,1,6579
Sunday,5,0,0,1,4,1264,1619,455,197,31,26,169,90,147,142,87,33,195,22,78,1,47,21,4,4638
Sunday,0,5,1,1,5,2285,923,1853,92,75,108,178,160,141,53,120,69,89,48,172,12,184,47,0,6621
Sunday,2,4,3,4,5,1185,1509,591,20,146,177,115,107,145,70,27,35,86,150,181,50,141,178,5,4936
Sunday,5,5,4,1,4,1635,2037,440,22,174,6,181,180,48,134,133,168,118,156,142,151,107,144,4,5999
Sunday,3,5,2,2,5,315,601,1341,3,10,141,6,70,29,35,37,92,57,13,197,125,199,59,2,3349
