Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,2,2,2,166,117,664,697,587,497,218,649,118,169,185,126,19,509,597,804,442,307,5,2,6885
Wednesday,4,4,2,1,466,451,672,677,3,732,710,186,454,556,269,622,787,584,428,21,144,716,5,5,8499
Thursday,3,5,3,2,76,747,223,427,509,451,708,538,335,159,297,759,447,509,73,472,730,356,3,3,7835
Friday,0,2,5,4,587,330,586,510,218,599,396,575,491,217,691,506,187,368,478,523,563,399,2,5,8242
Monday,4,5,2,1,377,455,282,146,745,745,181,47,573,239,255,292,324,3,14,63,546,488,4,0,5791
Tuesday,5,0,4,1,443,652,231,3,517,552,35,839,771,409,733,575,757,104,435,107,253,545,3,3,7977
Wednesday,5,5,1,5,141,989,819,215,556,553,350,433,58,669,18,815,148,785,109,859,451,322,2,0,8308
Thursday,1,4,5,0,748,505,194,774,715,203,470,385,244,455,596,304,180,265,621,567,349,103,0,2,7690
Friday,5,2,2,0,421,602,622,361,451,136,946,554,701,357,43,7,142,663,213,113,202,823,4,0,7370
Monday,5,4,2,2,306,696,504,505,952,172,863,691,288,292,460,685,639,461,223,474,42,482,2,4,8754
Tuesday,1,0,2,4,592,297,555,432,30,284,613,793,172,308,761,27,548,677,404,532,3,447,1,5,7488
Wednesday,4,2,0,0,170,446,571,424,244,9,364,542,788,678,343,177,394,253,9,479,75,141,0,2,6115
Thursday,5,5,3,4,351,377,340,948,512,317,172,72,440,161,356,258,856,225,763,886,312,275,2,2,7642
Friday,1,1,0,4,294,73,433,722,397,801,453,806,110,786,316,477,669,140,739,358,229,453,2,2,8266
Monday,0,0,3,0,390,2,700,460,125,781,8,846,823,342,395,317,883,443,986,412,64,924,1,2,8907
Tuesday,3,2,0,3,588,306,178,719,621,472,574,395,583,324,371,438,536,709,404,537,335,181,5,5,8289
Wednesday,2,1,0,4,790,565,36,160,236,206,347,828,271,514,71,561,454,194,121,44,526,40,5,0,5976
Thursday,3,1,2,1,504,662,534,209,505,665,451,7,462,262,83,29,34,108,92,15,587,336,5,0,5557
Friday,0,0,1,2,225,501,125,591,657,337,237,553,102,98,741,380,508,680,303,439,101,417,2,2,7002
Monday,4,2,5,0,325,862,511,1064,389,20,488,1075,598,581,405,241,293,373,621,62,1003,70,2,3,8997
Tuesday,2,0,3,0,158,373,308,309,553,768,192,409,501,124,392,425,620,959,709,13,419,982,4,1,8224
Wednesday,0,1,4,3,198,112,455,108,555,413,625,360,630,281,727,67,185,376,84,121,825,425,3,1,6559
Thursday,3,5,4,4,766,397,524,686,438,347,93,353,337,120,688,606,60,260,322,246,809,486,0,1,7555
Friday,1,2,2,0,367,242,268,590,292,525,350,455,159,568,259,549,62,538,897,728,320,531,0,2,7707
Monday,0,2,0,4,261,782,404,72,596,904,807,531,513,214,584,837,849,580,346,846,665,266,2,2,10067
Tuesday,2,5,0,0,785,389,317,554,149,617,108,763,39,68,424,119,824,612,621,600,681,366,0,4,8047
Wednesday,1,1,3,0,841,690,841,1043,584,244,1102,81,113,734,393,105,341,559,128,673,530,768,5,0,9780
Thursday,3,2,5,1,431,55,431,342,84,379,442,676,643,373,561,272,569,640,575,58,59,260,5,3,6869
Friday,2,4,3,5,920,949,341,966,967,99,526,599,444,228,745,675,556,80,136,423,68,456,5,5,9202
Monday,1,3,3,3,310,258,629,345,542,353,741,81,641,335,590,232,209,455,565,75,572,638,4,0,7585
Saturday,4,4,0,3,5,3,165,110,183,108,41,3,36,91,130,179,2470,1999,504,1001,159,5,79,2,7284
Saturday,3,5,2,1,0,1,66,88,52,74,90,55,95,50,115,88,2946,1201,1760,2402,72,159,140,5,9470
Saturday,3,4,2,4,3,0,151,80,9,95,3,64,89,86,144,127,449,812,1922,1205,61,176,192,5,5686
Saturday,2,2,2,4,4,2,119,125,88,10,13,27,114,182,107,48,1109,2644,601,2137,15,166,58,2,7581
Saturday,5,5,0,0,4,1,84,163,174,153,185,7,178,133,125,192,598,1072,2568,2053,108,51,188,5,8052
Saturday,3,4,3,5,5,0,199,76,5,128,45,100,8,148,162,119,2678,1634,1084,556,182,11,66,4,7225
Sunday,1,4,5,2,1,5,4,185,198,123,187,135,63,134,46,81,2061,1271,1655,891,83,80,146,4,7365
Sunday,1,0,5,3,4,2,132,93,192,174,107,55,137,30,91,57,310,1343,617,1095,198,10,21,2,4679
Sunday,1,5,4,2,3,1,185,92,20,35,151,157,177,154,17,14,1125,1700,2219,540,175,109,119,4,7009
Sunday,3,2,3,2,3,0,61,129,112,103,150,141,33,43,165,51,1226,610,3027,2407,112,29,159,4,8575
Sunday,0,5,2,0,2,5,85,106,170,78,177,194,67,67,4,82,1435,983,1894,504,43,45,181,5,6134
Sunday,3,4,3,3,0,4,128,190,119,54,93,179,97,154,154,193,1393,1746,380,752,134,182,33,4,6002
