Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,5,0,3,191,173,92,178,7,28,153,315,1148,467,66,229,52,102,120,199,42,44,0,2,3616
Wednesday,3,3,0,1,144,56,173,165,163,160,185,1008,1451,551,717,974,7,12,155,128,9,176,5,2,6248
Thursday,1,2,1,3,136,43,134,123,118,170,174,595,1020,348,684,683,180,43,99,49,139,24,5,3,4777
Friday,1,3,1,5,122,68,200,158,24,15,171,598,1077,403,65,494,125,33,194,17,101,100,5,0,3980
Monday,1,2,2,0,192,131,3,18,167,38,122,499,1265,492,299,331,6,105,160,88,149,174,2,3,4249
Tuesday,2,4,3,2,18,111,3,101,60,64,171,824,1252,481,504,456,43,61,81,18,27,74,2,1,4363
Wednesday,4,0,0,1,172,154,20,121,84,22,64,1198,2260,773,751,1422,103,124,6,61,72,99,4,1,7516
Thursday,1,1,5,1,129,112,85,147,88,3,81,583,906,340,501,395,72,96,85,93,178,150,1,3,4056
Friday,5,5,3,0,174,194,107,22,172,56,164,757,1804,663,1243,1147,163,200,191,131,87,11,5,2,7306
Monday,0,2,1,5,187,166,44,20,113,136,32,860,1952,736,1137,892,55,92,106,158,85,139,5,0,6923
Tuesday,4,5,2,2,77,3,10,66,109,146,54,591,902,309,390,438,146,184,173,76,39,1,1,3,3731
Wednesday,3,2,1,0,164,145,14,81,104,133,35,1211,1781,587,312,1066,34,118,42,125,6,156,4,1,6125
Thursday,1,2,0,3,126,144,39,41,122,71,0,819,2269,781,1405,163,53,84,183,5,118,159,3,0,6591
Friday,5,0,4,1,177,147,25,169,199,96,160,370,918,367,12,578,109,167,5,64,149,33,3,2,3760
Monday,2,1,1,5,148,181,2,107,65,84,190,993,1984,679,150,1029,155,58,96,5,66,186,2,3,6192
Tuesday,1,1,4,0,89,141,1,172,85,51,150,610,1172,465,735,573,113,106,53,122,26,34,5,4,4713
Wednesday,2,5,1,1,199,175,165,151,171,166,167,551,995,367,313,651,23,39,160,126,86,18,5,4,4541
Thursday,5,3,5,3,71,125,41,119,193,20,3,992,2229,743,1377,1431,38,199,108,152,2,182,0,4,8045
Friday,3,0,1,2,94,160,175,137,38,182,65,430,1771,612,846,1146,195,104,138,111,184,125,3,4,6526
Monday,5,3,3,5,72,182,104,144,117,168,51,688,1991,674,73,69,167,86,53,98,186,145,2,0,5086
Tuesday,2,5,0,0,192,77,176,167,180,63,34,353,1230,450,455,5,158,125,100,140,76,89,3,2,4082
Wednesday,4,3,4,1,45,109,121,194,97,153,149,484,1123,436,240,761,7,34,49,166,171,189,4,1,4545
Thursday,5,2,2,2,85,26,54,183,5,154,34,744,1819,676,427,310,144,19,25,195,174,131,2,1,5219
Friday,1,1,0,3,31,198,8,11,153,71,51,1216,1839,602,26,658,6,104,138,28,148,59,2,0,5354
Monday,2,4,3,1,157,150,87,155,174,83,27,28,1140,367,579,66,96,161,35,20,120,184,3,4,3646
Tuesday,0,1,3,1,37,55,84,114,97,20,176,856,1915,625,325,376,9,112,137,126,184,131,5,0,5389
Wednesday,3,1,0,1,2,99,43,40,22,25,15,1585,2324,765,1473,282,111,63,93,97,77,117,0,3,7241
Thursday,0,3,2,3,130,78,189,71,186,49,158,770,1643,527,1031,372,133,124,116,90,81,190,1,4,5951
Friday,0,5,2,1,18,136,132,40,159,156,34,729,1233,430,757,201,152,94,132,46,82,99,5,2,4645
Monday,4,3,4,2,29,94,26,135,102,198,94,221,1865,641,257,537,9,64,26,147,177,43,5,1,4684
Saturday,1,2,1,1,1,875,443,2118,6,104,49,179,51,84,2,108,58,40,150,146,146,69,173,0,4807
Saturday,3,4,0,2,1,486,1444,2345,149,117,30,158,200,133,36,159,99,76,97,142,56,125,188,1,6051
Saturday,0,5,2,3,0,2773,2183,1635,65,26,82,196,74,22,92,190,81,0,196,107,165,193,76,2,8168
Saturday,1,2,4,5,1,2729,1583,1070,146,141,179,9,143,195,155,31,156,90,124,76,88,192,152,5,7277
Saturday,2,3,0,3,4,2403,2990,682,162,14,166,187,75,75,198,6,131,13,61,12,188,0,162,0,7537
Saturday,3,2,0,5,2,546,2569,1055,84,38,102,149,53,61,28,138,158,52,170,82,84,173,114,5,5673
Sunday,4,5,2,5,5,1109,270,1359,21,43,30,70,139,85,44,15,65,70,29,147,144,3,127,1,3792
Sunday,5,2,5,0,5,675,1212,2381,171,56,152,14,180,38,142,85,113,146,181,83,13,176,61,1,5897
Sunday,2,3,4,3,3,1441,930,1882,73,83,34,103,75,115,198,55,187,9,110,92,13,50,31,2,5498
Sunday,4,2,4,0,5,2218,1337,478,99,164,143,35,78,125,101,93,57,127,74,183,23,185,62,5,5602
Sunday,3,1,0,2,5,437,856,1782,67,14,136,71,46,168,16,186,184,157,80,113,141,176,83,4,4728
Sunday,0,1,0,3,3,1193,1692,2294,132,15,133,45,175,15,45,153,75,66,18,168,154,122,24,5,6531
