Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,4,4,4,75,264.0,1197,3775,825,3668,176,190,162,161,158,152,151,166,147,123,152,122,5,1,11683.0
Wednesday,2,3,3,1,160,2514.0,973,7314,6733,1418,87,122,29,79,97,198,181,160,107,8,41,181,3,3,20417.0
Thursday,4,5,2,0,44,70.0,2782,4832,1459,2450,195,55,90,185,50,66,104,145,151,98,183,56,1,2,13029.0
Friday,4,4,1,4,92,3371.0,1824,4949,1626,1040,18,177,182,58,117,189,59,23,13,97,15,126,4,0,13993.0
Monday,0,0,0,2,147,3540.0,4133,4270,1854,757,182,146,29,81,14,79,164,128,50,151,179,49,4,2,15961.0
Tuesday,1,3,4,0,79,5134.0,3046,6583,1529,3219,18,104,168,2,98,67,162,138,51,59,138,108,1,3,20715.0
Wednesday,1,2,1,3,121,901.0,123,4712,3291,1526,139,157,107,161,81,11,43,167,97,135,148,131,0,4,12062.0
Thursday,3,1,0,4,164,1078.0,2500,2687,1794,2438,10,52,80,153,31,149,152,112,24,196,24,6,2,2,11662.0
Friday,2,1,5,4,160,4630.0,1410,4671,2274,3928,102,172,84,36,58,93,141,48,134,134,139,78,2,5,18311.0
Monday,0,5,5,5,11,622.0,3482,4214,3544,3680,169,94,59,106,36,10,39,112,71,84,74,20,3,0,16445.0
Tuesday,4,5,4,4,74,2799.0,3429,7012,5724,7008,54,132,26,12,26,37,59,20,151,138,118,162,0,1,26999.0
Wednesday,3,1,5,2,95,1790.0,1764,3186,322,3130,89,134,68,186,75,67,150,124,121,78,168,103,4,2,11667.0
Thursday,4,4,1,3,133,844.0,880,3145,3138,901,187,186,151,138,16,189,138,57,71,71,20,154,1,1,10433.0
Friday,5,5,4,4,78,4322.0,2482,4586,650,3241,133,45,180,143,173,57,43,136,31,77,196,34,4,0,16629.0
Monday,1,4,4,4,110,609.0,4485,4489,227,689,131,67,53,100,43,132,151,3,142,199,115,1,5,1,11765.0
