Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,4,1,2,862,324,308,607,833,596,535,483,894,608,853,449,574,5272,5297,2139,1088,501,0,1,22234
Wednesday,4,3,1,3,171,102,119,1,479,494,366,617,538,485,748,528,560,5056,5068,2026,1031,384,1,3,18788
Thursday,3,0,1,5,187,423,114,658,131,618,813,599,278,227,568,177,495,4554,4537,1818,983,537,1,1,17728
Friday,5,5,1,0,817,621,951,349,970,926,1066,40,329,473,22,259,751,7147,7158,2903,1503,737,3,5,27041
Monday,3,2,1,1,427,253,250,836,218,104,125,897,750,173,896,382,517,4968,4982,2054,1017,5,1,3,18865
Tuesday,3,2,4,2,771,818,736,412,734,265,621,229,35,41,427,66,414,4058,4037,1647,832,769,3,5,16931
Wednesday,3,5,2,1,266,479,439,170,971,994,283,82,133,960,963,334,789,7124,7114,2840,1485,894,4,2,26337
Thursday,3,2,1,2,372,519,267,758,422,207,945,528,35,734,736,469,687,6124,6123,2416,1233,796,4,2,23385
Friday,3,1,2,4,713,394,542,529,704,278,833,576,216,384,819,376,470,4439,4475,1859,967,826,4,0,19414
Monday,4,5,5,0,601,159,433,152,535,981,787,605,531,554,213,604,655,6065,5991,2426,1257,924,1,5,23493
Tuesday,2,0,5,4,87,626,332,561,407,265,12,116,499,136,316,745,453,3848,3837,1568,780,689,3,1,15292
Wednesday,4,0,2,0,729,15,683,186,468,229,58,9,968,94,540,238,668,6110,6123,2421,1206,542,0,2,21295
Thursday,3,2,4,3,147,568,703,7,924,11,232,569,603,605,182,475,651,6163,6209,2451,1226,830,5,5,22578
Friday,4,3,4,5,620,759,101,251,819,29,446,35,587,741,540,144,534,4817,4819,1984,981,343,0,0,18566
Monday,1,3,2,4,811,754,220,827,901,802,294,48,200,626,244,307,760,7148,7136,2884,1469,884,3,5,26333
Tuesday,2,2,5,5,78,123,848,740,381,134,848,168,972,598,649,376,689,6837,6769,2739,1449,397,0,2,24811
Wednesday,3,1,1,1,378,641,457,859,842,705,16,810,844,643,258,135,590,5538,5537,2248,1194,273,0,3,21977
Thursday,5,3,2,3,631,700,635,562,267,672,382,421,341,547,389,361,534,5048,5010,2029,999,773,0,0,20314
Friday,0,3,4,1,220,359,927,548,962,72,811,1093,800,126,769,295,763,7308,7326,2908,1487,743,2,2,27529
Monday,1,0,2,5,107,552,498,490,655,590,206,519,1023,139,867,363,692,6847,6840,2787,1442,417,5,2,25049
Tuesday,5,1,1,3,433,86,605,928,466,67,574,650,627,760,445,569,591,5404,5469,2227,1081,483,0,0,21475
Wednesday,2,3,5,5,620,603,598,454,211,430,890,759,902,676,426,560,525,5121,5031,2060,1086,580,3,0,21550
Thursday,2,1,4,2,412,691,358,415,535,721,195,132,436,402,827,624,494,4254,4264,1739,858,384,5,1,17756
Friday,1,1,5,2,665,196,750,758,109,745,808,715,481,242,93,330,532,4977,5008,2061,1080,781,3,5,20348
Monday,2,2,0,4,334,233,714,150,348,1033,25,84,525,370,569,350,685,6658,6701,2703,1403,415,4,0,23312
Tuesday,3,1,5,1,738,621,223,1079,391,713,455,454,313,1093,834,145,746,7488,7451,2975,1554,232,2,4,27521
Wednesday,3,2,4,5,774,822,69,978,286,641,919,826,753,122,211,108,581,5812,5910,2385,1210,185,5,1,22612
Thursday,2,4,4,3,391,242,791,583,144,853,660,902,225,201,134,52,562,5130,5087,2104,1074,258,4,1,19411
Friday,1,1,1,0,711,575,480,302,354,716,1,78,257,768,1,454,405,3492,3462,1444,700,461,2,5,14671
Monday,2,0,0,0,131,547,822,400,366,383,685,551,706,896,821,636,700,7006,7038,2835,1430,922,2,5,26884
Saturday,1,5,2,3,4,1212,395,1558,75,54,106,80,33,92,199,77,196,95,92,63,41,153,4,5,4545
Saturday,1,0,0,2,3,604,1099,314,182,179,149,71,16,111,56,127,155,117,69,179,172,0,8,1,3615
Saturday,0,1,0,5,5,359,922,627,146,27,141,196,72,32,52,190,181,31,115,93,185,15,60,5,3460
Saturday,0,3,4,4,2,2011,1603,1228,128,150,118,119,191,6,186,99,184,184,4,24,32,164,125,1,6570
Saturday,1,5,0,2,4,1443,418,1769,8,124,74,133,56,116,185,93,85,21,9,93,155,147,127,0,5068
Saturday,0,5,0,1,3,672,1800,2945,162,91,131,190,87,181,71,179,19,72,50,26,10,182,193,5,7075
Sunday,0,2,0,3,2,561,1185,314,57,123,93,50,183,23,97,183,77,3,58,45,87,78,24,2,3250
Sunday,5,0,1,0,2,3051,2444,1201,31,193,15,145,2,142,36,78,169,94,111,49,158,17,173,4,8121
Sunday,3,4,3,2,3,2031,1021,2542,7,33,181,14,27,4,128,69,133,21,18,197,4,69,92,4,6610
Sunday,0,3,3,5,1,1437,1924,2468,188,19,83,105,48,27,198,121,79,195,44,106,78,89,143,3,7367
Sunday,4,0,1,4,1,1271,474,1705,193,124,97,25,126,43,142,89,101,185,170,62,42,120,24,3,5006
Sunday,3,4,2,2,1,1958,513,2527,82,39,79,27,30,104,93,146,30,183,173,97,31,84,123,1,6332
