Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,3,2,2,869,688,487,300,503,6,465,876,678,69,315,615,595,5538,1708,558,2227,115,2,0,16623
Wednesday,1,2,2,2,53,869,704,345,52,482,148,829,390,532,406,68,495,4758,1461,517,1965,259,4,3,14347
Thursday,1,2,4,4,686,489,492,22,43,96,726,123,352,407,618,236,360,3096,938,381,1287,443,0,3,10809
Friday,2,1,3,1,964,61,412,412,993,447,70,775,335,140,1055,895,759,7137,2117,711,2901,63,3,4,20261
Monday,0,3,4,4,722,210,395,759,594,439,149,537,585,618,628,172,405,3384,1071,385,1376,247,1,4,12692
Tuesday,2,4,5,2,690,607,978,510,60,769,738,1103,786,27,156,169,799,7376,2292,822,3020,881,4,5,21805
Wednesday,4,2,4,2,78,151,696,709,130,533,830,523,634,58,414,420,744,6609,2004,655,2637,743,1,5,18586
Thursday,4,5,4,0,745,53,6,223,361,169,524,326,219,59,386,361,525,4543,1372,540,1803,316,2,2,12548
Friday,2,2,3,5,104,681,239,810,51,579,584,427,676,251,864,770,553,5118,1590,526,2062,528,0,2,16427
Monday,2,5,0,2,303,906,381,614,949,844,430,65,363,681,726,305,589,5650,1717,608,2235,32,1,5,17413
Tuesday,5,1,0,4,347,185,565,280,614,835,261,505,202,225,135,131,474,4395,1331,537,1769,514,2,4,13321
Wednesday,1,4,4,2,153,644,632,49,245,433,2,343,57,45,820,487,601,6002,1866,606,2373,353,0,2,15724
Thursday,4,4,1,3,298,710,659,742,130,17,242,378,255,19,271,411,364,2944,899,327,1236,187,5,0,10106
Friday,2,3,1,0,739,461,785,267,308,148,1062,519,58,154,371,238,763,7004,2172,697,2884,641,2,4,19283
Monday,4,0,5,5,30,179,466,488,335,270,193,486,541,306,682,800,451,4022,1282,471,1670,410,5,0,13101
Tuesday,5,2,5,2,851,137,718,762,508,725,950,346,384,915,244,239,631,5554,1710,553,2251,420,5,5,17922
Wednesday,2,4,1,1,613,543,420,617,353,408,58,528,254,755,449,726,346,3213,1016,363,1341,122,5,4,12142
Thursday,3,5,2,3,438,721,50,389,170,249,63,573,347,646,111,29,418,3454,1040,364,1393,640,2,4,11114
Friday,0,1,2,2,382,383,32,853,70,8,432,815,289,26,700,485,534,4704,1442,521,1926,601,3,5,14216
Monday,5,3,2,0,487,622,990,988,704,171,135,356,611,82,7,856,600,5897,1800,611,2414,669,4,4,18018
Tuesday,3,0,0,2,743,99,654,674,457,910,240,46,106,318,404,762,702,6162,1839,690,2527,921,2,4,18265
Wednesday,2,0,5,2,733,772,865,680,682,206,750,415,790,898,709,812,595,5460,1671,581,2234,438,5,1,19306
Thursday,4,2,2,3,77,170,558,792,335,806,487,18,16,391,157,606,391,3761,1166,430,1592,152,1,0,11917
Friday,5,0,1,2,855,680,225,937,821,843,50,283,660,277,157,881,657,5880,1836,632,2332,110,3,1,18128
Monday,4,4,4,2,610,92,584,571,530,635,141,379,270,304,35,551,287,2615,804,340,1084,659,3,0,10508
Tuesday,5,4,1,3,277,307,199,613,215,37,513,432,610,400,179,179,310,3020,911,312,1251,689,4,1,10472
Wednesday,4,1,4,3,27,72,482,444,591,836,391,12,55,937,177,342,582,5550,1743,616,2258,813,5,2,15947
Thursday,4,3,3,2,468,415,228,669,388,425,283,398,778,496,462,254,507,4190,1328,504,1735,588,3,2,14133
Friday,2,0,5,2,427,432,71,9,26,584,348,352,465,475,735,736,338,3125,988,325,1286,407,1,1,11140
Monday,1,5,5,0,331,788,247,603,421,741,452,160,592,13,467,593,390,3963,1196,399,1600,204,3,4,13178
Saturday,2,0,4,1,0,2177,584,2726,53,112,105,159,6,52,124,182,132,82,189,141,71,90,122,1,7115
Saturday,2,1,2,5,4,2071,2610,1612,9,137,54,31,137,24,131,5,55,171,163,61,150,73,28,1,7537
Saturday,3,1,3,1,4,2999,1763,2396,60,69,34,89,147,167,3,69,26,165,15,1,18,139,81,4,8257
Saturday,3,2,4,1,2,1438,1875,427,32,122,167,135,97,118,160,10,177,78,37,80,200,104,50,1,5320
Saturday,1,4,1,1,4,2829,608,1720,34,78,39,104,199,45,21,111,22,133,113,172,173,146,38,0,6596
Saturday,4,5,3,3,2,2268,489,1415,182,169,160,98,0,145,12,148,86,47,167,1,188,197,82,5,5876
Sunday,3,4,4,3,4,1932,1001,2356,175,41,115,185,125,91,41,99,129,185,89,33,70,112,32,5,6834
Sunday,5,2,0,1,2,1508,1168,1920,103,200,99,93,93,189,150,166,82,140,106,3,146,176,195,2,6549
Sunday,0,0,2,2,5,422,1629,1227,170,109,30,28,84,12,55,172,114,62,50,141,153,167,91,5,4730
Sunday,0,5,3,4,2,1927,1521,1047,106,38,135,157,53,63,98,132,180,195,153,133,108,13,68,1,6142
Sunday,4,1,5,3,3,1052,1323,777,112,29,129,133,75,23,174,114,2,191,2,127,119,104,82,3,4587
Sunday,5,4,3,3,3,2508,534,1010,24,68,57,88,133,53,52,1,152,104,32,73,175,61,4,3,5150
