Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,4,1,2,990,403,50,480,791,427,41,1033,719,317,832,209,910,988,910,347,837,177,0,0,10468
Wednesday,5,2,1,4,121,260,583,183,249,575,658,625,541,375,614,47,253,429,660,652,291,679,1,1,7809
Thursday,0,1,1,5,928,396,285,260,549,743,877,55,632,960,690,751,946,483,481,784,565,236,4,4,10636
Friday,3,5,5,5,979,95,112,531,1057,218,869,668,629,149,147,400,84,11,486,432,623,730,0,0,8238
Monday,2,3,1,5,97,233,565,467,381,251,193,552,567,435,633,505,19,310,386,560,594,400,5,5,7169
Tuesday,0,0,5,1,250,4,239,809,720,151,825,613,648,504,408,472,885,460,173,182,327,161,2,2,7841
Wednesday,0,0,1,1,239,735,57,145,888,56,381,202,151,457,302,214,69,91,631,824,14,849,2,2,6311
Thursday,5,2,1,1,126,28,592,712,309,707,544,373,608,574,521,558,124,454,382,219,436,439,2,2,7719
Friday,2,4,2,5,450,765,146,535,274,713,252,320,253,474,457,385,446,351,102,924,85,703,5,5,7658
Monday,3,0,4,1,679,210,481,121,758,394,824,140,195,136,808,158,643,168,46,782,476,305,5,4,7341
Tuesday,0,0,3,5,279,253,846,366,107,141,750,652,289,627,898,82,674,310,619,168,797,821,0,4,8691
Wednesday,1,1,5,1,624,76,441,308,159,629,442,66,409,717,520,425,445,743,661,354,306,344,4,1,7682
Thursday,5,0,2,4,17,627,309,404,292,0,586,644,609,643,415,701,513,248,16,256,482,444,5,4,7226
Friday,3,3,2,5,653,762,419,706,542,491,606,755,563,795,647,606,489,329,63,683,801,163,3,2,10091
Monday,0,3,2,0,756,223,869,484,588,13,450,129,799,9,685,403,900,744,424,15,600,860,5,1,8962
Tuesday,4,2,1,0,680,679,111,733,819,983,518,542,320,560,953,799,779,266,49,144,565,287,3,4,9801
Wednesday,5,1,3,4,283,720,12,579,722,547,864,98,831,156,738,166,566,776,261,671,878,78,2,1,8962
Thursday,4,5,2,4,551,369,626,196,304,500,186,138,308,124,422,553,413,137,65,126,265,217,1,4,5520
Friday,0,0,2,2,133,633,246,653,501,197,40,673,439,78,404,645,96,656,605,484,676,415,0,1,7579
Monday,0,2,1,4,39,877,834,267,169,875,698,998,453,552,410,584,437,674,752,777,354,958,2,2,10719
Tuesday,1,3,0,5,746,47,688,254,419,278,812,116,191,143,439,477,127,451,150,701,803,436,1,0,7288
Wednesday,1,0,4,3,721,357,109,47,715,218,47,12,345,266,361,563,68,325,432,582,97,544,5,0,5822
Thursday,2,3,0,5,344,268,570,392,311,356,676,665,34,693,859,346,461,767,571,21,809,260,4,5,8422
Friday,5,5,2,3,732,516,29,588,238,465,254,580,92,828,698,297,295,417,737,671,82,17,1,4,7556
Monday,1,0,4,0,506,365,335,282,239,196,478,67,701,68,617,321,520,10,781,763,548,311,3,1,7117
Tuesday,1,4,0,0,505,440,116,297,108,164,597,200,81,674,441,804,126,604,736,677,793,656,1,0,8025
Wednesday,3,4,0,1,592,36,848,82,375,332,825,551,416,25,210,156,354,173,825,361,850,470,4,2,7495
Thursday,0,4,3,5,830,457,270,297,1045,227,806,997,268,322,696,727,0,210,186,863,63,981,0,1,9258
Friday,5,2,4,0,661,29,754,111,116,525,763,279,319,757,761,68,39,135,343,759,646,181,4,3,7264
Monday,4,3,3,5,502,112,161,826,204,374,188,320,342,450,368,282,369,248,239,720,132,368,4,3,6227
Saturday,3,3,0,2,3,389,328,382,181,54,183,395,157,180,109,156,314,291,137,302,364,251,257,4,4445
Saturday,0,1,3,5,0,339,331,168,352,185,110,55,6,113,196,329,92,107,331,172,260,292,53,3,3503
Saturday,1,5,2,1,5,33,178,216,359,182,113,122,284,357,106,373,267,15,198,38,144,396,77,4,3476
Saturday,3,0,5,5,1,365,137,96,1,205,48,164,178,200,389,315,41,132,313,28,154,340,81,0,3201
Saturday,2,4,4,1,1,61,135,36,157,126,291,200,44,263,80,197,115,31,351,180,295,46,115,1,2736
Saturday,0,2,5,0,5,285,220,394,181,273,168,45,383,145,231,146,344,22,262,146,255,142,272,4,3930
Sunday,4,2,1,2,1,51,298,278,118,222,70,135,70,212,216,138,5,218,33,18,203,108,49,5,2457
Sunday,5,3,2,5,4,28,219,223,141,52,239,361,313,103,32,299,81,61,209,360,204,210,11,0,3165
Sunday,1,3,2,2,1,202,90,346,334,241,357,238,354,71,135,172,137,278,316,60,258,91,115,5,3809
Sunday,2,2,3,3,2,185,362,134,377,314,7,289,219,287,369,261,285,251,77,14,320,74,12,5,3854
Sunday,1,3,0,4,3,109,301,271,131,150,97,114,322,321,293,197,285,203,165,355,163,78,351,0,3917
Sunday,2,5,1,1,2,81,310,343,71,154,97,135,357,267,202,183,341,377,97,164,373,293,220,4,4080
