Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,3,3,0,158,456,172,174,962,312,154,195,264,298,787,435,699,129,679,930,740,315,3,1,7870
Wednesday,5,3,1,3,190,624,463,570,397,15,646,591,509,672,463,700,458,70,136,160,247,190,5,5,7123
Thursday,3,0,5,5,689,291,22,252,853,125,200,546,850,880,239,584,470,243,609,53,279,506,2,5,7711
Friday,0,3,4,3,825,917,463,870,733,217,47,706,658,109,818,790,495,338,224,199,140,789,4,3,9355
Monday,4,2,4,4,137,15,833,169,560,75,636,828,178,324,441,367,628,245,500,281,774,160,1,2,7168
Tuesday,1,1,5,5,744,801,544,24,65,140,508,521,843,474,328,734,597,226,119,468,39,109,4,2,7302
Wednesday,4,2,2,4,799,939,770,1014,958,419,741,184,338,604,476,95,848,293,935,262,148,887,4,5,10731
Thursday,1,4,3,5,535,462,749,679,702,209,732,736,956,168,107,208,772,625,4,579,171,907,1,3,9318
Friday,3,3,2,3,497,294,428,114,852,633,710,372,899,291,532,680,205,817,137,869,417,581,0,5,9344
Monday,3,0,4,4,425,863,681,104,554,680,590,577,827,854,492,251,375,451,71,501,89,840,2,1,9239
Tuesday,0,3,1,3,769,907,993,177,98,332,313,885,209,298,759,205,375,700,77,551,1037,995,5,4,9696
Wednesday,5,0,1,4,777,796,370,760,4,862,54,504,224,160,9,297,787,71,252,633,2,462,0,0,7034
Thursday,5,1,5,0,505,326,435,189,570,96,618,386,250,394,211,73,90,484,409,665,358,144,4,0,6218
Friday,0,5,4,2,1097,49,664,480,464,395,270,661,216,929,757,526,571,467,288,408,843,79,1,1,9177
Monday,1,5,3,5,400,598,358,208,218,204,87,85,348,585,57,305,441,600,521,481,489,253,3,2,6257
Tuesday,5,5,2,0,22,619,504,740,803,497,17,145,227,501,325,147,688,26,482,384,588,274,3,0,7004
Wednesday,1,1,2,5,242,755,132,312,309,756,628,172,18,299,693,581,39,354,428,490,151,483,1,2,6854
Thursday,0,1,2,4,769,555,213,487,18,228,283,532,540,485,527,831,537,7,316,141,38,464,5,3,6986
Friday,3,3,5,4,393,655,152,225,42,1010,115,982,485,620,208,1087,644,377,462,514,371,820,2,1,9180
Monday,5,3,4,0,588,308,221,116,201,293,881,8,842,501,227,834,290,291,41,871,608,335,2,4,7474
Tuesday,4,0,1,5,180,55,696,72,129,651,263,365,1,677,342,731,459,713,757,636,586,201,2,1,7527
Wednesday,4,1,2,0,681,338,914,178,103,376,361,542,244,671,93,169,573,438,833,666,406,589,0,2,8184
Thursday,5,4,0,4,906,579,376,165,90,768,17,589,543,261,253,729,872,908,51,147,574,708,5,4,8558
Friday,0,0,5,5,294,90,82,52,569,271,1044,987,31,6,360,135,815,770,578,739,635,918,4,4,8394
Monday,2,1,4,3,497,318,627,1007,1078,557,293,148,623,102,1076,329,247,276,190,874,151,972,3,2,9380
Tuesday,2,0,0,3,373,457,719,797,400,273,448,900,370,532,906,696,217,167,456,342,950,315,5,1,9329
Wednesday,0,0,0,5,812,420,292,11,34,111,693,481,170,679,103,461,285,804,247,416,755,133,2,1,6915
Thursday,2,5,2,5,39,698,696,730,630,3,559,28,703,431,370,359,692,668,159,298,217,222,3,3,7522
Friday,1,5,0,3,244,138,272,936,1,491,14,262,707,268,193,152,625,884,77,741,789,327,0,0,7130
Monday,2,4,5,5,23,47,454,325,430,259,402,284,460,520,702,364,285,670,846,446,666,606,1,3,7809
Saturday,2,1,5,3,5,427,1074,1432,15,98,63,74,58,152,12,105,67,52,66,165,53,112,36,0,4077
Saturday,3,5,0,5,4,669,376,1582,35,9,12,66,126,197,120,68,118,37,129,186,125,126,66,1,4065
Saturday,1,1,3,0,1,1439,984,2389,164,7,50,36,85,147,34,112,131,159,103,95,90,107,46,1,6185
Saturday,5,2,0,2,4,634,2340,2931,184,154,167,174,24,81,179,58,81,171,62,67,137,143,4,3,7607
Saturday,4,0,0,1,1,642,1249,346,123,56,73,78,2,136,21,57,38,82,200,119,42,143,121,3,3537
Saturday,3,5,5,3,3,1827,392,1146,137,69,36,10,43,163,108,195,128,189,78,35,137,44,6,0,4762
Sunday,1,4,1,4,5,1084,2709,2160,154,153,32,179,168,177,173,44,47,173,106,66,38,68,6,0,7552
Sunday,1,0,1,5,4,1079,2205,586,50,185,199,187,136,27,32,83,88,150,77,26,131,197,65,3,5517
Sunday,4,5,0,2,0,2091,2606,573,124,107,102,127,5,39,56,197,173,93,119,102,101,13,104,4,6747
Sunday,2,3,0,5,0,1732,501,864,31,31,9,88,50,180,6,196,108,144,193,144,148,60,109,2,4606
Sunday,2,3,4,3,3,864,1263,1679,158,110,136,182,124,144,109,72,86,141,93,106,37,180,59,4,5562
Sunday,4,5,3,4,4,1332,2130,917,33,10,94,140,104,5,21,184,183,158,30,8,33,135,24,3,5564
