Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,5,4,5,437,662,618,28,417,31,564,748,750,172,65,560,314,998,1276,702,3084,501,2,0,11947
Wednesday,5,3,3,2,174,822,620,25,186,631,193,436,762,443,530,263,540,1399,1850,964,4507,151,4,4,14517
Thursday,5,5,2,5,393,798,741,292,6,326,103,640,541,864,797,49,481,1378,1756,961,4390,266,5,2,14806
Friday,1,1,1,3,379,461,715,172,14,640,529,828,526,499,426,823,538,1462,1937,1016,4799,406,1,1,16178
Monday,4,0,2,0,789,373,193,76,809,229,755,859,152,690,385,344,510,1349,1766,949,4369,671,4,4,15282
Tuesday,0,0,2,0,766,783,568,93,800,770,702,288,735,372,432,375,539,1373,1831,982,4635,716,4,2,16768
Wednesday,4,1,3,3,239,74,16,616,595,803,626,378,394,858,904,527,525,1582,2060,1075,5160,84,4,3,16534
Thursday,3,4,1,0,366,628,527,448,454,594,537,379,94,686,260,15,286,841,1106,633,2779,374,2,5,11022
Friday,5,1,2,0,860,773,632,388,670,846,795,434,183,98,181,411,550,1551,1999,1025,4922,817,4,4,17151
Monday,0,1,3,1,624,625,709,349,521,92,733,528,584,465,413,299,437,1109,1461,747,3607,364,2,1,13675
Tuesday,4,3,4,2,945,732,833,928,541,730,478,206,921,951,828,955,723,1971,2580,1357,6400,191,4,1,22288
Wednesday,2,4,5,1,72,378,499,785,686,67,200,117,156,490,5,120,481,1398,1938,979,4694,535,3,1,13616
Thursday,4,4,3,5,601,489,530,97,297,113,483,189,651,270,584,5,315,833,1087,523,2570,15,4,3,9675
Friday,4,1,1,0,877,654,734,211,557,542,330,914,749,465,829,893,544,1550,2108,1035,5146,535,3,3,18685
Monday,3,4,4,0,446,465,668,127,502,67,933,413,338,256,979,750,742,2115,2847,1440,7031,1036,1,4,21171
Tuesday,1,1,2,5,666,884,464,750,1058,201,595,712,453,332,438,761,723,2137,2821,1417,7058,851,0,1,22331
Wednesday,0,3,5,3,131,689,622,150,459,678,577,303,606,604,124,262,304,869,1159,585,2852,489,4,2,11480
Thursday,2,4,0,3,551,348,88,706,527,64,238,353,773,172,589,451,414,1087,1437,698,3405,732,3,3,12648
Friday,1,4,4,4,632,427,411,490,595,735,145,590,859,798,764,643,746,2176,2850,1425,7073,808,4,2,22186
Monday,2,3,2,1,759,452,530,436,76,632,864,383,780,301,224,644,521,1347,1771,961,4405,477,5,3,15579
Tuesday,1,4,5,0,616,165,693,115,611,250,373,649,638,686,281,343,317,860,1093,557,2752,572,5,5,11591
Wednesday,1,2,0,4,254,8,39,100,476,769,539,540,603,383,98,37,480,1337,1765,934,4420,205,4,3,13001
Thursday,0,5,1,0,538,465,427,389,349,124,59,430,613,323,700,325,333,766,1030,558,2571,306,3,5,10320
Friday,5,2,0,0,842,184,382,790,354,567,588,135,740,729,851,432,531,1503,2006,1006,4895,338,1,5,16886
Monday,5,4,3,1,66,539,656,260,150,354,642,644,10,428,640,391,372,952,1212,650,2922,678,2,0,11581
Tuesday,5,2,5,2,386,525,291,333,310,413,472,578,284,269,347,349,295,775,1100,585,2600,122,0,1,10049
Wednesday,5,2,1,3,696,598,367,163,753,769,778,782,155,466,612,479,602,1642,2251,1105,5535,495,5,4,18268
Thursday,0,4,4,1,960,944,866,721,300,658,689,829,898,342,966,841,764,2148,2815,1487,7090,455,4,5,23791
Friday,1,4,0,4,333,488,634,133,672,65,722,188,529,170,421,712,344,861,1191,638,2850,302,3,2,11267
Monday,3,5,1,1,544,202,870,62,274,182,817,330,166,475,25,797,455,1408,1860,977,4577,772,0,1,14804
Saturday,1,1,4,2,0,251,208,67,103,259,185,249,248,385,203,226,21,377,51,96,63,345,267,4,3616
Saturday,4,3,4,2,1,259,324,135,245,201,289,373,308,338,239,143,324,81,394,305,293,45,357,2,4669
Saturday,5,0,5,0,4,7,172,132,90,119,62,199,85,350,108,34,245,313,83,251,22,304,270,3,2863
Saturday,1,4,3,1,5,292,393,130,169,79,273,193,315,31,317,335,44,361,216,96,193,37,248,0,3736
Saturday,0,0,0,4,4,377,278,43,359,42,295,283,249,307,386,4,89,295,384,124,93,181,77,0,3874
Saturday,4,3,2,3,2,61,228,27,284,286,383,255,66,355,361,10,124,8,76,339,109,334,11,1,3332
Sunday,1,0,2,2,0,31,371,243,217,278,390,391,267,268,399,209,67,289,258,240,192,320,229,5,4669
Sunday,2,3,3,4,3,48,137,114,34,381,160,59,389,326,252,39,178,329,294,291,336,192,178,4,3756
Sunday,1,4,3,1,5,347,114,157,205,112,240,223,326,350,121,105,115,338,136,186,115,305,398,2,3909
Sunday,1,1,1,4,5,272,96,135,197,276,371,9,239,5,44,395,163,96,14,389,42,252,343,2,3352
Sunday,0,3,5,4,5,48,22,397,341,382,132,27,270,304,175,377,82,160,127,283,267,276,92,1,3780
Sunday,0,0,3,5,0,271,394,288,134,9,229,371,283,358,267,325,142,169,378,63,62,253,319,2,4325
