Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,5,2,3,180,138,182,175,181,102,11,43,1314,478,175,874,9,33,52,125,143,16,2,1,4244
Wednesday,0,4,5,5,30,12,85,153,114,71,29,908,1519,539,699,906,7,6,191,18,81,111,4,4,5501
Thursday,1,1,3,1,36,54,70,10,84,160,175,545,1541,568,54,740,173,163,147,31,87,40,2,2,4688
Friday,5,4,4,0,155,137,49,67,141,15,115,777,1705,629,670,331,132,74,139,108,10,92,4,3,5366
Monday,2,2,4,1,154,114,68,174,56,166,150,673,1153,426,158,804,196,176,144,32,111,171,0,0,4935
Tuesday,5,1,4,3,48,121,105,4,32,33,72,179,1110,425,757,711,58,17,45,173,93,131,2,4,4133
Wednesday,5,4,3,5,0,12,93,166,66,183,92,302,980,378,431,411,55,199,36,61,65,66,4,1,3618
Thursday,4,3,1,1,136,135,15,79,75,81,185,285,1240,465,624,646,161,186,131,38,116,103,3,3,4716
Friday,4,4,5,2,71,98,62,28,199,184,55,981,1403,471,833,76,103,1,147,62,52,7,0,0,4848
Monday,4,2,2,5,2,17,41,188,106,158,42,332,1674,578,548,347,116,137,150,163,52,73,1,2,4740
Tuesday,4,1,2,5,35,75,173,82,119,190,180,145,1133,400,441,35,47,153,151,150,45,58,4,5,3633
Wednesday,1,1,1,2,122,63,9,88,174,47,162,1445,2328,754,865,91,11,87,168,157,73,174,0,0,6823
Thursday,0,1,3,5,71,17,190,49,99,196,175,936,2100,686,148,854,108,94,77,195,81,157,0,0,6242
Friday,4,0,3,5,101,90,178,164,152,26,77,1235,2164,780,329,687,112,85,186,176,3,139,3,0,6699
Monday,2,3,3,5,151,5,139,71,172,129,110,280,1811,603,1257,1004,123,134,1,37,82,152,2,1,6277
Tuesday,2,0,3,5,127,44,41,158,154,71,89,1253,2275,807,592,42,92,155,78,73,122,66,2,1,6252
Wednesday,4,3,0,1,53,21,67,90,77,198,174,716,1485,490,941,684,33,111,95,47,110,27,4,0,5431
Thursday,3,2,0,2,0,56,111,50,165,105,137,1039,2053,720,65,1350,149,81,97,47,152,12,1,5,6402
Friday,3,2,1,0,165,71,52,141,105,32,174,87,813,274,254,305,57,148,61,141,126,7,0,3,3022
Monday,3,4,2,4,170,189,151,44,53,24,169,120,1380,479,591,710,57,129,138,179,151,33,5,5,4790
Tuesday,2,5,0,2,195,111,86,177,84,171,62,1362,1986,669,2,1013,199,19,185,26,98,105,5,1,6565
Wednesday,0,5,1,5,186,24,11,179,5,116,22,639,1786,611,1222,1072,160,189,192,121,35,109,0,5,6695
Thursday,1,1,5,5,179,59,55,172,98,187,49,290,1820,609,1092,918,134,72,52,132,162,147,0,5,6244
Friday,2,0,5,0,22,76,167,145,157,142,161,1035,1582,513,461,685,69,79,108,161,14,90,1,1,5676
Monday,2,0,5,5,79,14,147,127,171,125,91,484,1251,454,80,110,118,161,3,45,30,4,2,1,3509
Tuesday,0,2,0,1,80,92,106,174,160,129,31,349,1454,485,6,482,23,155,192,77,116,199,0,2,4315
Wednesday,5,3,0,2,101,112,183,103,103,18,90,1056,1852,631,1011,661,60,105,23,69,152,4,5,4,6353
Thursday,2,2,4,2,119,68,155,124,73,167,79,903,1568,556,841,694,23,38,194,13,154,33,5,0,5817
Friday,5,1,0,3,144,55,34,64,26,20,88,218,921,278,462,647,84,36,16,132,151,199,4,2,3590
Monday,0,3,5,2,13,160,25,66,141,38,76,184,1284,439,531,578,196,163,52,197,41,65,0,1,4260
Saturday,3,4,4,1,4,3,1,155,98,113,197,1074,1672,1377,744,421,170,118,17,135,119,120,70,146,6766
Saturday,3,0,3,2,3,0,0,156,49,141,155,1241,1476,666,360,950,99,8,98,121,56,179,185,186,6137
Saturday,4,3,4,2,0,1,5,89,104,62,184,1418,1840,762,1133,393,151,147,17,31,151,148,46,29,6724
Saturday,1,0,5,2,1,4,0,108,114,20,16,1735,1134,2869,2222,624,148,39,56,60,95,129,128,16,9526
Saturday,2,3,5,2,2,2,5,79,187,76,61,544,1560,1041,2095,2601,2,150,183,132,94,162,77,51,9116
Saturday,5,4,4,0,3,2,1,107,59,197,124,627,1196,912,296,1479,39,131,59,36,125,155,189,23,5773
Sunday,4,1,3,5,2,5,5,176,151,20,96,1894,464,733,1122,1504,175,194,105,180,100,68,60,164,7231
Sunday,5,3,4,0,0,3,0,172,175,135,183,1632,812,2026,476,1221,53,80,68,179,95,174,133,14,7643
Sunday,3,4,4,2,2,2,3,114,74,154,17,1542,1845,381,758,1119,68,11,179,139,169,136,112,48,6886
Sunday,0,2,1,1,0,5,2,61,159,150,103,591,1620,2192,2646,1101,8,161,104,56,67,49,175,90,9344
Sunday,5,1,2,5,3,4,5,111,44,160,134,605,2263,1714,2839,1143,176,153,92,151,185,54,182,52,10083
Sunday,0,1,3,1,1,4,3,167,101,59,123,1522,1208,380,1999,830,72,175,177,170,75,62,50,148,7331
