Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,0,5,5,137,53,176,110,27,82,38,456,1624,3961,1206,839,186,165,51,166,31,117,5,1,9443
Wednesday,4,1,1,1,83,106,95,13,66,57,136,564,1896,4684,1448,993,80,166,157,104,111,189,3,0,10958
Thursday,0,4,1,1,106,114,87,97,42,3,155,671,2507,6201,1924,1321,0,125,67,152,113,80,4,2,13777
Friday,3,3,2,1,20,98,104,29,51,167,92,742,2880,7149,2207,1516,158,93,126,12,175,193,3,0,15824
Monday,0,1,3,2,149,27,83,199,124,13,190,311,1130,2844,860,587,180,75,106,95,12,65,0,3,7059
Tuesday,0,0,5,4,135,113,94,125,106,4,5,598,2135,5368,1696,1068,125,97,107,8,61,129,0,4,11987
Wednesday,4,5,2,5,34,46,18,71,102,78,194,532,1941,4940,1482,1012,96,89,191,59,173,198,4,3,11279
Thursday,5,2,3,4,116,90,98,147,49,55,88,556,2167,5349,1665,1080,102,90,112,133,154,115,5,1,12186
Friday,1,0,3,1,134,151,75,94,11,124,40,688,2504,6127,1853,1249,90,33,165,172,111,148,5,2,13781
Monday,4,3,0,4,156,144,43,197,91,49,177,693,2524,6367,1902,1286,115,67,17,148,172,72,3,1,14235
Tuesday,1,3,3,4,83,54,72,172,51,28,157,656,2625,6493,1996,1333,9,71,157,80,114,172,0,0,14334
Wednesday,4,0,3,5,191,152,126,41,182,91,65,609,2094,5149,1578,1054,144,37,9,128,37,145,3,3,11850
Thursday,3,4,4,3,189,191,104,116,49,37,173,808,2900,7192,2155,1447,87,136,136,45,99,165,3,1,16047
Friday,5,4,1,4,94,130,14,107,144,128,116,501,1846,4447,1327,909,3,25,86,113,26,38,4,4,10076
Monday,1,3,2,2,46,182,130,61,90,61,113,657,2508,6057,1832,1216,95,81,153,153,178,164,3,2,13790
Tuesday,3,1,0,5,70,192,109,60,185,150,187,503,1945,4689,1466,950,63,4,23,94,22,79,0,5,10805
Wednesday,5,1,0,4,197,72,25,86,95,136,194,708,2611,6374,1953,1283,50,140,61,114,100,115,3,4,14331
Thursday,4,3,3,3,200,183,146,138,62,165,165,600,2119,5360,1602,1140,115,127,145,179,34,168,2,0,12663
Friday,4,4,2,3,31,170,91,32,80,117,175,697,2631,6591,2009,1378,39,171,90,183,143,98,3,0,14742
Monday,0,5,4,1,176,69,161,192,172,166,8,512,1847,4514,1405,982,72,184,183,20,188,191,4,1,11057
Tuesday,2,3,3,4,27,139,131,138,164,90,113,519,1937,4757,1431,952,177,198,136,6,5,170,4,4,11110
Wednesday,3,0,1,0,195,167,164,46,58,46,90,723,2640,6518,1964,1319,131,100,40,104,42,75,3,0,14429
Thursday,0,0,2,5,62,121,127,60,105,57,36,796,2839,7072,2168,1473,154,180,99,44,0,38,5,0,15443
Friday,0,5,2,5,108,161,75,107,105,147,85,566,1946,4819,1467,1011,157,183,13,107,115,78,1,0,11263
Monday,4,5,1,0,92,126,91,61,128,127,1,762,2747,6716,2006,1354,127,195,3,37,98,191,0,2,14874
Tuesday,4,5,4,3,158,138,172,49,151,194,123,370,1490,3542,1077,775,107,69,144,164,58,50,2,3,8852
Wednesday,2,2,0,4,9,188,1,28,87,112,187,666,2525,6307,1904,1258,113,88,143,153,157,13,1,0,13948
Thursday,5,0,2,0,191,146,75,145,141,192,23,500,1781,4343,1316,884,71,93,41,171,70,158,0,3,10351
Friday,3,0,3,4,106,55,19,181,132,2,137,674,2435,6025,1860,1297,168,157,170,115,98,75,4,0,13720
Monday,5,4,0,3,7,99,168,166,28,173,124,415,1282,3168,981,667,66,189,49,92,126,51,4,1,7868
Saturday,3,2,0,2,2,385,91,97,96,366,388,393,27,214,184,129,339,207,139,45,183,348,332,2,3974
Saturday,0,3,4,2,0,368,57,68,295,210,383,302,105,34,217,221,190,117,232,257,54,311,69,4,3503
Saturday,5,2,5,0,2,321,265,271,400,382,171,383,236,31,18,89,309,350,143,164,45,238,249,2,4081
Saturday,1,0,4,5,0,155,318,5,181,227,251,50,83,337,77,238,7,324,97,397,319,87,292,0,3455
Saturday,4,4,0,0,1,98,126,92,222,60,104,377,92,15,123,113,385,359,235,384,388,336,333,5,3856
Saturday,3,5,0,3,4,381,275,188,261,398,357,24,94,372,388,7,111,335,161,77,223,88,343,3,4101
Sunday,3,1,1,2,3,281,148,307,143,127,242,64,55,261,177,306,392,95,314,212,170,325,394,0,4023
Sunday,5,2,3,0,2,70,274,120,356,36,390,356,307,31,110,265,6,377,307,236,68,19,315,0,3655
Sunday,4,3,3,0,2,52,391,55,134,169,63,126,196,135,352,139,94,115,355,157,365,186,319,5,3420
Sunday,3,3,2,5,0,205,145,38,102,362,274,11,93,186,371,349,286,397,281,325,112,354,210,4,4118
Sunday,4,4,5,0,3,215,271,149,299,101,24,233,216,141,306,301,400,230,216,3,347,198,387,1,4054
Sunday,3,4,5,0,1,150,317,297,77,387,155,213,332,182,0,64,386,24,322,36,182,261,332,1,3731
