Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,4,0,0,103,129,111,0,79,196,22,974,526,4812,4856,1050,156,154,165,91,28,55,3,4,13520
Wednesday,5,1,1,5,43,140,82,109,91,122,8,888,491,4193,4257,887,176,110,144,111,161,127,1,1,12154
Thursday,5,1,5,2,101,27,197,190,187,186,88,806,389,3669,3626,814,99,61,153,134,6,45,3,5,10799
Friday,4,3,5,3,142,12,76,100,22,150,164,1478,791,7147,7131,1441,63,121,62,28,197,14,4,1,19159
Monday,2,1,1,2,53,107,51,148,194,92,43,1352,728,6449,6425,1323,113,65,187,194,122,175,5,4,17836
Tuesday,3,3,3,2,20,150,58,97,69,91,95,640,330,3048,3058,699,23,148,3,81,101,63,3,0,8788
Wednesday,0,3,1,0,196,21,48,196,106,71,175,1465,782,7254,7214,1528,114,103,165,182,145,56,4,4,19833
Thursday,3,0,4,0,12,130,96,163,37,194,27,1262,621,5910,5914,1209,72,200,27,191,70,184,3,4,16333
Friday,3,1,1,2,143,62,30,53,158,169,4,1220,616,5776,5817,1173,28,147,11,16,181,60,3,3,15677
Monday,3,5,1,1,28,109,8,77,185,42,16,832,402,3838,3825,797,184,196,154,75,106,63,2,3,10952
Tuesday,4,3,3,4,106,124,74,48,56,157,145,856,448,4294,4258,917,141,39,84,45,50,137,4,0,11997
Wednesday,1,1,3,5,107,39,6,110,13,107,137,744,436,3428,3480,748,119,60,191,17,145,102,5,4,10008
Thursday,1,5,2,0,120,145,60,103,147,151,57,1299,695,6167,6136,1295,171,111,152,64,110,84,2,5,17082
Friday,3,0,2,0,126,143,69,70,112,76,155,1019,517,5078,5041,1020,198,131,37,53,119,46,3,1,14019
Monday,1,5,4,0,168,90,113,78,19,20,127,1218,685,6031,6019,1292,15,110,128,92,116,187,5,0,16523
Tuesday,3,0,0,4,181,70,160,113,25,25,95,610,398,3127,3076,629,81,159,75,117,52,82,3,3,9088
Wednesday,3,4,4,0,44,14,138,12,31,116,63,580,334,2799,2854,594,186,169,25,100,174,150,1,1,8396
Thursday,1,5,0,3,22,172,115,118,127,124,141,837,405,3854,3830,825,74,25,68,152,164,29,1,4,11096
Friday,1,1,4,4,49,79,170,187,7,55,73,1532,812,7269,7211,1493,11,164,1,167,189,80,2,1,19562
Monday,0,3,1,0,22,49,120,69,171,31,0,1547,830,7433,7490,1533,3,15,52,127,31,22,0,2,19551
Tuesday,3,0,3,3,145,128,66,74,7,144,193,1019,492,4928,4927,1018,87,141,131,66,196,164,0,5,13940
Wednesday,2,3,3,1,87,79,165,90,113,8,13,1411,722,6993,6963,1448,44,150,55,31,39,108,2,1,18531
Thursday,2,5,4,2,170,88,52,82,107,53,141,1036,584,5168,5138,1100,20,6,130,149,173,37,3,4,14254
Friday,2,4,0,1,118,192,86,158,41,161,186,699,364,3329,3408,743,153,119,40,130,166,12,0,1,10113
Monday,1,4,1,4,192,99,9,90,135,126,89,1411,682,6717,6682,1392,152,60,168,126,113,66,3,2,18324
Tuesday,1,3,5,0,139,71,168,27,92,126,71,634,393,3170,3129,628,169,93,14,195,0,78,3,4,9213
Wednesday,0,3,1,1,196,90,192,107,148,142,19,1344,715,6614,6566,1343,29,187,40,128,54,169,0,5,18093
Thursday,4,3,5,1,74,37,112,145,109,63,95,1404,724,6898,6841,1436,87,27,78,31,154,167,1,2,18498
Friday,1,5,1,5,65,33,138,191,89,3,4,1320,701,6508,6504,1326,85,170,79,157,123,18,0,5,17531
Monday,0,0,4,0,115,144,154,192,62,83,44,689,310,3130,3091,637,133,58,128,107,139,150,1,1,9372
Saturday,5,2,4,4,4,5,1,92,193,76,193,443,2143,887,1242,1684,182,66,124,143,177,100,9,9,7788
Saturday,1,3,4,1,5,3,3,128,173,105,0,2873,1683,1139,2236,653,6,98,117,174,6,180,200,70,9861
Saturday,0,5,3,1,2,5,4,104,130,198,153,1305,930,1797,2230,490,35,25,9,184,189,198,8,63,8068
Saturday,0,1,0,2,2,3,3,35,44,75,131,1031,564,2386,1955,1415,120,71,141,86,151,129,61,6,8412
Saturday,2,3,3,5,0,1,2,164,46,182,30,1135,621,2313,1786,2914,178,108,28,59,166,179,26,100,10051
Saturday,0,5,0,4,1,1,3,166,155,1,61,1149,1690,2193,588,2834,167,124,44,107,156,58,188,8,9703
Sunday,5,3,5,4,1,5,4,35,162,87,78,2162,605,1120,2634,1635,172,132,175,51,36,59,98,177,9445
Sunday,3,4,1,1,3,4,2,103,126,48,180,2757,1124,619,2241,1614,196,86,184,117,97,138,84,13,9745
Sunday,5,2,4,3,3,0,4,98,71,95,12,1119,548,846,298,1317,156,74,112,89,94,192,42,100,5284
Sunday,4,4,3,4,0,2,1,91,147,154,55,1276,931,1769,514,2135,89,133,97,23,36,99,39,30,7636
Sunday,3,4,0,4,3,5,2,132,37,172,171,404,1771,1099,1468,762,152,34,15,134,114,185,173,116,6960
Sunday,1,4,1,1,3,0,1,168,45,200,95,2401,3016,686,1232,1817,25,90,117,186,51,45,146,16,10347
