Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,5,0,1,209,246,772,264,41,574,598,55,423,440,77,407,987,489,418,352,447,1051,5,1,7867
Wednesday,4,4,4,3,529,691,106,303,463,430,544,586,22,596,301,461,182,719,4,771,420,189,2,1,7335
Thursday,2,0,1,4,223,768,202,185,23,243,184,277,293,256,488,35,417,742,165,388,707,222,2,2,5829
Friday,1,2,4,2,341,946,406,318,690,10,271,964,621,203,435,948,534,186,559,94,645,410,1,1,8592
Monday,4,4,5,1,240,19,338,322,247,374,268,475,249,268,595,277,396,233,175,209,184,290,3,4,5180
Tuesday,1,1,2,1,87,187,301,280,745,432,200,356,681,718,588,207,277,963,632,458,533,677,5,5,8337
Wednesday,1,0,2,5,826,193,10,630,483,314,704,219,745,45,415,703,32,307,212,75,88,754,3,5,6771
Thursday,5,2,0,5,83,607,159,84,687,257,430,432,236,181,89,257,454,252,800,736,509,757,2,2,7026
Friday,1,4,3,3,392,256,61,471,180,319,185,20,0,406,180,750,739,190,12,18,2,701,5,2,4900
Monday,5,2,1,5,265,1056,848,788,678,700,162,652,185,115,528,54,38,24,1025,176,227,592,5,1,8132
Tuesday,4,1,2,2,681,741,432,236,1089,432,547,98,351,14,128,795,375,55,477,451,26,1015,1,0,7953
Wednesday,1,2,3,3,687,1054,336,383,1024,177,1066,430,581,293,469,49,1092,1016,683,8,820,573,0,3,10753
Thursday,2,2,1,0,269,28,119,205,97,1062,742,178,178,382,839,1094,649,720,459,368,577,610,0,5,8586
Friday,0,1,3,0,367,141,449,110,862,261,331,359,827,17,113,185,353,192,702,808,556,578,1,2,7218
Monday,2,5,1,1,1012,337,652,3,832,652,767,113,392,354,868,995,908,113,49,84,75,862,2,2,9081
Tuesday,4,5,0,1,317,160,662,121,283,149,473,603,168,625,76,114,515,564,673,145,641,499,4,5,6807
Wednesday,3,4,2,0,621,310,185,871,580,240,941,16,308,789,483,852,423,145,716,526,717,339,4,0,9075
Thursday,2,3,2,0,415,239,449,497,900,318,115,81,822,103,725,540,863,557,33,574,620,731,5,1,8595
Friday,3,1,2,3,214,352,179,635,428,550,713,390,132,707,291,71,715,195,405,567,594,451,1,5,7604
Monday,4,2,3,2,769,606,182,204,153,784,53,20,624,695,236,140,481,663,611,45,773,728,1,5,7784
Tuesday,3,4,5,5,778,114,397,363,588,94,345,493,184,456,60,697,657,277,811,559,304,527,0,4,7725
Wednesday,2,5,5,1,241,666,501,332,397,180,95,499,475,297,616,163,336,317,207,105,623,547,0,3,6613
Thursday,2,0,3,4,370,108,797,207,865,368,522,45,250,288,640,246,602,176,44,756,706,591,1,4,7595
Friday,4,0,4,1,188,11,484,283,654,788,464,849,771,115,856,474,422,13,200,445,263,344,2,1,7636
Monday,0,1,5,1,63,929,300,807,844,33,541,703,847,798,942,270,1079,454,302,943,611,1015,1,4,11493
Tuesday,0,3,5,5,795,54,798,70,393,431,237,4,876,234,46,699,945,242,217,527,770,749,1,1,8102
Wednesday,2,1,2,1,207,914,244,954,63,519,902,597,440,696,748,10,14,1019,470,716,949,502,0,1,9971
Thursday,2,5,1,2,71,156,358,528,478,651,97,683,818,427,324,48,850,862,52,478,142,830,4,4,7871
Friday,5,4,4,0,248,867,674,34,67,981,670,756,405,331,715,124,980,607,930,423,1022,648,2,5,10502
Monday,5,0,2,2,12,471,7,116,771,758,457,16,543,215,577,96,108,151,2,502,676,22,4,5,5518
Saturday,5,3,4,3,2,1144,1676,2204,90,185,34,19,157,200,141,133,105,183,7,76,95,8,103,5,6582
Saturday,4,4,5,1,2,1011,1427,415,199,10,44,90,80,156,89,195,182,92,42,112,119,171,164,4,4618
Saturday,3,3,3,2,5,1441,496,1033,93,195,109,189,120,72,68,142,39,132,6,97,182,65,177,1,4673
Saturday,5,1,5,1,2,1803,461,1347,88,175,8,32,93,57,184,165,106,150,84,17,141,106,2,2,5035
Saturday,5,1,1,2,1,2140,854,1349,146,183,3,70,197,20,15,180,181,118,93,166,171,130,160,1,6187
Saturday,4,1,2,0,2,2928,2361,598,85,4,64,63,1,199,194,176,150,167,116,36,147,62,98,5,7463
Sunday,4,0,3,1,1,1693,1305,668,23,191,178,81,52,164,100,137,109,153,90,114,147,181,41,3,5439
Sunday,3,2,3,5,0,335,1217,1571,82,100,175,159,58,194,119,0,137,65,32,155,90,3,90,1,4596
Sunday,5,3,0,1,1,1334,628,1092,56,1,66,192,100,194,67,103,154,53,146,12,29,6,156,5,4404
Sunday,3,2,2,1,0,1883,1125,1494,82,44,82,49,164,122,189,193,151,196,81,192,9,182,23,5,6274
Sunday,3,3,3,4,2,1540,997,386,181,83,57,35,138,24,186,180,50,77,57,105,79,197,177,3,4567
Sunday,4,4,3,3,3,1758,697,369,163,33,26,107,148,76,169,169,99,73,62,24,42,166,141,4,4343
