Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,1,3,2,385,790,327,196,193,616,583,632,521,252,231,620,464,1160,3748,3791,774,266,3,2,15561
Wednesday,0,2,1,2,481,253,543,519,264,656,217,516,108,163,707,685,593,1562,5054,5057,1088,157,0,4,18632
Thursday,5,2,1,5,907,622,1,517,170,672,428,584,812,540,396,713,575,1631,5204,5270,1116,893,5,1,21070
Friday,4,0,0,1,210,255,515,152,401,731,181,643,153,840,317,45,735,2200,7149,7123,1490,541,0,3,23689
Monday,4,3,3,2,82,568,757,28,550,494,80,446,470,320,734,488,632,1750,5691,5713,1173,42,5,4,20039
Tuesday,4,2,5,2,796,117,27,323,321,569,62,158,602,512,459,528,467,1156,3746,3690,813,411,0,5,14775
Wednesday,1,0,0,5,690,160,897,222,261,8,268,108,341,213,167,519,643,1676,5571,5561,1133,221,1,1,18667
Thursday,0,5,1,2,637,464,565,618,159,553,575,0,429,333,172,257,430,1299,4189,4187,876,418,5,3,16177
Friday,4,5,2,4,21,778,616,562,755,786,23,481,599,240,803,464,407,1189,3985,3925,783,548,5,3,16988
Monday,2,0,2,2,981,619,0,973,663,606,82,661,93,299,17,173,701,2163,7043,7073,1405,574,1,0,24133
Tuesday,3,2,0,5,1045,354,491,508,692,345,119,906,94,266,833,803,744,2083,6838,6792,1452,507,2,5,24889
Wednesday,2,0,4,5,42,234,50,620,305,313,147,347,548,343,697,609,268,870,2670,2670,599,297,0,0,11640
Thursday,0,5,5,1,481,835,849,986,617,413,662,906,166,434,331,450,690,1856,6032,5947,1190,948,0,1,23805
Friday,2,0,4,5,806,127,123,690,411,914,56,644,808,303,689,393,592,1857,5929,5947,1180,555,4,1,22040
Monday,1,5,1,4,759,200,395,476,239,465,499,766,138,188,579,859,606,1585,5234,5285,1047,888,1,4,20224
Tuesday,1,3,0,2,818,19,98,321,465,382,246,290,201,691,604,407,753,2025,6774,6769,1419,757,4,4,23053
Wednesday,3,0,5,1,595,499,306,53,428,759,110,351,628,865,372,202,559,1576,5326,5331,1075,856,4,0,19904
Thursday,1,3,4,0,159,705,24,621,421,314,323,433,370,195,498,371,367,1176,3698,3723,730,534,3,3,14676
Friday,5,4,2,1,808,194,839,718,665,738,734,416,588,266,335,212,512,1534,5038,5087,1061,11,2,3,19773
Monday,4,5,1,5,708,278,644,703,923,403,280,802,27,686,623,508,638,1876,6051,6078,1208,697,1,4,23153
Tuesday,3,1,4,0,548,733,547,209,1040,1016,423,165,7,448,906,994,767,2175,7078,7034,1465,363,0,3,25929
Wednesday,5,1,4,0,377,557,49,190,815,494,694,738,709,486,859,757,518,1543,4918,4934,1051,127,5,0,19831
Thursday,1,4,3,0,681,366,588,798,440,474,373,130,796,31,16,349,500,1433,4710,4723,1019,551,5,2,17993
Friday,2,2,1,1,256,543,880,50,835,132,453,807,172,559,15,413,563,1414,4743,4736,995,499,0,3,18074
Monday,0,3,1,2,411,374,191,211,145,355,315,658,234,237,425,97,414,1066,3425,3441,710,489,4,2,13210
Tuesday,3,4,2,2,446,745,208,1034,518,412,732,503,936,1062,592,995,715,2118,6810,6880,1396,192,0,1,26306
Wednesday,3,3,0,5,945,925,478,935,469,793,508,398,836,474,404,998,697,2039,6641,6643,1389,663,2,3,26251
Thursday,3,0,4,2,859,863,715,159,206,714,739,982,885,81,533,318,635,1858,5902,5939,1275,906,3,1,23582
Friday,5,3,0,5,671,782,190,838,473,237,565,87,248,180,234,637,504,1341,4218,4259,870,447,3,0,16797
Monday,5,3,1,1,383,160,630,594,480,650,129,686,314,402,245,416,514,1530,4833,4884,1026,563,5,1,18455
Saturday,1,0,4,5,3,3,4,167,184,103,27,856,2169,1289,465,1740,153,112,38,181,178,97,13,93,7885
Saturday,1,4,3,5,3,4,4,6,128,131,145,852,1114,1427,559,283,122,79,21,120,146,161,153,13,5484
Saturday,5,3,4,1,4,2,0,127,174,40,87,1529,1928,394,809,1190,50,7,159,51,114,150,65,100,6993
Saturday,4,5,4,4,4,4,3,161,30,30,190,1047,326,590,784,1357,110,28,30,194,183,73,196,68,5425
Saturday,1,2,3,0,0,3,4,187,92,73,20,1327,793,276,576,1101,166,193,37,105,149,115,58,90,5371
Saturday,4,1,1,2,2,2,5,134,15,27,113,1021,1944,2439,1499,497,39,196,19,178,185,97,178,184,8782
Sunday,5,2,2,2,0,3,1,38,152,96,115,1617,1263,1977,874,459,95,178,130,126,108,76,10,158,7487
Sunday,0,0,4,4,3,4,0,143,68,167,17,1353,573,1086,338,785,44,38,21,61,59,186,13,162,5129
Sunday,2,0,3,2,2,3,2,36,2,140,148,1142,1857,358,1475,791,137,147,182,184,75,60,141,155,7044
Sunday,2,3,4,0,2,5,5,54,33,0,54,2193,1159,1645,2746,620,59,137,98,172,117,191,144,188,9631
Sunday,2,4,0,0,5,4,3,62,153,56,152,1630,2570,1080,562,2073,55,175,31,173,67,173,196,82,9308
Sunday,1,1,5,4,2,4,2,137,8,196,155,459,2315,917,1396,1821,87,102,156,3,156,176,123,160,8386
