Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,2,2,2,381,942,344,105,678,951,28,254,883,427,579,524,837,436,311,548,435,197,3,1,8872
Wednesday,3,2,0,5,368,386,55,363,798,667,355,185,322,762,507,6,671,798,141,295,166,666,4,3,7528
Thursday,4,1,4,2,217,434,627,866,936,422,272,67,338,173,347,479,858,272,334,277,132,597,3,3,7665
Friday,1,4,2,2,325,282,363,427,745,867,747,620,245,108,417,177,624,618,902,594,156,985,4,1,9216
Monday,4,3,1,2,1049,488,57,270,367,835,748,87,990,510,485,193,391,71,539,737,64,992,4,3,8890
Tuesday,1,4,3,3,360,912,906,136,825,182,223,1024,744,148,542,32,650,443,603,912,133,29,3,1,8819
Wednesday,2,4,2,4,656,59,601,466,517,144,195,926,923,598,829,125,372,479,363,58,104,642,3,4,8076
Thursday,1,2,1,5,538,552,493,409,28,550,663,161,438,799,557,427,7,158,685,885,668,86,3,2,8118
Friday,1,4,2,0,874,820,226,372,237,888,143,156,775,1031,414,425,803,949,148,526,575,482,2,2,9855
Monday,4,2,1,5,712,396,499,406,301,289,537,710,572,595,474,596,535,703,495,325,349,358,1,1,8866
Tuesday,3,1,2,4,686,134,340,270,953,841,251,811,814,250,872,847,559,528,842,78,50,985,1,2,10124
Wednesday,5,5,0,5,487,782,657,34,171,28,519,789,812,995,252,907,994,913,568,231,1061,476,0,1,10692
Thursday,1,0,0,4,16,665,648,594,617,176,556,71,404,695,475,62,561,2,359,236,183,722,0,5,7052
Friday,5,1,2,1,688,637,156,476,183,98,116,861,897,414,11,352,886,683,366,760,698,856,2,1,9150
Monday,5,5,4,5,394,943,858,620,406,560,264,211,91,713,73,430,342,246,646,316,905,781,2,1,8821
Tuesday,0,3,4,2,729,159,601,59,652,30,347,712,709,320,403,268,354,347,155,303,752,314,3,2,7228
Wednesday,2,2,5,1,465,551,111,362,514,702,436,158,153,580,550,654,8,336,604,380,409,591,1,2,7577
Thursday,0,1,1,5,11,238,621,180,394,255,853,637,515,405,686,814,799,445,607,331,471,113,3,3,8388
Friday,3,1,5,5,701,873,149,834,109,687,334,840,796,481,321,91,836,362,981,703,432,37,5,5,9591
Monday,1,4,3,3,24,168,210,730,356,99,642,80,317,82,505,80,320,466,416,10,69,468,5,3,5061
Tuesday,2,2,4,2,111,716,898,631,496,734,583,918,390,164,561,878,943,511,328,919,662,599,1,5,11058
Wednesday,2,4,3,1,172,586,18,126,286,302,327,450,726,703,706,585,701,506,632,391,517,668,4,4,8420
Thursday,5,2,3,4,820,554,562,195,657,165,377,376,239,394,186,266,630,438,127,828,143,332,1,2,7306
Friday,3,3,3,0,115,333,371,173,906,850,138,759,268,901,396,669,78,733,298,69,17,989,2,1,8075
Monday,0,5,0,0,219,291,640,729,427,332,656,472,906,374,827,516,11,129,186,468,170,717,2,2,8079
Tuesday,2,4,5,5,279,680,616,541,547,524,621,398,545,695,938,480,897,621,290,354,396,952,4,2,10396
Wednesday,5,0,3,2,617,92,588,14,642,539,422,489,691,772,427,439,570,131,681,655,19,748,4,0,8550
Thursday,0,0,3,4,694,23,598,516,332,525,726,377,348,189,156,563,624,599,458,23,267,394,3,3,7425
Friday,5,4,1,1,798,767,349,799,22,134,630,57,307,575,610,500,671,610,832,371,73,143,5,1,8265
Monday,4,5,5,3,988,82,772,721,344,813,378,895,897,1000,950,638,51,273,786,363,440,726,1,5,11140
Saturday,1,5,4,3,5,1283,1100,259,67,188,80,159,96,175,189,44,163,42,111,21,104,122,46,3,4270
Saturday,0,2,5,0,0,890,1319,2279,149,112,154,188,73,23,78,91,83,148,99,163,61,141,136,0,6194
Saturday,2,5,5,5,3,2620,1623,594,119,146,117,125,60,145,30,52,147,190,82,51,90,99,184,5,6499
Saturday,2,0,0,0,0,501,2338,1865,57,36,138,1,149,184,126,89,140,131,7,68,20,10,183,2,6047
Saturday,3,1,3,4,1,3002,2396,1227,117,74,194,86,52,71,10,22,126,103,16,123,182,71,55,5,7944
Saturday,3,3,2,1,1,2047,1577,2545,185,67,121,99,175,47,174,162,9,145,52,133,161,55,198,1,7963
Sunday,5,4,2,3,2,1717,2222,2791,126,37,132,154,168,106,158,162,94,70,169,37,185,50,23,3,8420
Sunday,1,0,5,1,3,413,1284,1024,63,170,85,86,19,109,74,190,6,188,132,64,24,77,100,0,4118
Sunday,5,3,5,2,1,605,2911,1141,171,42,97,98,33,105,199,41,147,154,38,134,184,141,132,3,6392
Sunday,3,0,1,5,1,1784,1333,2240,177,84,153,69,114,148,44,18,18,170,140,112,56,109,57,5,6841
Sunday,3,1,2,1,4,1766,1143,1490,171,1,163,55,35,164,64,108,140,79,69,183,5,154,73,2,5876
Sunday,0,3,4,4,2,373,1373,682,95,165,186,77,114,13,129,0,59,94,170,185,77,65,104,2,3976
