Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,1,3,0,519,131,310,323,159,24,457,5,65,666,157,763,4244,1717,928,452,414,546,0,4,11893
Wednesday,4,3,2,4,647,759,307,661,920,739,617,674,921,431,918,791,5107,2066,1030,523,506,342,4,0,17976
Thursday,0,5,2,4,689,396,557,639,575,505,231,478,196,201,705,389,3220,1289,732,348,319,370,3,0,11853
Friday,3,3,2,1,478,56,180,489,497,434,758,389,325,759,232,393,3529,1435,757,426,349,735,5,0,12235
Monday,5,3,0,3,134,401,898,403,876,580,327,139,746,288,446,829,6633,2715,1402,665,660,913,5,1,19072
Tuesday,0,1,5,2,110,334,301,164,941,716,760,631,48,180,110,610,5361,2231,1147,536,535,278,1,5,15007
Wednesday,0,3,3,1,261,799,1018,366,531,474,218,542,163,335,826,275,7564,3050,1575,798,749,964,0,0,20515
Thursday,0,1,3,3,639,596,743,576,799,755,1027,906,1112,710,198,708,7363,3039,1538,772,736,883,2,1,23110
Friday,1,1,4,1,791,5,2,9,246,883,771,376,38,636,176,101,4635,1905,931,529,461,848,1,1,13352
Monday,2,0,4,4,597,647,712,117,484,563,467,91,683,608,68,700,4649,1890,923,538,455,837,4,5,15048
Tuesday,0,4,4,1,94,58,82,426,865,858,243,671,686,924,337,371,5451,2223,1125,563,536,287,4,2,15815
Wednesday,4,5,3,5,790,330,425,51,764,286,60,847,797,354,462,4,4888,1960,1071,488,488,577,5,0,14664
Thursday,4,3,2,2,847,59,364,14,976,510,686,249,239,618,995,490,6557,2694,1353,702,655,433,3,0,18455
Friday,0,2,3,3,377,647,430,733,285,273,196,55,435,601,274,187,3279,1316,647,415,322,302,2,5,10789
Monday,4,5,2,1,808,712,147,700,649,1040,1035,885,481,128,368,879,6804,2700,1410,686,672,58,5,0,20179
Tuesday,0,2,4,3,628,907,67,971,506,664,820,14,760,1002,212,526,6302,2528,1325,670,620,423,5,1,18960
Wednesday,5,2,4,4,423,329,259,621,134,694,740,56,733,715,17,561,3661,1547,751,457,364,281,1,5,12364
Thursday,4,2,0,5,224,481,745,72,110,638,296,839,763,105,250,466,4563,1893,962,485,451,79,3,2,13438
Friday,4,1,3,5,782,848,507,997,320,512,721,380,362,878,598,144,6212,2522,1246,659,614,735,4,1,19055
Monday,2,5,4,3,476,327,567,488,449,115,80,514,555,175,75,664,3933,1567,772,463,384,189,0,5,11812
Tuesday,1,2,5,5,536,265,303,344,195,299,493,368,681,266,845,787,5622,2238,1153,556,553,639,5,1,16162
Wednesday,2,1,3,4,434,565,354,531,164,701,418,93,670,668,147,201,3064,1278,673,359,300,741,3,0,11374
Thursday,5,2,3,4,466,61,9,276,929,775,596,166,112,218,867,1073,7349,2977,1549,745,734,1073,3,3,19995
Friday,2,4,1,3,665,455,23,754,784,335,80,529,313,402,36,810,3847,1551,774,410,379,180,3,3,12343
Monday,4,1,3,1,537,285,337,509,222,330,273,369,420,273,318,321,3921,1615,802,391,386,378,5,5,11706
Tuesday,2,2,5,1,326,403,593,709,553,552,790,933,776,15,909,460,5683,2274,1157,624,565,23,2,4,17361
Wednesday,2,5,5,4,3,286,352,657,638,356,183,114,110,626,236,659,3025,1194,612,301,297,348,4,5,10022
Thursday,2,3,1,0,377,221,328,419,412,221,768,448,293,182,281,90,5231,2089,1133,586,519,932,5,3,14544
Friday,5,0,1,2,120,755,107,63,79,459,319,516,582,480,193,457,3324,1411,698,385,331,158,5,0,10450
Monday,5,4,4,0,478,181,339,430,264,476,56,51,683,576,355,654,3254,1328,644,413,318,247,0,1,10761
Saturday,2,4,0,4,3,5,5,141,107,14,2,1145,1890,427,1504,761,103,164,132,104,6,184,157,176,7040
Saturday,0,2,0,4,0,4,2,78,56,86,57,306,1123,1416,813,572,98,159,90,20,85,108,183,40,5302
Saturday,4,2,4,4,2,5,3,99,129,100,44,1835,2282,521,914,1380,95,52,175,186,8,90,15,21,7970
Saturday,3,0,4,3,4,3,3,173,6,196,197,636,1209,1680,2880,2288,103,39,28,191,0,70,176,39,9931
Saturday,1,0,4,1,3,2,4,35,99,146,105,1171,591,2865,2333,1697,197,37,195,95,41,83,51,161,9917
Saturday,1,4,2,5,0,1,4,114,38,168,75,564,1177,2330,1737,2889,12,58,62,159,47,29,8,170,9654
Sunday,0,4,4,3,1,2,5,44,67,125,134,1105,1487,771,464,1833,177,92,149,31,143,197,126,102,7066
Sunday,4,1,3,4,2,3,3,124,149,190,170,1103,523,2134,2605,1595,64,126,23,197,18,110,84,83,9318
Sunday,0,3,2,5,4,4,4,173,19,133,128,1597,1234,480,1947,787,198,162,7,36,0,13,54,113,7103
Sunday,4,5,2,3,4,4,5,121,116,153,124,2625,1565,605,2144,1065,119,39,7,31,24,88,125,2,8980
Sunday,3,1,0,1,4,2,4,14,79,61,91,2840,2272,1192,1743,615,67,143,140,56,61,89,7,80,9565
Sunday,3,2,4,3,0,4,3,141,60,26,103,1175,454,1474,1874,762,75,150,173,38,64,121,34,94,6837
