Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,3,3,4,707,200,143,428,664,643,646,123,128,549,41,373,461,98,463,70,702,232,3,4,6693
Wednesday,0,1,4,5,655,377,718,776,687,596,765,133,788,286,95,396,603,39,395,705,803,598,1,3,9429
Thursday,4,3,0,4,99,230,874,172,15,851,892,419,642,421,268,32,336,848,211,80,398,820,1,5,7625
Friday,0,2,3,1,964,1012,787,708,172,975,818,811,703,745,661,897,730,888,955,89,708,260,2,1,12892
Monday,1,4,3,0,648,740,765,401,291,136,529,316,634,610,176,414,598,504,98,531,705,724,2,4,8834
Tuesday,5,3,4,2,996,444,1017,28,391,575,147,221,582,925,346,172,96,1039,784,369,254,490,1,2,8893
Wednesday,3,2,5,3,230,343,412,572,66,174,332,765,443,654,202,280,411,164,100,235,63,749,2,5,6215
Thursday,4,5,4,2,432,161,86,85,701,661,216,375,716,580,48,524,103,67,967,745,310,221,3,0,7016
Friday,1,4,4,5,634,608,252,283,692,279,173,213,242,218,364,318,271,351,567,274,155,514,1,2,6425
Monday,4,2,2,0,650,48,243,711,179,483,619,685,908,256,212,738,459,445,912,17,956,554,1,5,9089
Tuesday,2,0,1,3,265,334,197,102,468,253,271,160,388,50,552,701,705,415,797,564,227,667,2,1,7125
Wednesday,2,5,0,0,672,957,732,687,830,267,449,388,141,811,151,444,778,495,268,437,869,968,3,5,10359
Thursday,4,1,1,2,436,33,813,130,814,172,395,667,744,749,812,195,12,918,863,182,845,946,1,4,9739
Friday,3,2,3,4,869,945,1012,755,189,541,336,283,432,269,199,760,665,1008,679,389,34,968,4,4,10353
Monday,2,2,5,0,253,281,234,262,87,296,67,510,48,253,910,385,749,896,14,60,461,783,5,1,6564
Tuesday,4,4,0,0,469,678,126,169,365,335,600,638,599,709,110,78,233,453,38,690,283,165,3,0,6749
Wednesday,2,3,5,1,784,541,261,845,892,438,558,698,709,767,827,321,682,90,210,376,71,897,1,2,9981
Thursday,3,5,4,3,295,840,223,132,884,435,698,453,751,23,240,305,73,132,880,543,79,674,4,1,7680
Friday,0,4,4,2,608,466,611,84,452,119,492,303,96,12,701,382,95,420,586,653,145,237,3,5,6480
Monday,5,5,4,4,568,657,687,730,819,606,736,102,763,29,311,200,389,758,381,630,389,386,2,3,9164
Tuesday,2,2,5,4,729,0,68,659,541,520,718,590,151,253,625,710,789,196,132,169,577,184,5,5,7634
Wednesday,1,1,5,1,765,476,178,961,372,717,110,831,479,113,679,256,200,846,53,725,307,146,5,0,8227
Thursday,0,4,4,5,196,243,814,425,123,105,846,611,868,814,542,423,305,699,666,280,638,665,3,1,9280
Friday,1,1,5,5,450,783,496,725,163,176,521,271,90,59,619,590,574,423,350,770,34,826,5,3,7940
Monday,4,3,1,4,643,58,820,605,583,350,689,582,1070,565,655,300,523,1019,631,735,212,678,5,0,10735
Tuesday,1,0,4,2,766,739,690,740,661,300,515,1016,148,331,489,308,953,886,677,314,518,410,4,3,10475
Wednesday,3,1,1,2,195,219,679,564,156,648,114,2,595,472,453,223,18,134,726,387,398,744,4,3,6741
Thursday,0,2,4,3,610,99,622,207,371,700,386,513,421,7,210,124,562,635,54,725,589,640,4,5,7493
Friday,4,2,0,2,271,447,226,585,431,479,13,667,356,222,701,94,415,434,359,180,482,181,4,0,6555
Monday,2,0,1,2,375,327,772,123,484,500,93,911,961,18,697,592,940,58,384,173,613,825,0,1,8852
Saturday,5,2,2,1,3,1,123,88,134,10,185,132,15,111,162,34,2308,993,528,1459,21,62,67,3,6449
Saturday,5,5,2,5,1,1,62,151,67,187,174,4,16,113,148,128,2114,1278,827,451,181,75,124,0,6119
Saturday,0,5,0,0,1,0,144,119,94,115,84,3,67,170,73,67,2700,622,1673,1133,181,104,61,5,7421
Saturday,0,3,2,1,4,5,119,35,189,151,23,15,15,168,112,150,618,1738,2734,2278,86,151,95,2,8694
Saturday,2,5,2,0,0,3,29,139,57,120,77,24,174,0,82,198,654,1340,363,985,54,141,41,0,4490
Saturday,0,0,4,4,3,3,64,112,129,82,47,94,100,21,53,87,922,1413,1847,2295,31,167,119,2,7599
Sunday,1,5,1,1,1,0,10,199,79,97,130,136,157,20,164,28,957,1254,409,1603,44,174,79,4,5553
Sunday,2,1,2,1,0,3,24,11,177,188,127,140,95,109,125,186,1375,1047,789,327,199,111,25,1,5065
Sunday,0,5,2,5,4,5,115,75,114,55,102,176,71,121,96,25,981,1197,615,1527,180,61,77,1,5610
Sunday,2,1,3,0,3,0,149,113,20,191,108,49,39,0,44,53,2775,614,1614,2202,144,17,196,1,8338
Sunday,2,0,5,3,3,1,133,152,103,187,29,135,156,17,63,115,2072,561,1561,2592,83,138,126,4,8241
Sunday,5,2,5,4,3,3,130,44,33,148,186,156,108,96,160,7,2221,1341,935,1787,6,35,179,3,7597
