Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,3,2,5,199,706.0,1526,4796,1790,1356,83,6,0,48,22,109,2,189,14,47,156,62,2,4,11130.0
Wednesday,1,0,5,5,24,4873.0,5027,6518,999,5682,168,68,0,76,114,106,145,186,47,40,97,200,5,5,24391.0
Thursday,5,2,4,4,33,1990.0,2085,2715,2425,1713,98,184,96,127,120,183,66,192,136,62,157,193,3,4,12597.0
Friday,4,4,4,1,109,4839.0,3279,5434,4856,1226,92,165,177,60,45,158,74,192,188,86,66,44,4,1,21108.0
Monday,4,4,0,4,50,2410.0,621,2618,1905,1468,150,60,111,101,144,66,154,41,52,160,62,129,2,5,10321.0
Tuesday,1,1,2,5,70,1421.0,698,3354,926,788,40,129,88,35,192,98,121,121,19,12,54,183,1,1,8360.0
Wednesday,4,0,2,2,11,2185.0,2022,5328,3561,2815,22,114,3,175,132,65,100,34,60,116,150,2,4,1,16908.0
Thursday,5,0,0,2,27,202.0,6121,7317,756,3802,157,54,99,112,109,133,70,99,100,59,196,107,1,2,19530.0
Friday,5,1,5,3,102,6824.0,181,6922,674,2746,169,194,62,157,164,149,90,54,66,29,33,47,1,2,18680.0
Monday,0,3,3,4,45,334.0,588,5628,2262,4106,80,65,109,169,64,154,170,97,71,129,164,6,4,0,14255.0
Tuesday,0,4,2,2,195,3152.0,437,3187,2131,2572,137,52,161,13,55,157,23,21,161,119,114,117,5,5,12822.0
Wednesday,3,5,0,3,115,2666.0,1750,5534,567,240,84,187,117,197,24,189,135,75,107,128,170,88,0,5,12389.0
Thursday,5,1,2,4,193,4505.0,1767,5706,5421,5615,54,54,164,136,110,129,154,21,70,134,38,93,1,0,24377.0
Friday,2,3,3,0,197,3211.0,3082,5067,1775,1929,133,167,19,97,43,63,34,74,143,30,3,46,1,4,16126.0
Monday,4,3,4,4,167,4993.0,639,6307,6183,157,77,107,163,108,176,163,135,103,67,11,191,89,0,2,19853.0
Tuesday,1,0,0,3,12,2616.0,1164,2832,2676,1015,169,99,24,124,103,17,145,34,170,191,164,169,0,1,11729.0
Wednesday,4,3,5,3,72,1782.0,2032,2786,30,267,145,111,61,163,107,6,78,49,74,174,17,162,5,1,8137.0
Thursday,2,0,2,0,146,4124.0,4307,5870,384,5802,31,154,50,114,161,146,47,116,79,125,52,79,0,0,21791.0
Friday,5,5,4,0,103,3947.0,3719,4533,1174,2738,161,135,148,156,30,139,12,200,153,103,189,45,5,0,17704.0
Monday,2,2,0,1,91,4825.0,691,5727,2089,4314,84,175,52,154,97,91,180,133,135,129,8,2,5,5,18992.0
Tuesday,0,1,4,3,28,990.0,4601,5237,1854,1841,188,131,176,187,99,115,7,85,25,98,38,189,2,0,15899.0
Wednesday,2,2,5,0,64,1145.0,2968,3809,843,2679,30,168,160,160,171,99,49,134,125,188,35,5,0,3,12844.0
Thursday,1,4,2,0,182,17.0,2154,3202,180,1184,25,130,24,120,104,22,135,165,107,72,108,188,2,3,8131.0
Friday,4,1,4,1,94,1437.0,2314,3183,1168,1055,64,23,14,126,18,18,111,149,142,148,92,100,3,4,10273.0
Monday,0,5,4,2,19,4073.0,4434,5522,92,4524,10,163,169,100,118,63,56,28,130,140,194,100,1,1,19948.0
Tuesday,1,3,5,4,32,6197.0,2889,6475,5980,1612,109,116,100,64,67,58,107,34,3,56,3,36,5,4,23960.0
Wednesday,2,1,5,5,86,6007.0,4717,7083,2331,4864,94,163,66,199,29,160,85,74,29,109,17,145,5,1,26277.0
Thursday,3,2,3,0,142,6522.0,1030,7079,4592,3154,159,149,74,58,164,86,191,134,120,32,143,200,2,5,24044.0
Friday,4,2,4,5,169,1598.0,4452,4821,1733,982,17,61,2,121,171,30,172,36,100,171,101,146,2,1,14901.0
Monday,0,5,4,0,37,1790.0,2187,2589,882,2246,188,13,67,46,102,186,90,155,94,39,199,161,4,3,11087.0
Saturday,5,4,5,3,1,220.0,195,94,228,291,121,105,346,365,160,364,144,55,265,110,54,41,187,0,3363.0
Saturday,2,1,3,2,2,269.0,315,237,257,37,66,177,360,64,166,247,118,72,139,117,194,99,14,4,2962.0
Saturday,1,2,3,0,2,140.0,275,101,323,397,132,64,204,294,297,232,372,328,13,307,271,135,164,2,4059.0
Saturday,5,2,5,3,0,183.0,218,356,348,61,194,212,214,364,373,253,43,67,285,65,147,264,273,1,3936.0
Saturday,1,5,0,1,4,52.0,128,109,177,84,247,326,193,348,106,289,297,296,296,188,73,329,71,0,3620.0
Saturday,0,3,0,4,1,8.0,287,315,207,108,61,29,5,380,163,360,170,274,316,159,38,211,67,1,3167.0
Sunday,5,4,4,3,3,205.0,390,294,147,372,381,1,166,144,18,56,82,398,156,182,151,345,21,1,3529.0
Sunday,2,3,4,3,2,12.0,216,285,312,317,300,85,95,152,242,261,207,51,27,22,36,165,195,0,2994.0
Sunday,0,4,3,2,5,10.0,244,128,179,55,368,211,393,355,333,280,130,162,237,170,311,161,370,4,4115.0
Sunday,1,5,4,1,5,396.0,150,264,25,114,210,136,162,387,52,393,91,175,127,323,238,175,58,1,3493.0
Sunday,3,5,4,5,2,112.0,286,48,268,100,219,230,125,392,211,74,341,231,384,388,114,371,56,1,3970.0
