Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,5,4,0,105,6898.0,654,520,690,788,148,2,53,137,90,150,99,36,59,185,151,42,2,4,10826.0
Wednesday,3,2,2,5,84,3250.0,339,248,406,0,99,42,196,34,99,60,94,19,95,33,12,99,0,2,5223.0
Thursday,3,4,1,0,42,7408.0,678,207,839,493,31,123,86,84,34,48,183,63,55,166,34,186,4,4,10776.0
Friday,0,2,0,4,100,6833.0,235,600,692,102,175,123,8,195,147,157,99,58,106,69,117,106,2,4,9934.0
Monday,4,0,4,3,36,4157.0,500,350,498,158,111,110,44,154,116,97,21,12,125,71,108,120,5,5,6809.0
Tuesday,1,1,5,1,142,6746.0,324,605,677,330,76,143,200,50,169,172,55,159,55,107,65,126,2,5,10216.0
Wednesday,4,5,4,5,0,7217.0,600,277,821,201,125,136,32,143,49,131,148,140,193,82,138,44,3,2,10500.0
Thursday,0,2,2,1,184,7321.0,427,333,736,625,173,133,102,80,133,178,106,125,83,69,39,16,4,4,10876.0
Friday,5,2,2,2,48,7044.0,54,122,741,463,190,155,129,178,163,10,184,127,109,116,38,144,1,3,10030.0
Monday,1,1,5,2,140,6668.0,291,666,766,67,194,198,9,59,110,158,182,193,0,87,174,200,1,2,10174.0
Tuesday,1,2,0,5,72,3944.0,443,206,466,340,85,24,114,72,178,41,73,197,162,33,49,144,2,3,6656.0
Wednesday,1,5,4,3,139,4907.0,189,475,548,9,71,48,38,72,0,0,36,50,31,132,191,134,5,1,7089.0
Thursday,3,1,3,3,167,7182.0,38,800,803,678,145,151,90,107,102,25,35,0,146,90,9,142,4,5,10729.0
Friday,2,1,4,3,5,3333.0,103,212,389,233,88,79,145,103,69,66,22,164,106,135,104,67,3,4,5440.0
Monday,1,1,2,3,167,5655.0,264,495,572,221,93,200,132,180,100,167,191,78,155,197,61,23,3,2,8963.0
Tuesday,2,1,2,0,89,6414.0,390,558,667,141,109,81,64,7,132,166,19,164,127,199,69,30,1,1,9433.0
Wednesday,2,3,2,1,38,4799.0,518,143,554,407,34,74,65,7,51,41,110,12,6,90,157,86,0,2,7202.0
Thursday,2,0,3,2,197,5904.0,203,86,602,150,38,103,152,125,28,52,193,67,109,139,66,0,5,4,8230.0
Friday,3,0,3,1,196,7467.0,121,210,830,332,102,15,15,34,143,152,83,123,185,69,116,154,5,1,10360.0
Monday,0,5,2,2,121,3043.0,225,21,315,46,124,99,129,111,163,93,41,93,57,10,147,186,0,4,5037.0
Tuesday,3,4,0,5,90,3167.0,305,238,407,408,154,90,41,7,167,18,62,182,21,138,19,47,1,5,5579.0
Wednesday,5,1,5,0,58,2956.0,217,217,375,249,44,164,122,180,41,60,152,190,113,65,51,76,0,1,5342.0
Thursday,3,0,3,0,130,3679.0,67,381,407,364,28,138,27,131,169,42,104,186,22,7,28,110,2,3,6031.0
Friday,4,2,4,5,138,7311.0,559,172,775,433,142,137,66,110,1,123,166,170,160,18,123,87,3,2,10711.0
Monday,1,2,2,1,157,5333.0,547,494,609,519,155,190,153,169,88,22,133,72,188,26,183,50,3,0,9097.0
Tuesday,2,2,0,0,178,4749.0,416,8,568,248,20,134,150,143,42,143,176,91,156,40,52,112,0,3,7433.0
Wednesday,4,5,5,0,149,5710.0,666,488,575,405,118,95,17,35,151,198,66,51,183,45,48,78,3,5,9100.0
Thursday,5,5,3,3,65,4447.0,218,362,491,378,114,16,21,0,25,164,28,170,54,38,50,70,2,2,6731.0
Friday,4,3,5,4,39,4710.0,246,64,526,194,9,139,108,17,122,150,132,15,142,121,67,26,4,1,6848.0
Monday,1,0,5,2,74,2808.0,27,11,317,227,88,99,136,18,60,113,71,81,125,17,41,191,1,3,4516.0
Saturday,1,3,2,2,3,0.0,36,136,149,60,30,41,14,157,111,36,2626,1651,2096,580,99,93,194,4,8124.0
Saturday,5,0,2,5,0,1.0,103,101,78,81,35,186,91,153,174,26,1625,2184,585,2685,78,165,53,1,8417.0
Saturday,1,2,2,5,1,4.0,19,181,157,15,128,115,38,90,90,79,341,1144,562,1337,10,43,0,1,4365.0
Saturday,1,2,1,3,2,1.0,127,64,135,158,79,146,38,175,183,101,2154,1675,1129,2703,59,150,158,3,9247.0
Saturday,0,2,4,2,4,2.0,16,194,41,189,132,174,44,185,179,92,511,1030,1459,2438,14,172,172,5,7061.0
Saturday,3,5,5,0,3,0.0,72,196,141,38,156,1,156,101,114,25,2878,1176,1778,607,183,86,129,4,7857.0
Sunday,0,3,3,5,3,3.0,24,128,85,176,167,169,0,182,108,174,504,2395,1923,954,106,56,97,2,7267.0
Sunday,0,5,2,2,3,3.0,55,85,176,56,14,40,95,197,137,70,367,1195,889,654,78,142,23,4,4292.0
Sunday,0,3,4,0,4,1.0,5,63,180,193,111,5,3,109,12,11,1267,1750,878,505,35,187,161,5,5492.0
Sunday,0,5,1,5,2,5.0,55,89,101,55,36,53,19,104,8,86,2862,1737,1187,567,134,105,126,5,7347.0
Sunday,0,4,4,0,5,5.0,41,191,102,95,110,128,174,192,112,114,1043,519,2565,2002,62,116,27,4,7615.0
Sunday,0,2,2,5,5,1.0,53,22,123,69,13,54,164,124,46,86,1356,2161,1785,937,73,58,189,2,7330.0
