Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,3,3,0,180,134,128,105,29,92,148,599,323,295,557,615,104,177,47,40,74,99,3,1,3761
Wednesday,0,1,2,0,194,117,144,34,5,115,121,844,451,432,782,806,92,145,39,115,15,155,0,4,4613
Thursday,5,2,0,0,127,3,200,62,182,75,169,1517,751,758,1433,1446,77,87,188,122,79,67,4,2,7356
Friday,1,4,3,3,171,56,101,11,182,92,88,664,361,422,688,743,151,110,131,153,67,19,4,2,4227
Monday,1,2,4,5,85,61,116,98,184,195,34,543,349,320,571,605,27,8,59,112,116,173,1,3,3672
Tuesday,1,5,5,5,128,195,18,39,49,64,178,1024,557,538,1010,1039,11,58,110,92,138,186,1,4,5455
Wednesday,4,4,3,5,114,118,74,53,78,128,38,1168,573,644,1177,1165,164,139,166,21,56,103,0,4,5999
Thursday,5,0,4,2,173,59,91,164,135,64,0,1284,710,696,1325,1326,29,132,174,10,14,72,4,4,6477
Friday,2,1,5,2,160,128,148,76,192,51,147,741,378,414,762,747,170,27,2,137,116,12,0,1,4419
Monday,0,1,4,4,64,119,35,89,106,8,35,839,476,414,842,911,39,74,51,42,95,35,0,3,4286
Tuesday,2,5,4,0,115,138,77,127,66,159,27,925,432,481,941,927,193,55,49,39,75,137,3,4,4981
Wednesday,3,4,5,5,197,92,88,49,163,26,51,610,297,394,615,658,54,40,34,26,172,159,0,4,3746
Thursday,3,4,0,4,9,111,41,56,110,165,54,1172,647,621,1162,1216,103,176,163,177,182,197,4,1,6378
Friday,0,0,5,2,188,136,115,76,84,94,6,989,525,481,907,996,156,130,173,2,27,43,5,2,5142
Monday,1,4,2,0,173,139,59,17,82,151,106,1575,821,801,1577,1575,73,164,180,134,108,139,2,4,7887
Tuesday,2,3,3,3,110,131,169,115,97,7,5,938,458,463,891,945,174,7,119,147,104,140,4,2,5037
Wednesday,1,4,3,4,116,135,158,46,66,135,55,772,412,409,818,823,39,120,91,123,43,178,4,4,4559
Thursday,3,0,4,1,194,188,89,65,179,98,159,1271,674,617,1273,1271,11,71,18,83,53,8,1,1,6332
Friday,0,1,2,5,130,122,194,8,10,146,111,819,445,441,841,812,115,151,147,8,81,184,1,5,4779
Monday,0,1,3,2,30,180,18,116,172,80,134,929,472,479,869,866,31,184,34,187,36,128,1,3,4955
Tuesday,5,5,4,4,55,148,72,3,36,69,200,1461,816,805,1543,1526,27,8,74,144,192,12,5,1,7215
Wednesday,2,5,1,0,92,151,141,85,6,152,105,628,357,301,614,657,62,112,127,88,42,156,5,0,3889
Thursday,4,4,1,1,97,52,72,68,3,107,115,1506,779,746,1496,1545,196,70,84,8,130,157,5,3,7249
Friday,4,1,5,3,47,164,173,72,51,131,40,906,445,473,884,863,187,154,175,195,134,148,2,3,5260
Monday,0,4,4,1,193,187,25,96,70,178,108,1147,532,578,1073,1151,117,47,131,192,88,128,2,5,6057
Tuesday,1,2,1,0,81,16,172,67,87,179,181,989,531,490,934,987,16,86,87,62,45,40,1,4,5059
Wednesday,3,2,3,2,169,68,35,154,11,66,194,1557,808,824,1557,1565,99,40,128,187,14,167,4,4,7661
Thursday,1,5,4,4,113,56,61,144,153,15,40,887,511,472,943,881,71,146,96,88,42,194,5,4,4936
Friday,0,1,4,0,46,125,114,88,126,156,4,949,548,461,934,939,46,89,38,64,81,133,4,5,4955
Monday,3,2,2,3,171,47,84,124,2,136,22,666,374,401,747,737,69,170,189,128,13,10,1,2,4103
Saturday,4,3,5,1,1,0,156,124,60,162,165,171,89,53,140,32,551,1576,1116,2069,98,65,112,2,6755
Saturday,4,2,0,0,4,4,29,28,186,160,132,188,17,97,22,152,1212,2381,1836,658,16,158,48,2,7336
Saturday,4,1,5,5,5,2,77,81,70,11,71,177,84,99,71,43,330,1389,1674,1052,35,170,119,5,5580
Saturday,3,5,4,3,1,3,171,32,40,165,188,21,163,105,118,10,2226,2729,1648,598,117,42,146,2,8540
Saturday,2,4,5,0,0,3,13,156,11,157,74,13,91,130,162,136,1955,2426,1497,539,162,175,144,1,7856
Saturday,2,1,5,1,0,3,155,56,165,14,140,176,119,106,17,60,479,836,1203,1992,32,10,138,3,5713
Sunday,1,5,1,1,4,0,80,67,89,7,128,9,1,132,56,56,1570,935,651,1283,171,167,3,2,5419
Sunday,3,0,5,2,1,4,139,8,137,137,124,196,162,95,122,175,1063,535,2700,1600,199,173,42,3,7625
Sunday,2,2,5,0,1,2,75,42,65,3,80,95,109,127,196,177,978,519,1491,1928,163,5,173,4,6242
Sunday,2,3,5,1,2,2,19,46,103,80,57,45,74,185,109,99,1177,2845,1733,602,108,193,28,4,7522
Sunday,1,0,0,3,0,1,142,179,134,101,60,109,67,157,67,197,2245,2840,1726,643,184,15,192,1,9064
Sunday,3,0,1,0,2,2,62,76,105,144,96,62,198,153,91,82,455,1117,778,1502,178,121,167,2,5397
