Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,1,1,4,666,451,52,550,146,411,251,654,650,198,388,174,642,621,128,497,452,185,3,1,7127
Wednesday,0,5,3,1,424,473,91,599,568,160,643,472,354,785,55,697,300,68,793,733,481,370,2,0,8077
Thursday,5,5,0,5,574,734,922,365,72,337,130,431,55,468,306,967,433,351,480,204,248,152,0,2,7246
Friday,5,1,2,0,209,813,174,306,792,164,771,109,369,29,910,765,93,186,346,15,170,15,0,2,6246
Monday,2,4,4,4,560,747,509,191,710,594,673,90,346,79,512,650,385,437,714,476,290,524,3,4,8508
Tuesday,0,4,2,3,204,524,111,31,668,349,343,559,27,807,250,902,196,530,581,65,862,175,4,2,7199
Wednesday,3,3,1,1,495,428,592,907,387,135,724,686,519,300,715,666,528,395,124,515,129,552,5,2,8812
Thursday,4,5,5,4,618,263,942,369,319,405,647,189,808,841,615,730,386,475,699,466,298,3,1,3,9095
Friday,2,0,3,4,312,135,513,39,108,657,653,937,294,512,568,569,111,150,320,954,28,767,0,1,7637
Monday,0,2,5,4,706,264,160,118,271,138,476,392,48,709,24,216,652,295,316,715,436,159,5,4,6115
Tuesday,2,4,3,2,114,217,395,587,111,41,548,94,230,55,17,658,716,11,162,482,123,244,3,1,4820
Wednesday,3,5,1,3,407,77,363,658,855,358,196,16,579,659,198,559,155,422,112,465,125,893,4,0,7113
Thursday,2,1,2,1,637,275,6,1099,525,345,593,751,4,126,1008,546,989,968,103,73,81,337,1,4,8477
Friday,1,1,5,4,718,1032,382,184,973,753,141,207,825,363,940,799,598,857,885,355,131,656,0,0,10810
Monday,3,1,0,2,607,117,716,668,331,82,103,668,726,630,13,298,331,723,727,363,66,716,5,0,7896
Tuesday,5,5,1,2,754,663,331,555,795,231,708,864,522,581,497,447,20,680,30,158,835,147,3,4,8838
Wednesday,3,0,3,4,299,835,445,426,506,379,274,277,808,102,472,872,749,762,826,212,254,762,2,4,9276
Thursday,0,0,5,4,620,914,245,937,429,485,765,229,408,1001,132,85,165,256,543,986,619,936,0,1,9765
Friday,5,3,4,5,345,618,747,193,552,139,138,713,662,503,125,570,644,130,717,8,788,186,5,3,7803
Monday,0,5,3,2,214,232,301,696,154,364,297,712,471,283,3,547,196,703,525,473,716,703,0,0,7600
Tuesday,0,3,4,1,289,299,262,699,380,141,419,573,409,207,680,233,457,405,725,394,457,676,0,2,7715
Wednesday,1,5,1,0,263,457,113,392,126,316,199,597,404,881,923,812,537,408,783,159,24,616,5,2,8024
Thursday,4,1,5,4,41,343,337,99,276,651,248,316,399,318,193,530,338,477,461,455,11,514,2,1,6024
Friday,4,0,4,3,875,809,246,335,113,199,211,626,876,745,371,571,194,140,373,468,186,509,5,0,7863
Monday,0,3,4,3,220,803,834,488,19,747,571,596,581,392,708,836,230,754,687,796,82,348,2,1,9705
Tuesday,3,5,2,3,950,1038,204,862,465,589,310,1075,373,170,384,936,385,34,473,63,397,457,5,0,9183
Wednesday,3,2,4,4,863,314,157,575,861,433,597,114,524,900,740,791,711,405,358,307,774,900,2,0,10339
Thursday,4,1,4,2,821,92,124,814,659,372,651,41,158,543,165,141,57,408,883,107,670,817,4,2,7540
Friday,3,2,5,2,397,588,573,769,38,874,874,752,281,819,243,265,0,494,839,476,857,549,4,3,9707
Monday,0,4,0,5,789,115,325,387,213,426,910,218,241,153,872,630,761,889,590,561,581,135,3,3,8811
Saturday,4,5,1,5,5,1,3,74,92,121,82,786,362,1163,1890,1476,2,115,159,106,136,53,75,182,6898
Saturday,2,4,0,2,5,5,4,164,177,3,147,1994,1216,1628,812,436,164,13,95,186,159,100,4,102,7422
Saturday,4,1,5,2,1,1,1,96,61,134,187,662,967,353,1322,1617,24,40,19,79,165,185,13,175,6114
Saturday,3,5,5,2,3,4,3,174,4,193,158,641,920,1507,372,1201,104,181,104,155,22,16,147,65,5989
Saturday,5,3,5,0,4,3,2,140,9,87,72,1773,1164,2887,642,2319,199,40,62,184,150,85,149,1,9985
Saturday,4,3,4,1,5,0,3,68,57,97,11,349,1438,915,1152,621,15,150,145,79,1,148,189,176,5631
Sunday,2,4,1,2,3,4,0,19,114,42,161,2052,1703,1292,416,911,0,28,138,167,117,139,108,179,7602
Sunday,0,2,2,5,5,4,3,15,32,135,45,988,1991,1434,528,2441,45,18,146,75,133,68,163,73,8351
Sunday,0,2,5,3,2,4,5,73,56,81,194,2434,3095,1862,1228,672,29,81,55,183,151,25,38,136,10414
Sunday,5,0,2,5,5,3,3,136,83,184,153,1898,824,407,1210,1501,2,45,159,113,50,41,83,182,7094
Sunday,1,1,1,4,4,3,4,150,18,127,73,1301,318,1084,832,522,186,7,171,128,104,30,164,49,5282
Sunday,0,2,1,1,1,2,0,182,103,28,168,2129,2692,1626,603,1065,152,100,178,39,133,17,86,49,9357
