Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,1,0,1,178,7248.0,2269,2203,1493,1485,34,85,163,186,72,157,36,31,120,22,186,83,3,1,16060.0
Wednesday,3,5,2,0,39,5492.0,1701,1664,1149,1116,137,134,22,110,138,66,4,59,122,98,96,159,0,2,12318.0
Thursday,3,5,3,3,131,4841.0,1504,1461,1040,1018,88,33,78,9,34,191,81,164,170,190,34,149,0,0,11230.0
Friday,5,5,1,0,50,5502.0,1659,1703,1173,1181,146,30,39,195,34,58,64,14,105,5,91,29,1,2,12092.0
Monday,0,0,1,4,66,3528.0,1092,1084,705,779,73,153,198,15,38,32,158,130,74,50,3,124,2,2,8311.0
Tuesday,0,2,0,5,18,3021.0,993,915,695,630,10,174,80,90,38,55,198,143,99,155,53,174,4,3,7555.0
Wednesday,2,5,3,4,75,5684.0,1713,1771,1178,1189,160,149,75,162,127,155,199,106,172,107,116,118,3,0,13273.0
Thursday,4,1,2,3,38,6389.0,2007,1935,1291,1322,174,131,125,26,63,164,167,59,121,47,11,192,0,5,14277.0
Friday,5,4,2,4,11,4053.0,1227,1248,813,824,158,103,134,7,45,164,42,188,119,98,112,180,5,3,9549.0
Monday,1,0,3,4,186,6403.0,1950,2012,1364,1313,88,120,27,38,174,26,193,169,164,28,124,15,3,4,14409.0
Tuesday,2,1,5,3,90,3537.0,1091,1075,778,778,181,8,106,17,36,150,144,14,6,80,17,32,5,5,8161.0
Wednesday,2,1,3,5,176,6220.0,1937,1915,1293,1325,117,15,171,152,80,9,181,34,88,155,183,193,4,3,14262.0
Thursday,3,2,0,2,138,5820.0,1842,1840,1211,1237,50,5,32,68,124,127,7,112,44,108,5,74,3,2,12856.0
Friday,3,5,0,3,199,5440.0,1682,1698,1099,1162,67,130,103,200,5,132,166,12,7,85,120,184,1,2,12505.0
Monday,0,1,3,3,43,5015.0,1585,1580,1012,1004,89,12,187,4,46,83,6,28,80,102,128,82,3,3,11099.0
Tuesday,1,2,4,1,103,7103.0,2156,2193,1495,1493,22,95,41,108,58,33,188,79,59,27,106,33,0,4,15404.0
Wednesday,0,0,4,0,89,2630.0,813,830,555,556,159,115,42,68,196,56,180,175,167,107,62,157,3,1,6965.0
Thursday,5,1,4,5,69,5970.0,1854,1859,1252,1269,108,41,2,188,19,82,198,7,26,128,165,9,0,5,13266.0
Friday,4,4,5,3,99,3020.0,982,989,665,609,108,32,150,68,39,31,34,28,33,174,53,26,2,3,7161.0
Monday,5,4,5,2,163,6120.0,1888,1859,1318,1322,90,151,155,139,41,29,47,100,49,157,22,1,3,3,13673.0
Tuesday,2,3,3,0,189,3779.0,1222,1134,855,794,93,35,142,165,34,40,1,147,149,69,11,14,4,3,8888.0
Wednesday,1,4,2,5,7,6667.0,2077,2050,1421,1409,49,116,158,122,60,106,170,80,177,160,37,32,2,0,14912.0
Thursday,3,4,5,3,53,4575.0,1375,1435,949,947,198,73,174,73,186,185,150,65,111,49,155,137,4,0,10909.0
Friday,1,3,3,1,200,3667.0,1181,1196,825,766,63,95,155,40,87,80,171,68,114,42,25,122,2,3,8910.0
Monday,3,5,5,4,31,4496.0,1377,1379,899,943,153,47,107,56,7,95,51,113,27,87,88,128,4,5,10110.0
Tuesday,0,5,1,0,170,5054.0,1574,1607,1089,1109,98,43,126,153,46,147,28,62,151,188,3,93,1,0,11748.0
Wednesday,3,2,3,2,76,2531.0,811,792,518,524,138,188,155,103,200,194,157,148,30,60,164,83,4,0,6886.0
Thursday,2,3,0,1,41,5073.0,1622,1576,1051,1104,71,64,128,72,45,123,33,35,26,11,28,70,5,2,11186.0
Friday,4,2,2,5,156,2657.0,872,830,580,626,114,56,75,143,115,107,118,146,66,84,30,27,5,1,6821.0
Monday,5,5,1,2,35,3798.0,1162,1192,799,806,87,44,2,111,59,162,137,128,193,138,100,100,1,4,9071.0
Saturday,2,0,0,4,0,1.0,148,30,167,114,159,70,129,116,150,133,2122,471,892,1334,135,150,41,1,6369.0
Saturday,3,2,1,5,2,2.0,138,141,186,31,155,109,90,24,110,95,1906,1223,1546,471,200,176,73,2,6691.0
