Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,5,4,0,87,177.0,155,108,6689,152,164,71,48,138,36,117,73,109,29,1,63,24,0,4,8255.0
Wednesday,4,0,0,3,184,174.0,194,10,4028,84,9,117,24,138,51,149,42,105,90,86,120,124,5,1,5742.0
Thursday,4,2,4,2,18,168.0,152,188,4927,55,125,180,103,122,90,145,8,4,62,154,154,158,0,4,6829.0
Friday,1,4,5,4,170,27.0,140,142,3419,40,107,82,188,8,70,142,108,145,34,76,198,60,3,5,5178.0
Monday,2,1,3,1,172,22.0,48,156,5460,166,75,41,20,27,55,163,159,192,80,41,75,64,5,1,7029.0
Tuesday,2,0,2,1,190,106.0,146,156,3234,70,2,129,20,176,134,77,200,42,15,19,191,1,5,5,4923.0
Wednesday,2,4,3,4,74,14.0,121,38,5660,179,20,147,166,83,118,33,121,136,1,39,161,15,5,2,7146.0
Thursday,1,0,3,1,165,171.0,136,104,6527,54,74,47,136,8,180,23,126,114,138,19,81,177,5,2,8292.0
Friday,1,4,0,2,133,80.0,35,26,7390,68,39,179,64,37,115,199,11,155,80,124,73,3,2,5,8825.0
Monday,5,3,0,1,10,86.0,110,85,7758,129,61,115,142,74,131,100,200,93,64,93,90,171,4,4,9529.0
Tuesday,3,4,1,1,105,98.0,68,187,4218,120,55,167,68,106,59,42,80,121,114,135,104,2,4,1,5863.0
Wednesday,3,5,1,0,140,147.0,163,127,5800,90,47,20,78,159,69,0,68,84,72,70,16,179,3,2,7343.0
Thursday,0,4,0,0,24,26.0,47,108,2885,49,99,75,83,114,57,151,152,25,120,127,48,73,2,1,4270.0
Friday,5,5,3,5,17,42.0,10,41,3419,171,7,20,30,18,65,1,104,79,158,191,126,189,0,1,4707.0
Monday,3,4,4,5,8,148.0,161,7,4916,17,60,150,143,129,169,141,105,3,155,165,126,77,4,4,6704.0
Tuesday,0,2,0,0,190,19.0,40,106,6589,142,117,176,26,1,86,56,17,40,150,43,3,49,2,0,7854.0
Wednesday,2,4,3,5,120,72.0,3,63,3080,38,127,21,162,81,97,96,14,62,142,4,139,41,4,0,4380.0
Thursday,1,2,0,0,15,42.0,199,47,7870,131,68,23,105,24,153,0,13,16,96,107,118,61,1,3,9095.0
Friday,4,4,0,0,186,157.0,77,186,3110,72,13,78,68,50,49,28,128,198,93,106,151,196,5,0,4959.0
Monday,0,0,1,4,17,7.0,177,155,6973,177,85,105,36,139,163,155,135,119,32,53,56,36,0,5,8630.0
Tuesday,2,4,4,1,27,148.0,93,60,6686,157,69,164,8,91,8,85,127,183,174,91,114,160,5,2,8463.0
Wednesday,0,2,4,0,102,121.0,83,143,3614,24,173,138,112,81,176,101,117,139,75,166,35,172,2,3,5583.0
Thursday,5,5,3,1,145,86.0,142,85,6996,167,59,129,34,140,174,52,174,121,21,76,15,17,0,4,8651.0
Friday,3,4,5,3,148,89.0,187,141,7827,198,150,108,189,7,41,159,176,200,140,93,44,74,3,5,9994.0
Monday,5,2,5,5,147,128.0,171,176,3204,12,168,65,143,93,29,168,80,137,100,199,174,179,2,4,5396.0
Tuesday,4,2,1,3,120,80.0,9,52,5832,10,51,3,127,29,156,117,196,1,135,88,108,47,2,1,7174.0
Wednesday,0,4,0,3,179,98.0,68,42,3209,158,131,4,181,3,174,53,45,53,200,183,22,37,5,0,4852.0
Thursday,2,5,4,1,188,127.0,166,66,7588,7,78,98,126,23,173,116,118,85,150,18,151,50,0,0,9340.0
Friday,5,2,2,1,38,66.0,150,87,3673,97,22,175,30,44,144,26,77,123,21,178,154,55,0,0,5170.0
Monday,3,3,4,0,57,83.0,86,158,5694,34,78,47,136,60,30,141,198,66,124,125,15,176,5,2,7325.0
Saturday,5,2,4,1,3,1.0,151,47,110,119,165,147,0,115,46,82,1036,545,2069,1641,95,160,57,1,6602.0
Saturday,1,3,4,3,2,3.0,59,141,123,171,61,45,18,185,120,152,1500,1018,1979,478,186,7,83,1,6343.0
Saturday,1,2,4,3,1,1.0,169,94,123,33,43,141,176,162,77,97,1063,1344,521,295,108,41,122,4,4625.0
Saturday,2,0,0,0,1,3.0,117,42,22,71,155,179,88,116,190,64,662,1670,1383,398,97,87,109,2,5458.0
Saturday,1,3,4,0,0,1.0,197,16,145,59,78,64,130,88,43,138,1247,418,1608,856,23,29,7,0,5155.0
Saturday,5,2,0,1,1,4.0,189,92,52,109,16,31,96,114,182,124,1232,359,915,634,143,105,152,3,4561.0
Sunday,0,0,1,1,2,2.0,172,118,74,56,179,136,143,105,29,190,1627,1183,390,1987,93,173,166,3,6830.0
Sunday,3,2,0,1,0,5.0,70,157,176,63,20,126,19,138,81,139,936,650,346,1443,162,147,163,4,4851.0
Sunday,3,4,1,5,4,1.0,67,8,165,144,65,147,177,88,18,197,1705,1081,406,1425,57,38,197,3,6006.0
Sunday,3,5,1,3,2,5.0,123,55,149,21,126,179,72,151,161,89,1278,1566,1006,342,66,56,92,4,5555.0
Sunday,0,1,0,3,0,1.0,6,79,128,42,15,170,115,190,61,92,426,778,1934,1181,161,36,183,0,5602.0
Sunday,5,1,5,1,0,4.0,78,99,76,63,138,125,17,91,64,57,843,1327,2062,1683,67,111,101,3,7021.0
