Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,0,2,0,592,491,204,108,514,121,109,545,84,277,240,825,442,1215,426,873,4075,114,2,2,11265
Wednesday,4,3,0,2,315,272,917,62,574,265,761,660,109,250,748,870,692,1932,681,1249,6281,796,5,3,17451
Thursday,5,3,0,5,228,846,819,395,417,934,342,389,402,540,67,428,558,1606,529,1122,5312,27,5,2,14981
Friday,1,3,2,4,917,893,497,378,514,861,924,939,263,653,134,600,676,2030,684,1346,6706,274,3,5,19307
Monday,5,0,3,3,587,183,413,497,470,234,1033,914,458,272,540,848,694,2040,747,1418,6783,272,4,5,18423
Tuesday,2,0,3,2,908,429,642,524,332,34,999,925,58,127,554,493,735,2212,761,1481,7364,856,5,5,19451
Wednesday,4,4,0,2,450,717,74,551,351,419,597,135,498,651,52,276,323,844,349,631,2825,392,2,2,10149
Thursday,4,2,4,1,267,23,567,696,128,47,350,550,286,120,224,609,481,1448,505,1000,4830,352,5,4,12503
Friday,4,3,2,5,86,135,935,363,232,322,715,179,48,988,707,998,807,2194,783,1451,7219,562,3,0,18741
Monday,0,4,3,3,547,692,623,258,16,333,356,680,318,333,502,292,568,1429,553,1003,4782,171,5,1,13472
Tuesday,2,1,4,0,581,847,343,221,901,805,963,653,678,702,12,464,698,2008,725,1311,6491,19,2,1,18432
Wednesday,3,2,3,4,565,155,1008,1102,400,273,960,1016,62,954,678,857,766,2277,820,1558,7443,972,1,3,21882
Thursday,4,2,3,3,8,630,440,268,283,130,702,475,173,192,318,622,328,947,379,591,2913,182,4,0,9597
Friday,0,1,5,3,904,283,471,113,135,1022,883,249,912,483,68,124,697,1925,675,1324,6456,887,5,4,17629
Monday,1,4,0,5,71,425,811,925,883,55,166,226,710,49,368,180,571,1677,634,1096,5399,644,1,3,14904
Tuesday,1,2,3,1,278,298,722,421,714,263,50,212,782,418,587,674,433,1105,393,713,3465,661,0,0,12196
Wednesday,3,0,5,2,842,796,174,848,623,708,76,868,451,697,279,74,558,1567,597,1040,5036,564,2,2,15812
Thursday,0,4,5,2,611,779,720,730,53,720,654,318,738,627,439,291,449,1131,412,771,3661,706,1,5,13827
Friday,4,5,2,2,285,9,427,506,120,114,216,536,297,578,310,48,331,1040,401,664,3262,750,3,1,9911
Monday,3,3,3,4,396,769,10,383,787,686,691,178,805,100,893,868,722,2103,711,1434,6752,295,3,2,18601
Tuesday,4,1,4,5,608,382,160,862,504,1049,540,583,374,7,998,917,774,2143,725,1394,7017,518,1,0,19570
Wednesday,0,5,1,2,425,798,378,529,844,836,865,194,333,1073,331,704,708,2197,715,1425,7030,950,2,1,20346
Thursday,2,3,4,4,400,685,690,582,66,183,243,656,690,223,575,933,601,1836,672,1263,6063,207,0,5,16586
Friday,3,4,3,4,723,155,271,484,97,337,414,677,607,431,583,360,351,808,344,558,2723,328,1,5,10271
Monday,1,1,0,1,698,112,281,592,37,349,594,825,674,77,691,545,477,1308,412,887,4053,366,4,2,12987
Tuesday,4,4,1,5,21,433,184,38,373,818,230,348,320,482,105,579,523,1393,528,986,4736,491,1,0,12603
Wednesday,1,0,5,0,420,772,997,229,437,726,293,918,553,710,519,257,816,2249,815,1547,7425,544,2,2,20237
Thursday,3,1,1,4,560,165,531,579,734,198,97,267,940,1020,692,816,667,2086,675,1345,6681,371,1,2,18436
Friday,0,5,2,3,177,396,94,654,533,702,369,752,177,721,441,421,390,1175,393,825,3739,183,4,1,12157
Monday,0,2,0,2,650,222,595,511,265,276,605,464,208,671,530,432,346,929,357,607,2968,246,4,4,10894
Saturday,5,3,2,2,1,280,326,79,57,173,76,210,195,219,306,91,70,83,48,298,110,267,205,4,3110
Saturday,2,0,4,2,3,11,163,84,225,90,399,47,252,54,373,9,57,303,229,206,105,118,160,4,2900
Saturday,1,0,1,2,3,314,329,131,100,159,388,87,43,295,266,101,99,170,301,296,186,269,364,2,3907
Saturday,1,0,3,2,0,165,248,238,342,219,174,363,269,362,241,105,30,200,137,378,118,156,27,5,3783
Saturday,0,5,0,5,5,72,283,359,250,207,389,79,306,382,321,398,63,267,178,351,326,171,81,2,4500
Saturday,1,4,3,2,1,224,59,86,162,23,37,358,111,122,247,269,301,289,343,122,6,98,286,3,3157
Sunday,5,0,4,5,3,138,393,78,294,238,181,68,291,322,204,300,253,28,153,324,276,14,190,5,3767
Sunday,1,4,5,3,5,325,104,369,338,79,158,142,49,194,75,29,22,282,12,173,394,133,302,5,3203
Sunday,1,0,1,4,2,189,36,326,355,264,19,207,217,330,321,225,296,28,96,141,163,222,324,2,3769
Sunday,0,3,2,0,1,337,156,221,232,206,11,359,392,229,132,380,318,338,208,268,144,76,296,2,4311
Sunday,4,1,4,1,5,86,237,141,271,133,314,370,359,149,159,296,94,366,330,172,104,198,210,3,4007
Sunday,2,5,0,0,0,106,243,302,95,286,310,85,164,382,83,254,198,163,394,7,207,141,98,2,3527
