Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,4,4,5,175,740.0,1477,2242,2897,7233,59,162,56,13,18,127,117,131,186,122,166,52,0,2,15992.0
Wednesday,2,4,3,4,56,597.0,1193,1753,2350,5706,71,10,72,10,6,114,59,42,36,138,106,27,3,4,12366.0
Thursday,2,4,5,1,84,500.0,951,1308,1822,4338,198,190,151,82,150,111,122,52,142,74,105,13,2,3,10410.0
Friday,1,5,5,2,160,653.0,1224,1875,2460,6017,185,193,174,52,77,99,20,102,180,199,11,126,0,5,13825.0
Monday,4,5,4,4,141,581.0,1003,1511,1942,4826,121,142,26,188,185,175,58,95,150,72,68,65,0,0,11366.0
Tuesday,3,1,4,5,32,559.0,1053,1538,2104,5096,98,55,168,193,138,175,145,54,87,178,197,58,3,4,11948.0
Wednesday,3,4,0,4,151,622.0,1225,1900,2454,6054,16,190,147,106,22,108,93,121,109,6,14,168,1,1,13519.0
Thursday,0,4,5,2,22,360.0,693,973,1331,3228,25,15,4,142,127,50,31,55,102,192,46,117,4,5,7533.0
Friday,1,2,2,2,27,464.0,879,1256,1608,3917,59,165,189,96,101,78,114,119,79,20,178,142,5,5,9508.0
Monday,0,4,2,1,103,630.0,1164,1697,2232,5504,129,95,92,179,25,16,133,46,72,119,123,26,2,4,12398.0
Tuesday,2,0,3,3,152,417.0,765,1138,1529,3702,195,149,161,118,24,160,179,97,160,68,53,88,5,3,9171.0
Wednesday,5,2,5,5,32,438.0,764,1217,1604,3774,65,8,136,139,149,196,120,47,183,90,149,99,1,1,9229.0
Thursday,1,5,5,2,68,652.0,1332,1966,2646,6482,90,74,145,67,175,189,16,140,65,144,101,180,2,2,14549.0
Friday,0,1,5,4,116,750.0,1544,2259,2975,7277,8,57,28,68,194,131,127,124,17,32,161,149,4,5,16036.0
Monday,3,3,2,1,172,699.0,1393,2091,2770,6724,142,50,179,114,135,95,158,99,138,122,100,2,2,1,15195.0
Tuesday,3,2,4,2,34,391.0,807,1126,1483,3672,130,155,128,145,107,163,146,113,174,1,15,3,1,1,8806.0
Wednesday,2,1,5,2,55,512.0,982,1489,1972,4680,58,164,88,30,66,74,177,104,193,140,133,171,2,5,11105.0
Thursday,0,2,5,5,195,570.0,1104,1657,2161,5384,23,70,41,37,81,58,4,148,179,23,172,68,1,3,11991.0
Friday,2,3,4,5,125,339.0,610,774,1031,2554,67,104,200,148,47,124,185,11,112,164,70,19,5,5,6708.0
Monday,1,0,5,4,68,688.0,1300,1990,2598,6354,71,181,171,93,56,42,176,117,169,49,162,184,1,0,14480.0
