Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,2,3,2,310,239,362,463,545,238,94,506,598,134,534,353,351,396,3452,406,386,685,2,5,10066
Wednesday,1,5,3,3,372,339,143,568,63,216,605,612,710,496,154,210,414,402,3232,415,317,292,1,1,9574
Thursday,2,5,4,1,369,313,696,648,553,887,37,855,757,146,48,13,530,580,5306,616,614,398,0,2,13380
Friday,2,0,4,2,435,364,563,102,567,360,32,256,501,275,763,532,411,352,3227,325,416,276,2,2,9769
Monday,5,0,5,2,733,687,522,146,601,777,720,788,929,927,302,648,730,771,7049,765,727,288,2,2,18126
Tuesday,4,1,3,1,390,209,730,272,591,629,280,247,393,147,634,833,499,455,4433,444,437,137,4,1,11774
Wednesday,2,5,5,3,487,360,799,738,471,71,79,387,133,767,537,313,454,502,4156,457,477,497,4,5,11709
Thursday,3,0,1,5,735,830,769,722,20,469,851,352,798,242,739,431,546,552,4616,509,478,77,0,5,13750
Friday,1,1,1,2,791,1036,214,939,680,983,52,985,533,694,841,979,712,747,6735,735,717,942,4,0,19324
Monday,2,0,2,3,476,899,76,24,588,177,808,335,812,85,900,862,773,758,6985,712,787,214,0,4,16282
Tuesday,4,2,1,1,353,278,561,381,141,557,1,57,69,547,237,32,327,379,2886,357,300,25,3,2,7501
Wednesday,5,0,4,3,657,652,833,102,769,96,392,430,214,94,65,992,650,635,5950,679,652,95,4,2,13975
Thursday,0,5,4,5,43,193,53,444,254,173,389,552,522,305,35,79,319,288,2853,295,283,234,0,5,7333
Friday,5,4,4,3,243,900,98,512,190,680,696,6,382,680,665,947,579,608,5608,635,556,717,2,2,14722
Monday,0,2,0,5,333,521,33,392,202,302,150,65,462,102,84,650,323,363,2978,382,315,618,0,1,8283
Tuesday,0,1,5,0,389,308,597,393,361,166,126,826,304,56,986,923,683,616,6145,641,631,796,1,4,14958
Wednesday,5,2,2,5,702,123,150,116,97,58,738,68,16,430,105,724,406,360,3542,381,421,558,1,5,9015
Thursday,1,3,5,4,756,52,573,929,334,57,520,81,653,885,218,368,647,616,5642,606,592,241,4,3,13790
Friday,2,4,5,3,661,209,230,432,107,329,188,986,413,1071,647,1080,793,779,7008,765,765,271,1,1,16750
Monday,3,4,3,3,797,45,25,192,289,415,440,410,955,978,545,1017,704,753,7091,763,788,854,2,2,17078
Tuesday,4,0,2,3,543,236,38,412,66,513,543,698,697,48,320,251,390,403,3700,420,383,7,4,1,9682
Wednesday,1,2,5,3,416,591,152,61,247,171,130,245,436,157,707,286,636,630,5555,598,560,177,2,1,11769
Thursday,0,2,2,1,675,641,921,494,336,1014,1012,206,786,928,944,142,724,721,6834,771,682,354,0,2,18192
Friday,1,4,0,5,465,11,296,594,9,388,3,216,552,666,158,534,363,351,3006,357,380,551,4,4,8918
Monday,0,4,1,0,647,644,2,100,613,184,539,548,405,309,378,790,741,727,6640,726,709,829,5,2,15543
Tuesday,1,0,4,3,32,463,410,745,325,31,615,218,351,528,409,278,325,356,3197,382,324,365,5,0,9367
Wednesday,4,1,3,0,605,152,551,823,694,225,442,441,771,762,582,58,684,655,5891,623,669,39,3,3,14681
Thursday,4,3,5,1,658,305,236,72,116,368,262,663,461,196,648,691,574,513,5181,581,546,911,2,4,13001
Friday,3,2,5,3,74,273,269,193,594,127,175,256,246,308,476,621,270,360,2760,285,357,471,0,5,8133
Monday,1,1,5,4,218,644,705,229,238,485,744,428,255,662,467,742,327,320,3127,396,384,472,1,2,10857
Saturday,1,3,2,3,4,5,5,37,43,130,99,2474,602,1864,3006,1207,171,108,51,187,83,150,180,68,10483
Saturday,4,4,2,1,0,4,4,138,97,41,38,1108,2677,594,1665,2174,25,123,142,16,17,66,119,184,9243
Saturday,0,3,5,3,3,2,0,91,169,88,108,1432,778,404,1100,1801,83,99,136,77,118,0,146,97,6743
Saturday,0,4,3,0,1,1,2,86,11,18,99,2240,2763,1126,619,1627,18,8,49,96,42,88,95,189,9185
Saturday,3,5,0,4,2,1,5,195,106,111,16,972,2305,523,1355,1799,164,18,141,180,157,138,57,103,8360
Saturday,3,4,4,4,3,5,1,54,16,89,16,681,1743,1331,406,1052,85,2,129,146,82,28,23,114,6021
Sunday,3,5,4,4,3,5,5,89,78,14,129,1111,827,536,1362,265,21,130,143,158,25,112,15,120,5164
Sunday,5,2,3,3,1,4,4,103,50,116,200,929,1210,1511,393,607,50,64,5,124,136,99,50,49,5718
Sunday,0,1,3,4,5,4,2,37,110,69,6,2053,1200,478,786,1605,144,54,120,155,88,37,102,35,7098
Sunday,2,3,3,5,1,5,1,154,135,67,195,1267,3084,1824,2418,629,104,121,137,4,95,88,90,185,10617
Sunday,0,1,2,5,5,5,0,171,137,165,118,850,1325,265,1071,515,58,88,200,143,64,159,25,153,5525
Sunday,2,0,5,4,0,4,5,122,152,68,100,1838,2905,2326,665,1182,52,8,28,0,120,85,179,33,9883
