Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,1,4,1,728,768,77,749,247,757,428,103,598,625,440,565,498,156,809,634,403,155,3,0,8749
Wednesday,4,5,2,1,671,92,102,422,466,340,957,660,607,826,614,502,840,285,382,695,48,166,3,5,8695
Thursday,3,1,1,1,223,145,242,943,828,813,176,84,186,948,376,939,14,496,795,497,72,788,5,0,8576
Friday,1,4,1,4,968,751,384,974,118,1048,369,165,798,489,136,596,145,377,769,139,208,228,5,2,8679
Monday,4,2,5,0,617,977,96,593,273,879,501,450,371,828,490,848,175,956,574,725,311,270,4,3,9952
Tuesday,0,4,1,1,379,451,642,731,259,399,1017,269,228,648,408,215,708,912,558,243,323,177,5,1,8579
Wednesday,2,5,0,0,27,741,533,238,271,591,319,328,743,447,209,489,239,415,201,512,5,487,5,3,6810
Thursday,0,0,2,4,230,650,509,638,183,825,408,1002,741,630,548,153,632,233,385,395,250,1014,4,3,9439
Friday,5,3,1,0,597,93,483,745,122,797,807,722,326,345,115,821,710,331,890,196,251,561,2,0,8923
Monday,4,2,1,0,153,290,835,677,773,168,399,231,682,109,51,634,82,485,174,541,871,789,4,1,7956
Tuesday,5,5,0,4,757,689,210,742,207,100,689,851,670,285,494,118,502,100,382,802,122,427,3,5,8169
Wednesday,4,0,0,0,693,132,368,0,440,223,732,594,195,711,643,535,121,800,575,580,410,10,3,4,7773
Thursday,0,3,2,1,146,682,87,718,259,726,598,80,208,575,740,172,767,98,137,250,112,480,4,0,6845
Friday,5,1,4,3,774,457,180,605,402,19,454,761,845,990,427,751,160,881,912,379,512,152,2,5,9681
Monday,0,4,2,4,545,653,11,575,134,683,88,462,120,696,51,212,603,461,204,649,527,641,4,0,7329
Tuesday,5,2,2,0,601,617,662,211,104,531,21,567,640,446,788,234,786,730,353,709,492,400,1,2,8904
Wednesday,2,0,1,3,781,889,534,912,289,854,721,747,466,511,810,726,612,488,384,415,709,589,3,1,11447
Thursday,0,3,5,2,600,275,770,295,483,430,585,441,868,729,686,820,6,736,846,85,325,825,0,3,9818
Friday,0,3,4,0,826,540,829,136,602,597,479,807,54,774,461,467,382,743,807,328,324,95,1,2,9261
Monday,2,0,3,0,457,570,385,625,856,191,572,95,441,292,807,663,613,435,529,339,557,11,5,1,8449
Tuesday,1,5,4,1,865,411,651,864,541,1052,856,435,213,730,97,480,260,859,1027,477,938,136,1,5,10909
Wednesday,2,3,3,4,25,172,232,8,512,591,559,361,560,323,759,220,180,435,242,213,114,754,5,3,6280
Thursday,0,4,1,1,504,662,88,507,708,275,528,496,741,849,83,349,586,392,412,211,299,813,0,0,8509
Friday,3,4,4,3,92,533,301,247,603,430,579,566,140,596,133,101,412,195,702,357,627,355,2,0,6985
Monday,3,1,0,2,464,967,1063,842,720,104,135,977,1004,357,818,309,33,777,389,856,232,62,5,0,10120
Tuesday,4,5,3,4,218,238,662,283,551,194,199,309,302,429,184,191,458,297,118,705,188,185,0,3,5730
Wednesday,2,5,4,5,1032,658,995,729,1075,525,419,91,129,1050,1054,251,1079,150,882,20,479,638,3,5,11280
Thursday,2,2,3,4,79,607,223,293,301,684,804,451,100,542,676,259,848,3,748,511,737,391,5,2,8275
Friday,0,0,2,2,705,805,199,607,243,526,35,279,185,469,274,842,856,699,395,617,647,61,0,0,8448
Monday,5,3,1,0,827,416,708,696,315,486,627,469,326,169,138,269,528,311,13,623,81,227,2,5,7245
Saturday,5,5,5,4,4,88,92,109,144,74,383,235,217,332,47,290,254,337,183,203,92,345,145,5,3598
Saturday,5,4,4,0,5,17,345,87,111,189,98,39,57,42,318,339,67,219,374,374,187,50,298,0,3229
Saturday,3,4,3,2,4,36,304,100,123,93,346,295,239,73,339,123,131,106,110,295,35,287,96,1,3148
Saturday,3,1,2,0,1,86,168,374,146,300,372,213,222,389,248,218,304,170,60,247,168,82,204,0,3978
Saturday,1,4,1,5,1,329,174,86,150,52,148,387,118,149,224,235,165,382,54,40,156,67,146,1,3075
Saturday,4,4,0,0,1,394,205,213,368,385,199,89,42,308,303,306,91,14,217,10,259,188,94,4,3698
Sunday,2,0,0,5,5,274,236,269,18,17,331,112,271,178,186,308,29,259,36,130,345,49,245,2,3307
Sunday,2,5,3,5,3,214,25,338,338,249,222,22,189,235,134,27,250,169,254,231,65,56,45,0,3081
Sunday,3,5,4,4,3,261,195,176,171,5,191,239,293,173,0,8,107,205,176,199,108,242,265,3,3036
Sunday,4,5,2,2,1,19,312,81,125,80,324,117,351,54,221,330,382,227,211,62,148,56,168,5,3287
Sunday,1,5,2,1,5,273,298,383,397,84,251,18,219,139,4,53,165,41,325,198,277,10,214,1,3364
Sunday,1,5,2,3,2,181,190,126,290,128,216,123,67,272,150,222,264,100,48,249,124,286,126,0,3175
