Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,5,5,5,65,67,96,131,183,49,70,6875,6895,2825,2077,2812,78,91,198,3,56,178,3,0,22767
Wednesday,1,2,4,1,48,131,189,161,55,9,89,6665,6628,2691,2006,2706,117,131,64,54,107,138,4,4,22005
Thursday,4,0,4,3,94,77,128,124,115,107,138,3758,3795,1531,1172,1522,94,38,131,19,3,187,1,1,13046
Friday,5,4,5,3,151,69,22,161,191,73,118,7519,7527,3061,2338,3069,173,23,59,155,32,154,5,5,24922
Monday,2,0,2,5,38,19,187,48,167,62,179,2788,2794,1198,864,1150,118,149,114,115,99,27,0,1,10126
Tuesday,1,4,3,3,27,36,23,188,101,95,52,2674,2740,1159,855,1146,142,120,150,104,114,53,3,3,9796
Wednesday,4,4,3,1,147,71,39,180,19,192,183,5496,5488,2220,1693,2193,174,120,101,48,133,47,4,3,18563
Thursday,4,4,5,4,88,61,112,79,140,187,161,4224,4171,1760,1336,1672,54,44,134,138,166,2,4,5,14555
Friday,3,3,3,2,108,129,47,40,121,16,64,5325,5342,2214,1656,2198,0,179,63,150,131,112,4,3,17913
Monday,1,1,3,4,118,41,26,111,99,131,101,3410,3364,1375,1003,1383,75,129,63,73,78,11,2,0,11602
Tuesday,0,5,0,0,130,163,139,21,101,2,130,6395,6442,2631,2013,2617,59,116,154,162,198,190,4,2,21674
Wednesday,3,0,1,3,41,50,116,4,109,21,54,7257,7328,2928,2237,2907,169,172,102,75,126,64,0,0,23767
Thursday,5,1,1,2,120,29,98,160,149,15,6,6561,6551,2628,2021,2643,182,25,117,118,123,69,4,4,21632
Friday,2,5,4,0,67,139,123,80,126,18,124,6958,6923,2791,2108,2803,56,137,26,58,138,108,5,0,22799
Monday,0,5,3,4,94,87,158,185,40,191,156,2601,2606,1056,840,1111,53,93,199,132,168,90,5,1,9878
Tuesday,4,2,0,3,164,80,84,58,38,45,129,6073,6102,2418,1863,2430,184,125,124,40,150,60,5,5,20186
Wednesday,5,0,4,2,194,35,2,195,74,19,148,6827,6781,2736,2040,2722,173,104,164,165,186,12,5,2,22595
Thursday,2,4,5,4,68,168,121,194,54,51,4,5854,5786,2359,1732,2324,34,128,66,92,40,149,1,5,19245
Friday,5,5,5,2,68,34,68,80,5,39,136,2955,2964,1216,879,1204,117,60,30,131,59,123,1,1,10187
Monday,0,2,3,3,107,16,2,71,40,76,181,5978,6050,2486,1854,2480,57,36,22,88,140,108,3,0,19803
Tuesday,3,2,3,5,158,54,176,140,38,7,6,6932,6859,2764,2124,2815,71,116,58,156,57,13,3,4,22564
Wednesday,2,0,3,2,8,66,45,162,174,89,139,5731,5697,2344,1714,2279,143,90,29,16,119,75,3,2,18932
Thursday,1,0,4,0,179,163,172,2,75,107,90,2886,2895,1216,897,1165,200,174,197,172,32,118,1,1,10747
Friday,4,5,3,2,48,120,184,18,71,67,0,4295,4286,1695,1280,1738,117,102,181,17,13,190,4,0,14440
Monday,5,2,0,4,160,38,35,174,46,192,110,6579,6508,2666,1966,2660,63,99,46,38,187,23,0,5,21606
Tuesday,3,4,1,3,59,180,152,40,193,114,137,7200,7243,2935,2175,2935,122,86,15,18,152,104,1,1,23873
Wednesday,5,5,1,5,90,133,116,60,151,64,74,6081,6025,2421,1855,2441,32,131,76,103,108,76,4,3,20060
Thursday,4,1,5,1,47,62,172,104,113,162,138,4006,3999,1621,1287,1651,112,116,59,147,105,180,5,4,14101
Friday,1,0,2,5,27,155,97,105,67,142,194,4060,4098,1642,1278,1619,85,159,61,118,156,125,2,2,14200
Monday,4,2,4,2,110,37,96,121,188,61,96,4907,4880,1943,1452,1956,63,186,181,4,200,139,2,5,16639
Saturday,4,3,2,0,1,331,138,3,53,115,172,370,26,137,272,190,131,205,350,34,68,62,83,5,2755
Saturday,3,4,3,3,2,102,37,194,19,355,22,15,299,100,278,189,262,302,116,206,130,374,212,1,3228
Saturday,1,3,4,1,1,138,173,147,49,365,397,88,280,31,18,17,395,247,145,299,2,81,292,0,3174
Saturday,2,5,0,0,0,91,246,79,192,205,209,40,155,77,105,197,41,98,291,353,40,10,349,0,2785
Saturday,0,3,3,0,4,60,330,177,378,101,306,384,135,4,70,213,12,232,37,127,165,7,399,5,3152
Saturday,1,5,4,0,1,217,136,239,105,54,312,203,395,365,297,49,368,299,285,51,222,45,329,2,3984
Sunday,1,2,1,4,2,118,57,138,52,252,150,149,199,196,340,188,298,234,107,36,359,90,363,3,3339
Sunday,0,1,2,4,3,338,135,70,19,219,245,45,4,119,298,63,207,163,351,32,307,44,258,1,2928
Sunday,3,1,0,5,4,32,275,345,224,363,164,143,288,287,394,327,215,59,2,337,248,202,177,5,4100
Sunday,3,3,4,4,2,200,0,0,271,292,302,21,330,365,195,188,303,255,307,70,143,285,327,4,3874
Sunday,4,2,2,2,2,40,169,170,92,229,52,152,25,240,134,253,320,98,0,77,266,224,27,1,2581
Sunday,4,5,3,3,2,188,86,364,86,291,88,33,323,291,141,378,205,113,26,96,330,283,167,1,3507
