Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,3,0,0,153,36,172,16,88,43,84,2115,1089,1614,5353,602,51,7,44,161,194,118,4,0,11952
Wednesday,5,5,4,0,130,28,16,26,68,9,150,2565,1321,1939,6254,697,62,127,16,176,172,111,4,2,13887
Thursday,1,3,5,4,173,10,111,53,109,47,61,2077,1096,1613,5143,545,17,162,10,85,92,71,4,0,11492
Friday,0,4,2,4,118,197,3,62,173,11,195,2625,1287,1987,6484,654,126,134,104,66,44,50,0,5,14335
Monday,1,5,4,1,193,86,147,158,123,95,81,1780,954,1326,4344,490,3,135,49,12,151,37,1,4,10180
Tuesday,5,0,4,0,47,13,109,175,120,119,160,2267,1192,1688,5561,575,170,109,174,151,97,127,5,4,12872
Wednesday,3,4,3,0,193,39,8,72,166,103,148,1340,671,1020,3226,355,16,54,72,103,136,1,4,0,7737
Thursday,0,5,2,1,161,173,49,191,181,126,193,1854,998,1457,4629,503,119,37,38,96,93,23,1,0,10930
Friday,1,1,5,0,23,117,92,66,166,43,66,1300,699,909,3080,365,143,183,21,30,185,176,2,5,7678
Monday,3,0,4,2,160,139,132,12,188,107,88,2921,1501,2199,7245,744,142,77,92,130,58,35,0,2,15981
Tuesday,3,1,1,0,8,17,41,28,193,172,133,1280,662,928,3036,315,109,16,181,58,0,48,5,5,7240
Wednesday,4,0,4,3,177,112,57,198,177,35,59,1861,934,1425,4624,477,101,135,54,86,97,109,1,5,10735
Thursday,1,5,5,5,150,68,56,196,162,148,124,2826,1438,2139,6935,688,39,132,48,69,142,124,1,1,15502
Friday,2,3,3,0,200,12,171,21,38,185,12,1069,516,869,2595,346,122,84,170,88,83,87,3,3,6682
Monday,1,2,2,5,112,189,104,68,82,3,15,2596,1279,1941,6395,660,150,6,154,12,52,122,5,1,13956
Tuesday,0,4,0,4,29,52,106,139,158,108,11,1300,674,970,3126,405,20,40,138,54,112,15,4,5,7474
Wednesday,5,0,1,3,191,177,122,73,92,5,88,2182,1156,1637,5394,595,106,46,163,189,114,16,3,1,12359
Thursday,3,1,3,5,100,197,94,189,137,16,54,1677,917,1277,4156,436,130,66,157,79,59,110,1,5,9869
Friday,4,4,0,1,67,41,106,24,121,61,38,1045,527,852,2649,304,183,183,159,40,162,3,4,4,6582
Monday,0,4,1,4,56,160,16,73,3,67,43,1740,926,1248,4168,431,71,112,186,13,104,29,0,1,9456
Tuesday,2,3,2,2,117,167,102,153,119,63,64,1929,1021,1425,4782,497,22,33,134,147,76,90,3,5,10958
Wednesday,1,1,4,2,128,165,121,156,149,17,97,1851,923,1444,4635,494,187,103,86,180,154,94,2,2,10996
Thursday,5,3,2,0,102,155,1,167,188,102,146,1847,979,1441,4672,518,56,6,90,165,154,37,1,5,10842
Friday,4,1,4,0,7,149,89,4,87,164,200,1568,791,1233,3941,472,148,143,105,50,195,30,3,3,9391
Monday,0,5,3,4,35,91,10,129,182,30,139,1185,576,949,2892,294,25,109,124,23,40,112,4,0,6961
Tuesday,1,3,1,4,196,87,35,171,111,82,73,1391,694,1069,3512,412,65,89,200,136,172,182,5,3,8694
Wednesday,2,4,1,2,67,64,122,64,117,41,127,1203,619,939,2955,365,25,114,88,80,110,27,1,3,7140
Thursday,2,0,0,1,73,27,153,147,52,25,15,1605,835,1233,3858,438,72,60,164,2,148,146,1,5,9062
Friday,2,0,1,0,127,174,86,56,114,107,110,1770,911,1311,4353,503,98,83,57,25,21,79,5,4,9997
Monday,1,5,4,0,98,14,66,167,113,54,75,2088,1020,1524,5083,583,133,44,155,11,106,76,5,5,11430
Saturday,0,0,0,0,1,1,115,55,121,39,52,68,154,143,96,39,1519,561,1965,973,0,45,134,3,6084
Saturday,0,2,2,1,5,0,44,135,103,167,21,138,111,162,195,90,2271,966,1786,508,189,129,7,0,7032
Saturday,1,2,1,0,3,0,56,17,86,39,16,193,178,195,43,27,1264,2998,1784,2430,58,108,50,3,9552
Saturday,5,2,1,0,3,5,141,62,155,139,174,24,115,42,97,146,2104,604,1619,2659,73,79,172,0,8421
Saturday,4,3,5,0,3,0,8,64,56,168,60,95,26,59,16,116,1676,2849,652,1197,7,108,181,2,7355
Saturday,2,1,1,4,3,1,68,94,124,49,61,169,85,123,9,105,1676,864,2007,1233,179,104,199,4,7165
Sunday,5,4,5,1,2,5,120,136,98,47,88,135,31,149,30,169,1119,1728,782,1380,59,184,50,4,6331
Sunday,5,3,1,3,0,3,142,178,142,140,93,36,156,36,1,48,1443,855,1158,608,34,8,94,1,5188
Sunday,0,1,5,2,5,0,156,11,89,156,133,173,123,44,78,25,2274,604,1735,1141,191,134,18,3,7101
Sunday,2,1,2,1,2,1,93,115,198,41,190,6,150,65,154,61,531,2710,2202,1069,79,55,48,3,7779
Sunday,4,2,2,2,0,4,15,32,126,146,101,93,40,196,11,100,429,2045,1710,816,153,198,10,0,6235
Sunday,0,2,5,0,4,5,162,68,187,180,143,152,154,48,66,4,558,1966,1494,2438,39,136,35,4,7850
