Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,1,4,2,0,0,0,0,13,0,69,81,291,7,7,83,135,23,781,700,119,16,1,3,2339
Wednesday,2,5,2,3,0,0,8,62,0,0,91,113,10,187,0,49,15,96,83,206,64,74,1,0,1071
Thursday,3,1,5,1,0,0,7,0,7,0,0,227,148,15,0,50,25,110,165,0,0,43,4,2,813
Friday,1,2,3,0,7,0,0,0,0,34,99,185,85,13,0,30,239,86,724,246,215,0,4,5,1978
Monday,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,23
Tuesday,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20
Wednesday,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12
Thursday,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13
Friday,5,5,0,5,0,5,0,0,0,33,0,142,184,0,6,4,119,1125,116,220,698,327,2,5,3001
Monday,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17
Tuesday,0,1,2,0,0,0,0,7,32,117,88,257,165,23,0,16,1009,603,463,705,435,45,1,2,3971
Wednesday,2,2,5,2,0,0,0,0,0,276,468,794,224,565,378,433,671,263,372,26,220,38,2,3,4744
Thursday,5,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18
Friday,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20
Monday,3,5,0,5,0,0,0,0,0,94,8,69,55,39,7,27,13,354,420,23,68,72,4,4,1270
Tuesday,5,4,0,1,0,0,0,0,0,150,0,288,13,55,15,27,102,75,211,90,139,75,3,0,1253
Wednesday,5,4,1,3,0,0,0,0,25,272,405,169,0,289,653,951,931,695,164,496,346,26,1,3,5439
Thursday,4,1,2,5,0,0,0,0,0,364,763,436,150,0,1332,675,407,678,690,637,1055,179,3,1,7382
Friday,1,5,2,0,0,0,0,41,28,518,329,537,572,769,506,809,300,159,620,789,499,387,4,1,6876
Monday,2,2,4,2,0,0,0,0,21,0,80,133,0,44,257,216,77,99,306,94,113,116,0,5,1571
Tuesday,5,4,4,1,0,0,0,4,0,83,0,311,79,8,6,59,142,0,102,8,122,71,0,0,1009
Wednesday,1,4,0,5,8,0,6,0,0,22,0,623,58,0,14,312,146,266,121,336,31,68,5,5,2031
Thursday,4,2,3,1,0,0,0,0,0,31,179,180,0,144,105,559,0,366,153,8,132,0,0,0,1867
Friday,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,22
Monday,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22
Tuesday,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Wednesday,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20
Thursday,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8
Friday,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
Monday,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9
Saturday,3,5,2,2,1,331,97,353,284,104,82,7,112,77,231,6,55,284,109,110,278,95,344,5,2977
Saturday,1,4,2,2,5,328,252,58,1,98,314,176,38,195,140,209,243,244,3,105,171,19,108,4,2720
Saturday,5,1,0,3,3,284,389,330,185,242,82,81,301,387,117,41,340,227,62,226,372,202,58,4,3942
Saturday,5,1,1,2,4,242,288,199,304,255,226,28,188,391,274,95,215,36,55,103,255,270,381,1,3819
Saturday,1,2,0,2,0,217,259,166,136,218,115,2,203,175,354,253,281,263,330,25,397,85,282,2,3768
Saturday,2,5,4,1,5,14,132,111,279,82,321,158,46,127,15,47,88,142,375,190,337,76,258,3,2818
Sunday,2,5,5,0,0,57,365,246,69,17,155,96,55,232,157,194,234,242,275,109,132,348,60,0,3055
Sunday,0,5,0,0,2,122,205,241,308,234,354,241,335,16,47,280,367,266,283,400,158,179,130,5,4178
Sunday,5,3,0,2,0,188,106,302,40,52,207,85,131,57,150,293,249,352,184,182,4,206,78,2,2878
Sunday,2,4,1,1,5,203,286,162,243,184,35,345,306,274,120,229,166,240,31,19,190,132,76,3,3257
Sunday,5,4,0,1,1,117,260,57,220,67,53,169,342,118,9,355,266,358,112,280,266,82,119,5,3266
Sunday,5,1,4,2,4,18,130,122,94,231,30,311,301,314,194,263,351,367,76,43,197,361,174,0,3593
