Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,3,3,5,56,4.0,86,47,219,2898,98,63,47,30,32,40,108,174,49,56,38,4,0,0,4063.0
Wednesday,1,0,1,0,79,139.0,146,245,735,1461,165,15,130,13,13,64,179,141,62,167,112,74,5,1,3948.0
Thursday,0,4,1,5,167,273.0,209,258,246,153,21,81,82,76,175,189,61,121,109,117,83,107,3,3,2544.0
Friday,1,4,3,5,101,491.0,254,208,434,1968,122,104,178,144,67,3,176,65,165,198,19,95,0,0,4805.0
Monday,2,4,4,5,77,462.0,409,218,361,4711,194,186,188,71,178,130,137,14,115,9,124,40,0,1,7640.0
Tuesday,4,3,5,3,101,85.0,337,8,340,650,103,163,67,85,149,29,47,37,77,22,61,133,0,2,2511.0
Wednesday,4,5,3,0,89,121.0,136,345,21,2673,5,41,80,4,82,167,52,124,99,198,165,45,3,4,4466.0
Thursday,1,0,5,0,64,106.0,186,41,422,3274,36,58,34,199,193,181,7,69,91,113,0,152,0,1,5233.0
Friday,5,5,2,5,31,320.0,277,478,290,1749,44,170,138,119,188,53,11,129,72,2,77,48,4,1,4218.0
Monday,2,3,1,2,171,718.0,574,342,141,3889,77,30,95,174,88,149,179,42,182,43,137,150,5,0,7194.0
Tuesday,3,4,3,2,57,647.0,317,301,132,2548,162,128,129,92,52,20,80,129,84,18,110,24,1,3,5046.0
Wednesday,5,5,0,2,78,440.0,397,403,107,3299,119,16,187,146,170,196,98,151,83,134,65,95,1,5,6202.0
Thursday,3,4,4,0,49,7.0,600,490,656,1988,194,192,118,74,158,89,167,182,169,73,36,173,0,5,5431.0
Friday,4,5,1,0,162,98.0,40,271,52,1417,90,54,14,196,198,23,131,39,23,169,169,162,5,4,3327.0
Monday,2,4,3,1,55,508.0,118,76,418,2658,122,39,69,107,40,110,42,64,76,28,152,143,3,4,4842.0
Tuesday,0,5,4,0,185,106.0,16,373,465,1528,25,174,75,12,104,9,48,157,47,17,65,8,5,0,3428.0
Wednesday,2,5,0,1,10,31.0,281,488,423,3927,148,115,27,137,16,158,58,0,122,125,84,174,1,4,6337.0
Thursday,2,0,5,2,154,362.0,186,221,243,1845,194,74,8,104,91,4,37,165,100,52,128,16,5,1,3999.0
Friday,0,2,4,0,146,131.0,479,31,315,1249,197,10,88,44,189,71,178,26,53,182,39,162,1,0,3597.0
Monday,4,2,1,1,84,149.0,38,20,290,651,110,42,98,115,67,195,48,17,104,154,82,157,1,0,2430.0
Tuesday,4,4,4,2,66,167.0,25,151,115,2085,88,0,48,67,197,96,50,126,143,184,96,43,1,4,3766.0
Wednesday,3,2,0,5,13,537.0,524,67,738,6172,85,12,2,109,24,80,146,6,67,59,164,38,0,3,8856.0
Thursday,1,2,2,5,185,482.0,99,391,360,2448,41,87,157,185,58,176,92,194,128,28,125,159,3,5,5413.0
Friday,0,3,4,0,19,421.0,333,81,283,3306,0,191,11,188,184,81,47,121,177,78,38,104,2,4,5676.0
Monday,1,4,5,4,165,14.0,582,463,514,828,83,99,26,2,121,39,37,176,27,80,163,50,4,5,3492.0
Tuesday,4,5,0,3,140,322.0,203,239,46,1085,7,147,131,25,198,27,129,13,70,165,7,117,1,5,3089.0
Wednesday,1,5,2,2,192,57.0,129,305,301,1810,173,162,129,53,88,109,148,43,100,71,45,42,2,1,3970.0
Thursday,5,1,1,3,19,274.0,205,683,731,6337,128,13,73,141,98,86,127,75,87,93,111,142,2,3,9438.0
Friday,0,4,4,0,180,142.0,244,613,495,1762,15,26,137,166,178,22,123,101,142,109,70,73,5,5,4616.0
Monday,2,0,5,1,113,690.0,687,114,217,84,24,32,147,88,147,187,138,185,60,42,162,123,1,1,3250.0
Saturday,0,3,5,3,0,5.0,1,64,199,132,143,2146,1145,1665,592,2761,14,18,200,111,110,84,141,114,9656.0
Saturday,0,5,3,5,3,4.0,2,102,136,138,91,408,828,1153,1896,1574,40,92,150,106,108,1,10,54,6909.0
Saturday,5,4,3,4,1,5.0,1,104,44,167,188,305,702,1002,1233,1539,159,143,93,115,152,7,96,7,6079.0
Saturday,5,4,3,3,3,2.0,3,162,144,4,108,407,1489,1781,1048,756,93,2,128,128,147,117,80,192,6809.0
Saturday,1,3,4,2,4,1.0,2,10,113,98,69,874,572,1501,1200,307,193,96,85,160,116,194,61,139,5805.0
Saturday,4,0,5,4,2,1.0,4,73,88,72,87,2417,530,1497,1053,1955,119,39,36,52,53,153,101,60,8405.0
Sunday,0,4,1,2,2,5.0,3,177,131,72,16,2792,1204,1714,562,2271,42,7,44,143,167,76,178,35,9648.0
Sunday,3,1,1,0,2,0.0,5,161,143,1,2,1105,800,338,570,1326,163,53,19,106,134,107,9,68,5117.0
Sunday,1,0,4,4,3,2.0,1,160,9,85,34,1771,1420,373,1058,743,28,32,96,115,158,128,165,47,6437.0
Sunday,1,3,3,3,2,4.0,3,106,160,135,156,975,1206,316,609,1534,96,150,150,168,60,131,8,169,6148.0
Sunday,0,1,0,3,2,0.0,1,33,197,47,141,877,1269,1716,2045,482,25,47,62,14,99,112,89,60,7322.0
Sunday,4,1,1,4,3,3.0,4,50,25,113,174,2313,947,1424,1871,511,65,76,68,112,196,35,140,101,8241.0
