Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,3,0,5,100,537.0,1626,5385,5319,533,186,62,106,96,21,77,37,29,192,8,51,161,5,1,14544.0
Wednesday,1,4,3,1,122,592.0,1728,5660,5657,606,102,106,55,60,42,187,130,148,43,118,106,196,2,5,15674.0
Thursday,3,4,1,3,25,669.0,1810,6067,5977,655,124,122,187,170,132,70,145,90,152,114,127,182,1,2,16832.0
Friday,2,3,5,4,142,308.0,906,2788,2715,344,182,137,76,33,81,179,124,148,184,97,129,45,0,2,8634.0
Monday,4,0,4,2,99,491.0,1293,4199,4117,439,119,165,107,80,102,148,131,79,18,158,118,174,3,1,12051.0
Tuesday,3,2,2,4,6,531.0,1311,4368,4363,465,12,193,129,93,30,28,152,123,6,158,121,2,3,0,12105.0
Wednesday,2,3,0,3,66,626.0,1917,6335,6257,663,177,90,57,139,141,120,170,113,176,172,79,152,3,0,17461.0
Thursday,4,5,2,5,108,732.0,2226,7291,7250,790,27,171,51,113,163,156,160,102,39,42,22,82,2,3,19546.0
Friday,4,5,2,0,3,506.0,1306,4384,4302,518,99,187,66,138,64,78,44,155,49,3,174,93,5,1,12186.0
Monday,4,5,5,3,145,537.0,1315,4421,4378,480,167,188,150,83,70,124,48,156,123,142,157,69,1,1,12772.0
Tuesday,3,1,1,0,22,435.0,1230,4077,4020,487,28,198,16,164,70,101,13,161,10,87,70,172,2,5,11373.0
Wednesday,0,0,0,4,168,623.0,1875,6172,6125,651,55,172,182,114,113,118,186,51,116,137,17,80,0,4,16963.0
Thursday,0,1,3,3,159,306.0,828,2788,2723,359,24,174,56,79,65,15,111,65,169,160,95,58,1,3,8245.0
Friday,3,5,4,5,175,563.0,1729,5695,5620,575,69,27,24,101,85,28,124,107,95,118,57,31,0,3,15243.0
Monday,5,5,1,2,93,762.0,2137,7035,7002,720,10,114,80,181,125,63,130,24,144,92,97,104,2,0,18928.0
Tuesday,5,5,4,3,111,535.0,1428,4544,4475,481,43,15,20,176,8,20,116,109,73,94,182,134,4,4,12589.0
Wednesday,0,2,5,0,149,562.0,1698,5385,5351,556,137,100,115,197,30,186,164,177,22,188,1,36,4,3,15068.0
Thursday,1,0,1,4,140,333.0,1057,3325,3255,382,5,191,197,87,179,47,80,150,87,123,91,60,2,5,9802.0
Friday,4,2,0,0,85,521.0,1613,5189,5098,557,86,39,71,124,119,25,61,131,80,110,79,172,4,0,14170.0
Monday,5,5,2,3,62,806.0,2322,7456,7451,825,177,185,107,97,68,184,144,176,149,151,136,168,1,4,20684.0
Tuesday,0,0,5,2,11,676.0,1999,6669,6600,733,184,188,41,16,72,12,138,35,65,25,41,193,2,5,17712.0
