Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,3,3,5,747,594,446,127,703,492,790,400,337,106,97,162,558,611,261,56,21,695,1,4,7221
Wednesday,0,4,2,1,215,266,501,685,446,344,547,71,395,160,860,445,883,494,75,370,972,281,3,3,8023
Thursday,5,2,5,5,212,789,204,12,25,83,492,492,439,407,807,700,218,445,604,198,755,612,5,1,7517
Friday,2,3,0,0,465,377,431,719,129,186,433,530,634,444,399,268,643,89,198,133,440,241,3,3,6770
Monday,0,0,0,3,266,620,291,626,297,551,53,199,631,294,337,617,156,311,273,354,594,691,5,2,7171
Tuesday,2,3,0,1,418,47,469,98,793,465,276,584,315,107,592,537,101,748,343,783,363,546,4,3,7598
Wednesday,2,5,5,4,565,308,607,693,317,138,750,81,469,364,181,15,48,476,600,36,215,108,0,3,5990
Thursday,0,4,3,2,594,372,70,329,70,705,15,159,99,481,345,474,283,494,395,113,263,168,0,0,5438
Friday,3,4,3,1,251,576,685,945,84,119,112,789,571,472,518,192,318,163,947,946,528,111,5,3,8346
Monday,3,5,5,5,47,609,524,627,723,644,396,801,701,783,432,138,649,374,83,227,841,317,2,5,8941
Tuesday,4,2,3,2,110,875,867,198,438,973,70,129,46,613,557,917,63,603,837,740,947,660,2,4,9660
Wednesday,0,2,1,3,820,546,771,111,227,175,130,329,285,758,281,93,348,736,768,225,373,675,2,1,7660
Thursday,0,5,0,2,865,865,345,82,143,336,777,164,553,317,804,205,832,214,2,652,370,943,2,2,8480
Friday,2,4,3,5,483,462,375,15,187,36,230,564,513,597,65,421,247,313,339,350,319,108,5,0,5643
Monday,1,2,4,3,576,261,18,666,693,233,520,247,528,619,613,723,112,164,5,583,219,63,1,1,6855
Tuesday,4,2,3,1,274,379,149,267,676,34,313,785,246,528,555,387,23,222,691,95,370,711,5,2,6722
Wednesday,3,2,1,4,1047,1,146,609,734,290,1051,1044,232,989,584,249,440,529,301,1087,770,570,3,4,10690
Thursday,2,5,0,2,335,500,666,453,736,128,291,574,630,484,188,52,662,759,431,430,96,715,3,4,8146
Friday,5,1,3,0,572,593,115,620,19,296,632,699,638,585,181,58,455,310,3,718,77,184,3,5,6772
Monday,2,1,0,1,382,318,1019,554,243,782,307,384,4,360,725,904,929,153,930,1023,329,212,2,1,9565
Tuesday,5,5,4,1,658,463,193,629,643,625,657,425,132,354,522,578,693,718,286,587,523,159,4,4,8868
Wednesday,1,5,5,3,411,161,271,79,881,457,418,717,192,263,166,306,311,10,617,350,398,471,5,0,6498
Thursday,2,5,5,3,17,539,650,256,149,463,930,111,176,264,50,392,541,557,472,352,232,705,4,3,6878
Friday,0,2,5,0,76,70,701,583,449,578,264,440,217,283,487,804,1033,982,682,405,126,134,1,1,8323
Monday,5,1,1,0,332,379,536,191,230,49,5,31,578,200,405,632,434,393,449,185,687,21,4,1,5749
Tuesday,2,2,1,5,364,303,120,5,449,134,3,577,327,152,475,395,160,232,47,108,30,228,1,1,4121
Wednesday,2,2,0,4,3,754,407,555,306,953,137,578,290,965,97,684,139,535,11,82,115,36,1,1,6657
Thursday,1,3,5,5,194,66,513,59,732,126,68,155,775,432,865,259,7,709,604,306,844,459,5,2,7194
Friday,0,1,2,5,627,499,117,713,305,196,651,644,620,624,250,190,762,155,30,729,785,613,2,0,8520
Monday,1,5,4,0,677,824,610,680,374,986,565,131,432,317,316,334,861,168,253,774,532,668,3,3,9518
Saturday,2,1,5,1,2,5,0,148,44,162,27,552,2627,1576,1056,2080,128,87,163,31,82,126,166,198,9269
Saturday,5,1,4,1,0,4,0,68,167,2,47,1376,1113,303,575,879,142,81,72,171,133,130,135,106,5515
Saturday,0,5,5,4,3,4,5,66,182,119,14,1606,871,2013,1248,427,43,53,142,12,122,25,175,96,7240
Saturday,0,5,4,5,3,4,5,45,110,129,175,518,1061,1971,2440,1555,167,134,73,163,172,128,134,192,9193
Saturday,3,0,1,4,5,2,1,135,8,47,94,1245,2009,837,479,1649,10,25,37,9,112,154,113,91,7070
Saturday,1,1,1,2,4,2,5,18,181,195,37,810,301,1129,1310,576,54,76,2,50,197,60,61,70,5143
Sunday,0,5,4,4,4,2,0,52,112,15,37,1633,2661,2117,576,1057,170,164,98,25,157,70,154,178,9295
Sunday,2,3,4,0,1,4,5,43,41,106,148,1780,2279,2834,1223,593,73,106,10,29,41,191,140,86,9742
Sunday,4,1,5,1,4,2,0,145,70,113,1,1353,785,1083,590,272,189,63,188,41,23,180,128,173,5414
Sunday,0,0,2,0,1,0,3,62,42,45,103,2493,979,520,1962,1458,40,14,89,186,23,101,17,198,8338
Sunday,5,3,3,3,2,0,2,31,78,175,20,1151,2759,2234,567,1633,194,70,125,19,192,48,152,157,9623
Sunday,1,2,2,3,0,0,4,3,81,184,7,573,1177,306,1401,879,192,60,22,99,199,94,119,197,5605
