Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,0,4,2,159,209,357,631,369,673,682,504,371,507,195,296,303,202,124,12,289,569,2,2,6467
Wednesday,5,2,1,1,176,568,691,658,323,94,697,79,382,68,308,101,574,352,66,245,120,390,0,3,5904
Thursday,4,4,2,5,323,31,366,72,298,43,650,25,163,218,170,535,200,619,488,600,258,149,2,4,5229
Friday,2,3,3,5,118,318,644,79,310,198,11,62,538,480,113,441,727,539,192,540,34,195,2,5,5559
Monday,5,4,0,2,525,758,549,615,366,844,58,433,36,779,687,162,683,698,849,288,365,772,2,2,9482
Tuesday,0,5,0,2,831,563,274,431,768,686,808,309,506,64,743,598,99,255,792,227,625,821,4,4,9415
Wednesday,4,5,2,5,30,321,27,332,595,140,392,391,609,484,178,192,159,117,441,767,464,729,1,3,6388
Thursday,3,4,5,2,207,445,269,777,760,521,812,614,486,757,477,679,307,364,694,260,658,793,5,3,9902
Friday,1,5,0,2,557,868,84,744,100,165,582,751,751,27,794,695,464,105,567,27,164,194,4,2,7653
Monday,4,5,3,3,562,498,336,814,608,454,612,683,236,76,297,187,870,491,210,864,50,986,2,5,8856
Tuesday,4,3,0,1,32,757,348,608,464,244,219,439,67,41,225,326,740,574,224,352,672,103,5,1,6449
Wednesday,3,1,3,4,418,155,874,837,198,5,206,94,731,134,395,156,282,759,498,54,319,450,0,2,6578
Thursday,1,4,2,1,329,160,385,100,287,480,649,654,312,151,716,1,446,281,665,24,360,609,1,3,6621
Friday,3,4,2,0,889,726,757,1060,335,787,72,231,377,997,282,4,570,96,407,418,765,529,3,1,9315
Monday,2,3,2,5,66,140,326,425,262,89,492,859,568,504,949,496,294,922,663,57,332,845,1,5,8307
Tuesday,1,1,5,2,389,121,261,51,556,770,515,155,714,469,182,23,622,140,436,541,656,14,5,2,6631
Wednesday,1,2,2,1,686,620,704,334,204,818,870,322,454,644,336,539,514,663,553,731,418,627,2,2,10047
Thursday,5,5,2,5,67,508,352,857,435,377,890,234,972,805,247,368,146,426,877,826,296,940,5,0,9645
Friday,0,4,0,5,268,673,546,665,12,71,189,326,433,646,568,41,695,561,697,639,706,447,1,2,8195
Monday,2,0,1,5,195,642,781,54,742,64,981,5,266,554,731,274,834,952,598,714,15,114,5,3,8532
Tuesday,4,1,4,3,200,647,160,578,156,272,307,154,454,198,607,451,316,367,636,125,468,366,3,5,6482
Wednesday,5,3,5,2,202,867,475,885,405,651,294,195,441,417,18,772,917,898,25,285,183,250,5,2,8202
Thursday,0,0,2,2,825,491,201,18,400,729,684,868,902,608,23,804,642,769,497,635,401,210,5,4,9720
Friday,1,5,3,2,779,880,149,38,499,678,816,142,403,39,706,637,459,487,860,777,200,492,4,5,9061
Monday,0,3,1,5,239,1050,711,418,112,485,803,1052,935,457,316,121,810,509,903,544,949,213,0,0,10636
Tuesday,4,3,4,5,243,351,329,552,490,216,715,24,790,162,290,666,274,620,153,269,707,240,2,1,7110
Wednesday,2,1,2,5,437,450,124,110,0,353,387,272,440,634,6,400,236,905,254,960,554,550,0,2,7084
Thursday,5,1,2,2,638,731,138,420,618,717,593,8,538,773,440,470,713,179,58,425,238,356,5,1,8069
Friday,5,0,3,5,270,198,120,725,261,314,210,635,160,547,66,89,217,165,671,294,727,322,3,4,6011
Monday,0,5,0,1,24,383,668,383,12,752,972,402,38,810,401,915,945,555,337,20,498,6,1,5,8133
Saturday,4,0,4,3,2,849,463,1996,134,12,173,61,45,165,152,75,8,128,124,98,26,171,141,2,4836
Saturday,2,2,1,4,2,1536,1110,1867,83,113,18,139,27,25,55,163,23,72,119,175,174,59,39,3,5811
Saturday,0,1,0,0,1,2155,1309,1743,45,166,37,82,151,198,195,178,137,61,2,192,43,80,181,0,6957
Saturday,0,1,0,3,2,448,1989,878,107,78,66,36,112,146,146,17,141,3,13,23,13,31,96,3,4352
Saturday,5,4,0,0,0,1672,1397,356,192,53,4,116,103,129,120,121,87,100,144,90,134,8,134,2,4971
Saturday,2,2,0,5,1,1268,566,1086,180,5,51,50,153,34,119,95,44,22,37,73,8,105,18,5,3929
Sunday,1,1,1,0,4,1375,696,1689,41,98,12,179,139,40,105,59,149,85,47,19,153,4,74,4,4975
Sunday,3,1,5,4,4,738,1675,415,49,57,131,29,60,11,115,171,8,95,15,185,28,93,192,5,4089
Sunday,1,3,2,5,3,3000,2334,1169,193,3,199,148,174,40,157,20,166,48,172,150,161,69,99,2,8318
Sunday,3,1,2,1,2,574,1401,931,81,146,169,51,87,39,196,64,175,1,37,81,177,57,52,2,4330
Sunday,2,4,3,1,0,272,1137,607,126,123,56,93,49,195,179,2,177,138,164,39,36,117,170,1,3691
Sunday,0,3,2,3,3,636,1835,2397,3,141,113,171,46,134,70,48,125,10,152,17,141,64,158,0,6272
