Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,2,0,0,0,0,319,225,154,230,73,1174,977,38,27,231,20,288,242,144,237,0,4,4,4393
Wednesday,0,2,2,0,0,8,355,319,160,302,14,178,185,93,125,861,531,585,48,507,431,247,0,5,4958
Thursday,2,5,0,0,0,0,290,717,268,48,36,135,106,74,235,91,104,426,282,227,236,4,1,0,3287
Friday,4,2,3,4,8,0,529,272,173,95,291,40,146,50,250,758,142,218,351,153,246,34,0,1,3770
Monday,5,5,2,2,23,0,499,90,184,235,60,47,128,60,224,19,131,271,82,181,175,56,3,0,2482
Tuesday,4,5,5,4,0,36,214,116,130,119,72,144,7,0,0,0,0,0,0,0,0,0,2,2,860
Wednesday,4,4,0,0,0,0,404,109,29,41,569,96,18,256,245,204,150,277,305,291,259,15,2,0,3278
Thursday,4,1,0,5,0,0,247,136,216,108,130,116,113,20,252,13,94,76,477,107,135,136,5,3,2394
Friday,4,4,4,1,0,203,311,105,218,197,410,794,293,1001,617,533,713,260,892,222,138,256,1,5,7182
Monday,2,1,1,1,0,0,363,115,15,175,6,117,154,89,115,154,138,440,133,102,295,16,0,3,2435
Tuesday,5,2,0,1,0,0,335,14,117,108,220,274,109,75,10,838,88,216,170,115,186,0,4,0,2887
Wednesday,4,3,5,4,0,0,521,154,957,602,1049,2315,1236,692,1742,1153,308,785,367,243,198,0,0,5,12343
Thursday,0,1,1,4,0,0,320,227,101,416,63,236,17,178,196,169,187,432,287,170,334,129,0,2,3470
Friday,0,0,5,5,0,0,523,562,643,672,120,484,636,305,962,559,551,0,0,0,0,0,0,2,6029
Monday,1,4,0,0,0,0,37,198,170,159,383,194,639,1224,611,319,311,255,303,482,350,263,3,0,5906
Tuesday,0,1,1,3,0,0,166,179,54,70,100,133,106,807,652,469,604,895,419,799,313,229,4,2,6006
Wednesday,5,3,5,5,0,0,330,180,36,65,201,230,67,710,221,1049,960,633,150,342,476,469,5,4,6146
Thursday,5,1,2,3,0,6,4,587,289,182,531,718,472,912,602,1052,466,489,799,170,240,64,5,4,7603
Friday,2,3,4,4,0,0,0,689,239,59,296,63,1102,815,373,116,139,233,153,199,226,0,1,5,4721
Monday,4,0,3,1,0,0,391,234,166,94,1116,121,128,125,190,67,166,234,139,138,149,128,0,2,3596
Tuesday,5,2,3,1,5,0,370,74,65,199,136,293,322,866,569,250,690,779,1038,121,448,611,4,1,6852
Wednesday,5,2,4,5,0,0,0,251,201,167,167,381,55,623,758,815,544,344,647,617,244,162,5,1,5998
Thursday,2,5,4,4,6,9,86,420,223,395,127,214,47,396,762,681,575,572,623,421,860,117,4,3,6556
Friday,5,4,3,3,0,651,669,580,709,857,578,468,1196,1494,379,936,1472,299,815,347,377,314,5,2,12163
Monday,3,0,4,2,0,0,279,282,427,287,772,547,626,673,438,698,669,568,1008,243,383,279,2,1,8191
Tuesday,1,2,5,1,0,0,632,362,238,237,326,216,503,88,187,77,147,284,226,189,424,19,3,4,4171
Wednesday,3,3,1,4,0,0,441,211,649,1338,415,508,261,170,117,117,12,251,322,217,475,0,0,3,5518
Thursday,5,2,1,0,0,0,527,707,460,147,130,179,109,658,505,1058,1960,1848,606,754,666,323,0,2,10647
Friday,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,118,2,4,164
Monday,0,2,4,1,0,0,364,322,216,102,342,163,53,536,582,883,2375,820,331,552,759,150,3,1,8561
Saturday,0,0,5,3,3,0,33,145,132,24,97,113,40,163,17,144,676,1212,925,310,153,159,175,5,4534
Saturday,3,3,0,4,1,4,174,50,137,83,98,127,174,94,3,187,2316,1414,1855,450,77,42,117,2,7415
Saturday,2,1,2,2,0,4,167,153,52,19,0,3,59,96,190,155,2410,1226,2961,674,17,105,110,4,8412
Saturday,4,1,0,5,3,2,186,159,109,104,161,109,65,118,160,37,1045,378,727,1333,155,32,38,2,4933
Saturday,1,0,5,4,2,3,181,185,161,30,121,82,80,186,54,43,1675,828,2071,433,54,67,135,1,6402
Saturday,3,1,5,3,4,4,23,63,187,14,179,120,54,144,28,17,1155,1799,440,1510,33,21,60,0,5867
Sunday,0,5,1,5,5,4,17,119,13,177,92,16,56,8,155,155,535,1981,1031,1466,127,25,79,1,6073
Sunday,3,3,3,2,3,5,64,134,44,98,80,51,133,129,150,175,456,1261,861,1977,42,13,98,3,5788
Sunday,3,0,2,4,3,3,95,138,164,62,48,28,81,104,31,0,1306,492,921,1732,151,185,3,1,5557
Sunday,4,5,5,3,5,1,5,92,176,10,85,43,162,118,143,19,1091,1528,2057,2562,2,74,193,3,8386
Sunday,2,0,4,1,3,0,76,106,104,95,79,174,164,54,75,178,1622,2623,1141,2108,99,11,169,4,8892
Sunday,4,3,4,4,4,1,199,22,88,126,13,40,65,46,16,73,2717,620,2155,1135,92,100,55,3,7585
