Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,4,3,5,144,4619.0,91,112,72,4499,95,143,27,84,6,100,158,157,200,182,191,117,2,0,11012.0
Wednesday,3,1,2,0,12,3659.0,12,28,82,3620,25,52,144,1,39,11,58,126,27,66,158,104,3,4,8237.0
Thursday,4,0,5,5,81,3503.0,39,161,32,3365,190,9,188,63,134,86,147,116,175,112,51,17,2,3,8488.0
Friday,1,5,5,1,195,6181.0,58,59,10,6135,53,139,117,84,103,13,57,97,190,12,7,137,5,0,13664.0
Monday,5,2,5,3,55,7016.0,74,86,18,7021,141,195,163,104,10,120,159,61,19,115,18,22,5,5,15422.0
Tuesday,5,5,1,4,113,5222.0,112,29,0,5090,182,130,113,73,85,92,140,154,103,99,105,18,0,3,11878.0
Wednesday,4,3,1,5,171,6207.0,180,181,33,6089,135,142,188,138,172,126,80,197,93,168,142,4,4,5,14468.0
Thursday,2,3,0,0,63,5985.0,26,155,98,6470,151,88,60,147,128,58,125,66,76,23,59,74,1,2,13860.0
Friday,4,1,1,2,96,5059.0,200,101,195,5131,192,42,173,52,109,113,176,171,158,172,186,93,5,3,12435.0
Monday,1,5,1,0,80,3739.0,130,43,136,3831,169,31,12,175,23,164,2,31,6,50,70,88,3,0,8790.0
Tuesday,4,0,3,1,23,3108.0,118,87,82,3300,191,80,193,104,20,29,69,158,6,4,138,68,0,4,7790.0
Wednesday,4,3,1,1,121,7578.0,193,77,190,7964,139,51,140,24,95,173,131,21,14,27,46,38,5,4,17040.0
Thursday,5,2,1,5,112,4601.0,117,175,53,4638,118,13,68,72,73,59,169,49,96,199,76,200,2,5,10908.0
Friday,1,0,4,4,40,4856.0,167,144,149,4648,128,136,133,175,2,31,157,129,140,3,145,178,3,2,11375.0
Monday,5,2,1,2,178,5965.0,10,97,146,6037,175,2,153,13,156,14,100,80,64,72,60,182,5,0,13519.0
Tuesday,0,4,1,0,64,5437.0,108,126,134,5679,24,20,80,182,56,113,104,109,42,97,75,84,1,1,12541.0
Wednesday,5,1,2,2,111,3700.0,180,178,120,3887,140,102,125,30,110,95,88,55,44,112,49,82,1,0,9219.0
Thursday,0,2,2,2,86,6332.0,188,7,184,6460,179,176,73,53,129,110,23,13,66,48,50,120,0,4,14307.0
Friday,5,5,1,5,121,6938.0,66,50,162,6886,194,32,180,192,105,157,83,187,46,94,159,149,3,4,15824.0
Monday,2,2,0,3,156,6627.0,83,131,64,6455,84,86,164,96,143,2,115,52,6,41,4,191,1,2,14510.0
Tuesday,4,0,0,5,85,5055.0,195,163,122,4787,52,167,93,32,126,27,96,43,163,137,109,2,4,0,11467.0
Wednesday,3,5,2,1,153,7039.0,25,26,58,6939,38,14,71,176,123,3,186,160,192,174,127,80,3,0,15598.0
Thursday,1,0,1,4,26,5720.0,110,152,116,5846,8,140,85,32,165,57,60,133,103,15,182,101,0,1,13058.0
Friday,1,1,4,5,92,3969.0,1,159,187,3974,53,160,179,103,100,56,71,100,34,16,58,68,4,0,9395.0
Monday,1,0,2,5,23,3528.0,51,28,142,3847,27,178,132,81,133,48,104,116,26,178,176,168,5,0,8999.0
Tuesday,5,5,5,2,88,7541.0,36,73,6,7458,174,64,86,200,16,192,169,14,200,134,28,132,3,2,16633.0
Wednesday,0,0,3,5,156,6791.0,2,97,166,7072,20,163,127,94,121,187,54,9,65,51,58,49,5,4,15299.0
Thursday,2,2,3,2,135,7161.0,177,181,148,7248,68,190,128,9,185,92,12,176,165,2,180,120,3,4,16393.0
Friday,5,3,1,1,102,4805.0,76,86,119,4970,179,100,89,130,146,84,146,31,114,187,58,126,5,4,11567.0
Monday,0,2,0,3,82,7627.0,24,77,164,7530,165,94,123,49,138,73,133,100,89,67,7,15,2,5,16569.0
Saturday,3,4,0,1,4,356.0,224,226,290,171,222,204,319,285,294,45,127,258,348,133,197,316,355,3,4385.0
Saturday,2,4,3,2,3,132.0,248,169,31,81,196,88,270,33,149,368,147,48,359,363,229,370,357,1,3653.0
Saturday,3,2,3,4,1,223.0,76,47,303,311,383,154,300,256,67,172,53,330,168,336,111,346,37,1,3687.0
Saturday,1,0,1,2,0,280.0,28,158,52,18,126,335,331,292,11,386,73,387,193,398,140,206,32,4,3454.0
Saturday,0,3,1,3,5,40.0,381,36,260,261,45,225,56,279,97,145,19,116,52,305,301,34,108,1,2773.0
Saturday,2,4,2,1,0,321.0,224,305,99,127,366,358,399,374,385,45,359,252,49,28,385,330,351,0,4766.0
Sunday,5,3,4,0,3,201.0,164,205,137,336,82,38,65,339,2,51,394,182,53,66,154,288,363,5,3140.0
Sunday,2,2,5,1,2,289.0,140,206,395,194,257,35,197,279,258,202,203,249,387,180,312,0,269,5,4069.0
Sunday,2,4,5,3,0,150.0,248,175,315,238,10,187,39,383,309,168,34,311,77,189,15,187,110,5,3164.0
Sunday,3,3,0,4,1,149.0,197,12,197,156,103,73,300,368,0,125,20,109,132,324,176,229,251,2,2934.0
Sunday,4,5,2,3,2,215.0,174,348,1,104,305,358,121,23,122,211,44,254,235,98,158,160,378,0,3325.0
Sunday,4,3,3,1,1,281.0,59,218,130,386,91,184,397,171,156,232,244,53,94,54,303,216,93,4,3378.0
