Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,0,2,5,734,703,609,213,503,169,457,443,274,180,965,629,600,390,443,542,252,173,1,1,8288
Wednesday,1,2,4,2,234,69,737,43,1,109,645,562,459,270,104,582,289,701,489,610,598,752,2,2,7267
Thursday,5,5,5,3,396,111,296,740,89,516,785,451,366,789,352,449,359,337,423,605,261,778,3,1,8125
Friday,0,1,0,2,826,422,842,941,132,865,958,608,161,585,207,729,678,899,1036,161,223,942,2,0,11220
Monday,4,0,5,4,947,864,606,320,99,665,201,78,698,276,1051,958,302,178,121,659,735,670,4,1,9446
Tuesday,2,1,2,3,387,460,243,270,384,168,763,22,93,175,384,125,215,475,646,570,226,578,2,0,6194
Wednesday,4,2,1,3,356,615,770,78,284,649,11,335,593,712,511,448,174,775,484,36,828,568,2,1,8240
Thursday,1,1,5,1,1045,965,322,997,967,997,201,815,1010,489,364,634,775,347,943,604,217,345,2,0,12047
Friday,0,1,2,1,73,64,279,395,613,353,50,602,421,486,791,143,836,640,659,521,303,256,1,3,7493
Monday,3,5,5,3,113,59,119,414,807,810,450,492,380,875,98,83,595,283,448,284,725,609,2,3,7665
Tuesday,2,2,1,0,973,660,332,618,743,1043,50,399,489,1022,146,353,166,398,793,1100,330,591,2,1,10214
Wednesday,3,5,1,2,815,21,426,269,597,810,235,33,231,844,726,122,825,583,770,31,644,440,1,1,8435
Thursday,4,2,1,2,90,680,594,932,207,948,30,291,144,738,226,891,181,883,411,727,669,323,5,1,8980
Friday,5,2,2,1,638,974,296,190,826,389,561,197,698,883,704,507,463,874,668,458,793,159,0,0,10288
Monday,1,4,0,2,876,715,628,64,68,815,697,404,630,246,148,298,790,219,187,866,340,158,4,4,8164
Tuesday,1,4,3,5,376,588,59,911,1024,372,78,352,419,10,340,141,137,325,738,47,239,818,5,2,6994
Wednesday,5,4,4,4,555,229,73,129,873,571,458,524,792,368,605,609,140,403,791,197,383,637,3,2,8359
Thursday,5,4,3,4,325,239,934,61,564,219,261,129,582,181,415,681,677,803,674,510,714,705,1,5,8696
Friday,2,3,4,0,700,618,21,897,762,992,31,1007,632,392,955,920,102,710,198,385,84,405,4,3,9827
Monday,3,5,4,1,645,598,476,344,547,669,400,194,607,850,824,599,183,178,298,741,749,366,4,5,9290
Tuesday,2,1,4,4,291,753,620,194,340,300,38,115,208,667,216,43,130,280,286,697,176,234,1,1,5601
Wednesday,2,3,2,2,514,303,367,479,55,416,585,554,499,131,29,233,479,725,105,546,774,67,1,5,6876
Thursday,0,0,2,5,798,386,338,761,510,342,672,301,980,225,467,664,837,922,350,864,263,8,2,1,9698
Friday,1,1,4,5,71,125,995,655,293,116,439,778,321,593,234,712,617,866,123,327,220,899,5,2,8402
Monday,0,0,2,1,362,32,622,450,508,322,606,590,799,442,793,121,409,934,210,612,149,251,1,2,8218
Tuesday,2,4,3,3,209,199,736,589,934,447,260,211,537,849,88,575,300,293,312,382,502,500,2,4,7941
Wednesday,1,4,0,4,1024,737,945,596,385,512,1025,250,619,186,472,99,903,837,372,770,987,426,2,2,11158
Thursday,0,1,1,1,616,428,349,476,325,662,400,748,811,185,238,612,478,305,48,482,646,358,3,1,8174
Friday,0,3,5,5,534,224,272,46,87,648,359,281,346,41,177,520,710,133,180,767,381,192,3,4,5918
Monday,2,1,1,1,447,640,687,642,33,674,434,143,751,392,791,510,64,242,548,345,582,727,0,3,8660
Saturday,3,3,5,3,0,135,346,128,74,354,316,105,361,11,379,245,363,152,31,327,59,343,128,1,3872
Saturday,3,0,3,3,2,207,17,100,190,344,44,66,271,157,25,56,150,188,260,322,31,226,211,2,2878
Saturday,4,3,3,5,1,126,253,270,49,197,43,366,278,301,232,274,164,272,159,389,382,369,364,0,4504
Saturday,3,3,3,1,2,284,70,387,45,140,35,354,271,57,289,226,247,41,60,158,251,36,333,4,3300
Saturday,5,1,4,2,1,379,132,75,104,46,38,224,353,44,53,119,104,374,146,168,367,205,268,1,3213
Saturday,5,4,0,2,0,124,290,235,47,222,12,50,19,194,348,375,40,271,114,60,55,185,34,2,2688
Sunday,5,0,1,0,2,275,372,155,303,67,155,150,48,388,320,62,273,126,11,193,56,283,395,5,3645
Sunday,0,5,1,3,2,67,265,200,87,274,155,160,132,262,300,355,259,230,228,186,267,380,21,4,3843
Sunday,2,1,0,4,4,269,166,61,210,7,363,396,118,33,152,221,154,383,104,101,15,107,211,4,3086
Sunday,0,0,1,1,0,46,65,352,122,85,250,79,285,27,395,68,72,268,34,119,204,392,285,3,3153
Sunday,2,3,0,0,5,198,321,247,178,42,230,45,255,248,169,124,173,184,26,208,217,84,327,1,3287
Sunday,4,4,4,0,5,117,302,390,320,132,146,188,75,344,318,43,159,146,239,164,393,23,235,5,3756
