Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,2,0,5,385,786,938,494,591,662,822,758,850,985,91,108,725,705,6902,743,763,716,0,0,18035
Wednesday,3,1,0,3,352,880,613,412,878,128,70,777,585,175,611,695,681,691,6013,650,593,339,2,5,15157
Thursday,1,4,3,0,752,358,771,289,709,866,678,1010,46,106,804,614,756,723,7215,757,812,702,0,1,17977
Friday,5,3,1,2,791,865,839,293,273,294,699,426,200,426,312,376,746,831,7453,760,790,601,2,3,16991
Monday,4,3,0,1,345,777,491,397,593,828,765,928,953,830,58,701,714,697,6574,738,707,243,3,3,17353
Tuesday,1,4,2,2,60,998,979,229,143,255,126,734,585,858,738,317,753,720,6713,682,753,75,3,5,15735
Wednesday,1,3,3,5,610,813,552,97,661,663,718,1019,799,1036,546,1071,762,704,7053,772,700,988,1,3,19580
Thursday,1,1,0,4,7,129,313,593,293,284,634,110,20,583,173,409,618,561,5430,568,630,868,5,5,12239
Friday,0,1,1,0,81,61,359,138,399,399,490,268,583,375,290,276,413,369,3225,367,354,502,1,4,8956
Monday,5,2,0,4,35,348,264,547,549,679,265,173,520,466,521,115,466,481,4682,554,479,91,1,2,11249
Tuesday,1,5,4,4,236,939,894,91,67,699,483,721,206,607,849,740,576,634,5368,631,623,144,0,3,14525
Wednesday,2,3,5,3,990,114,40,247,229,802,112,509,19,454,769,257,625,604,6046,646,648,975,0,5,14104
Thursday,4,1,2,2,274,705,398,88,516,260,152,127,171,324,60,145,297,272,2587,313,274,265,1,1,7239
Friday,5,0,2,5,516,42,661,554,258,70,365,478,711,735,402,93,413,454,3884,424,473,458,1,1,11005
Monday,4,4,3,3,197,415,712,576,198,181,386,341,690,223,460,140,388,445,3632,360,409,41,3,1,9812
Tuesday,2,5,4,2,308,38,53,747,90,668,68,480,639,405,757,174,457,506,4116,474,492,237,3,2,10727
Wednesday,0,5,3,0,392,782,168,174,73,44,248,108,469,485,788,878,567,584,4910,507,568,865,4,0,12622
Thursday,2,2,0,5,340,412,2,63,72,458,714,477,504,640,676,577,539,554,4919,507,521,672,1,5,12662
Friday,1,4,3,1,189,386,691,92,961,209,981,495,426,523,780,426,654,589,5864,650,613,602,5,4,15149
Monday,3,0,1,2,111,561,412,536,770,366,303,133,198,130,238,332,471,409,4042,496,491,817,0,2,10824
Tuesday,5,1,3,3,357,314,663,278,364,260,836,680,836,211,102,819,511,507,4887,485,568,192,2,3,12887
Wednesday,2,2,5,2,981,727,955,492,30,417,422,497,776,900,1055,389,728,754,6705,707,757,543,1,3,17850
Thursday,0,3,3,5,72,886,903,272,9,227,825,21,393,571,644,43,595,626,5379,567,543,472,3,1,13063
Friday,4,2,5,2,417,385,793,39,494,212,2,794,748,348,159,704,415,453,3985,415,480,57,4,1,10918
Monday,2,1,2,0,610,555,33,392,663,196,482,477,882,164,532,507,557,480,4686,523,505,167,1,4,12421
Tuesday,4,0,5,3,185,271,125,10,447,613,486,617,841,344,844,566,654,602,5621,600,616,741,3,4,14202
Wednesday,5,0,5,2,758,60,725,108,889,523,151,362,419,121,97,826,534,555,5035,582,502,439,0,3,12701
Thursday,4,1,2,2,129,400,471,70,488,162,383,529,89,34,723,590,348,284,2859,341,313,124,2,0,8348
Friday,2,0,0,2,374,325,455,288,601,624,631,43,203,15,485,222,288,350,2577,351,306,103,1,4,8250
Monday,0,5,2,4,610,37,175,83,700,363,114,65,115,218,445,185,360,355,3245,400,362,543,0,5,8391
Saturday,4,4,2,4,1,4,4,197,159,141,42,1731,715,431,1434,1098,85,191,56,185,93,42,160,31,6814
Saturday,2,1,5,2,0,5,2,141,123,1,21,2359,1807,668,1219,2858,110,117,65,158,29,4,2,36,9735
Saturday,4,0,4,1,0,5,5,80,99,74,10,2358,1901,476,1007,1451,90,183,2,77,27,145,165,124,8288
Saturday,2,3,5,2,0,1,0,46,179,200,163,498,1057,2037,2551,1486,179,113,28,1,83,120,118,87,8959
Saturday,0,3,1,3,2,5,1,192,99,47,99,275,1346,827,524,1116,124,40,3,165,32,192,63,154,5313
Saturday,1,1,3,0,2,3,3,17,51,96,120,1461,908,368,663,1196,190,8,144,167,80,26,140,12,5660
Sunday,3,0,4,5,4,2,2,129,70,124,141,1178,1404,320,584,893,38,173,190,69,160,87,25,0,5605
Sunday,0,3,2,2,3,4,1,23,6,128,101,1045,2096,2580,1507,572,170,56,110,104,29,72,83,60,8757
Sunday,3,4,3,5,5,5,1,13,123,68,146,1348,1646,988,397,743,149,200,120,91,138,6,26,36,6264
Sunday,2,2,0,0,0,4,3,12,168,13,101,1540,851,1928,458,1164,190,197,72,31,183,139,135,65,7258
Sunday,1,1,0,4,1,5,5,20,66,13,61,1830,933,2327,1430,511,141,64,63,89,199,168,51,103,8086
Sunday,0,2,2,2,5,5,1,139,25,29,40,473,1664,833,1292,2086,114,165,66,111,195,179,189,60,7677
