Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,4,5,4,131,643,716,677,328,904,825,573,812,505,844,271,1192,1180,2188,1673,5522,273,0,1,19272
Wednesday,5,3,4,0,689,485,239,716,273,66,43,222,369,664,781,588,962,958,1794,1380,4363,64,3,4,14675
Thursday,5,4,0,5,355,736,403,70,519,729,517,511,694,658,466,568,1397,1410,2809,2163,7030,574,5,4,21632
Friday,0,0,5,5,228,630,276,554,640,370,529,482,273,19,716,332,568,607,1081,868,2717,564,4,0,11468
Monday,3,1,3,3,37,529,788,704,610,584,556,607,755,547,224,78,942,902,1807,1449,4593,824,2,3,16551
Tuesday,0,5,4,2,338,686,470,594,72,610,541,352,533,439,283,567,569,532,1129,877,2653,536,5,3,11800
Wednesday,5,0,1,2,599,991,942,456,848,15,158,357,612,530,771,1038,1433,1426,2812,2167,7060,278,0,0,22501
Thursday,5,4,2,2,832,23,597,806,811,36,240,207,682,778,865,791,1021,957,1930,1471,4863,293,0,5,17221
Friday,5,2,5,3,738,547,539,374,431,350,421,175,140,797,304,529,1030,1019,2086,1574,5144,482,2,2,16699
Monday,0,3,1,1,192,654,848,74,778,614,905,762,770,166,481,130,1147,1184,2188,1732,5502,298,4,3,18437
Tuesday,1,0,0,3,162,701,413,637,483,164,393,153,141,130,436,669,753,825,1482,1187,3718,553,3,3,13010
Wednesday,0,0,0,1,220,248,28,668,467,481,759,682,709,768,18,661,996,913,1828,1462,4571,134,1,3,15618
Thursday,4,2,0,0,287,137,938,760,183,694,836,329,503,693,92,999,1299,1256,2524,1892,6206,158,0,1,19793
Friday,0,5,3,2,238,657,53,819,690,11,209,719,911,746,59,393,1100,1095,2066,1528,5085,858,3,1,17251
Monday,4,1,4,2,663,456,73,477,722,548,330,318,297,357,453,564,649,663,1310,969,3158,483,0,1,12502
Tuesday,1,1,5,3,759,372,932,812,242,869,756,625,681,116,586,815,1090,1100,2263,1724,5433,174,3,1,19363
Wednesday,2,4,4,5,267,342,642,865,306,754,876,387,750,19,49,14,939,931,1817,1453,4532,820,1,5,15784
Thursday,2,2,4,3,783,638,222,334,793,622,140,166,1002,759,460,683,1317,1281,2547,1908,6444,950,3,0,21063
Friday,1,0,4,5,288,106,494,689,526,704,212,34,438,571,541,218,1053,1002,1989,1473,4944,209,3,5,15509
Monday,0,4,4,5,185,512,795,267,934,990,48,241,551,610,463,183,1295,1321,2560,1891,6318,894,5,5,20081
Tuesday,2,1,0,0,59,723,92,877,261,687,465,734,697,754,539,38,1172,1079,2182,1641,5469,207,4,3,17686
Wednesday,5,2,4,4,646,637,442,526,861,716,185,515,712,750,51,188,1111,1078,2194,1642,5315,144,1,0,17729
Thursday,3,4,5,1,814,828,975,625,563,1004,907,643,649,1048,1123,856,1593,1543,3066,2280,7484,417,3,3,26437
Friday,4,2,4,2,7,702,449,247,60,621,423,87,138,160,154,183,778,810,1549,1105,3727,446,5,2,11665
Monday,0,2,0,1,805,494,147,363,695,94,39,9,59,22,586,384,850,800,1512,1162,3824,758,0,1,12607
Tuesday,4,0,4,3,352,921,665,414,1033,360,722,389,654,270,613,850,1358,1407,2777,2072,6779,81,3,2,21733
Wednesday,3,1,0,2,7,665,112,184,370,503,737,170,470,461,233,238,655,649,1151,877,2888,722,3,4,11105
Thursday,2,4,2,4,437,503,516,301,561,684,748,545,80,578,745,697,624,711,1250,931,3150,33,3,0,13109
Friday,0,3,1,5,475,796,525,985,825,351,225,203,547,534,162,341,1304,1292,2645,1984,6480,391,0,2,20076
Monday,0,1,2,1,75,202,294,535,86,370,790,10,75,15,855,651,994,974,1831,1466,4645,781,4,5,14662
Saturday,0,3,1,0,2,371,679,905,190,55,185,75,15,6,86,133,163,67,6,39,122,164,23,3,3293
Saturday,5,1,1,3,0,1244,1619,994,186,126,31,177,62,42,2,102,164,103,161,134,15,151,153,5,5481
Saturday,3,0,1,1,5,352,1190,894,164,29,56,133,74,13,128,29,41,92,46,199,67,50,163,5,3735
Saturday,0,0,0,1,2,928,1756,507,95,111,3,182,38,188,85,121,62,155,22,191,25,56,1,5,4534
Saturday,5,4,2,4,1,1974,542,1449,64,199,137,152,12,151,134,74,76,137,60,158,154,94,84,5,5672
Saturday,1,1,1,5,5,2217,1832,928,103,102,12,156,8,100,178,180,200,135,35,61,116,195,71,5,6647
Sunday,2,0,4,2,5,311,848,1198,170,184,6,187,66,61,68,182,53,147,35,47,47,99,5,5,3732
Sunday,0,4,4,2,1,2729,554,1141,4,166,66,170,73,38,126,172,180,197,190,80,96,184,78,2,6257
Sunday,5,2,3,0,3,1608,1021,1365,2,145,56,70,192,25,89,166,189,61,49,1,38,177,129,3,5399
Sunday,4,2,3,1,2,2307,543,1000,148,101,44,141,42,150,44,192,5,162,51,19,49,0,99,3,5112
Sunday,1,2,2,1,1,1073,1422,836,185,108,57,98,112,37,108,177,95,188,121,7,169,161,80,2,5043
Sunday,4,4,0,2,2,288,646,1458,181,117,53,160,45,162,91,197,54,94,56,194,142,29,31,4,4014
