Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,1,5,3,308,190,118,15,299,178,528,76,596,91,750,318,251,680,123,551,420,598,4,5,6111
Wednesday,1,1,2,2,317,555,124,697,541,95,129,318,254,162,511,441,248,164,145,661,163,391,5,1,5928
Thursday,4,2,5,3,825,874,461,593,872,601,346,574,673,466,651,245,106,848,535,915,62,559,0,5,10225
Friday,2,1,3,4,918,900,245,1021,535,829,340,68,734,797,757,207,132,1000,815,323,164,1075,2,2,10874
Monday,5,0,5,4,479,726,645,174,211,312,390,332,674,27,617,153,170,361,499,538,483,483,1,3,7292
Tuesday,4,1,4,5,131,809,570,561,18,211,806,191,288,115,278,578,425,12,112,494,304,719,2,1,6639
Wednesday,2,1,5,3,638,10,497,627,321,46,260,11,456,554,837,622,359,695,8,750,88,301,0,0,7091
Thursday,4,4,0,1,98,546,412,145,23,256,506,400,469,218,667,675,315,344,251,209,128,690,0,4,6365
Friday,2,4,0,1,976,250,428,15,383,489,680,548,809,960,663,575,169,929,326,487,990,766,3,5,10458
Monday,3,0,2,3,534,111,809,931,958,515,186,179,923,887,286,574,109,732,929,828,532,76,1,5,10113
Tuesday,0,1,0,4,533,527,36,71,489,477,375,184,366,605,595,368,277,7,234,181,123,243,0,1,5697
Wednesday,5,4,2,3,163,111,197,231,680,107,27,636,551,209,611,249,99,79,22,628,751,459,1,3,5828
Thursday,3,4,2,2,788,448,123,251,749,939,483,729,59,936,773,653,379,845,89,10,223,747,4,1,9240
Friday,2,4,1,3,388,235,396,645,555,714,394,569,963,714,270,797,366,355,275,519,569,649,3,1,9387
Monday,4,4,5,4,594,50,845,167,1074,846,220,759,1027,569,946,796,997,187,744,614,176,16,3,3,10650
Tuesday,4,4,3,2,266,592,226,7,229,685,757,810,400,480,456,435,471,416,247,721,768,648,1,3,8631
Wednesday,4,5,3,4,449,586,12,398,351,148,166,447,128,381,538,274,40,580,509,658,284,145,5,0,6115
Thursday,0,5,1,1,409,713,492,67,601,75,710,366,331,481,483,426,84,629,214,104,66,669,4,4,6935
Friday,0,3,4,0,784,677,544,379,158,306,766,221,100,438,1013,942,420,583,103,838,155,516,4,0,8954
Monday,0,3,4,4,272,546,29,660,406,718,539,558,163,66,719,161,722,348,227,688,162,443,1,0,7439
Tuesday,2,2,3,1,552,66,743,515,78,389,594,154,593,497,140,621,94,140,662,474,624,495,1,3,7443
Wednesday,5,0,4,4,0,6,420,736,462,406,510,301,462,39,475,366,351,669,323,606,195,216,3,1,6560
Thursday,1,1,1,2,181,603,671,552,66,689,4,755,619,31,315,476,789,36,34,201,527,619,5,0,7178
Friday,3,0,3,1,201,620,397,389,105,363,411,196,456,552,87,101,662,125,66,301,343,430,0,3,5815
Monday,5,0,0,0,71,525,240,718,754,610,441,636,305,297,246,1067,432,54,614,989,45,221,1,3,8274
Tuesday,2,3,3,4,940,516,119,1099,307,79,300,500,932,52,105,777,629,929,974,817,833,344,5,0,10269
Wednesday,3,3,1,5,640,127,627,32,129,805,565,618,619,54,795,954,398,305,76,13,470,31,4,2,7276
Thursday,0,0,2,4,162,927,437,598,565,604,371,415,764,959,961,947,765,136,374,388,160,613,3,5,10160
Friday,0,4,3,0,116,566,618,399,138,166,265,485,349,271,556,285,101,16,206,310,142,290,5,1,5292
Monday,0,2,5,5,449,419,603,501,316,524,716,26,119,308,264,272,576,676,429,206,31,272,0,5,6724
Saturday,4,2,3,3,3,4,62,43,55,169,126,186,169,125,104,175,1032,1733,1424,715,167,192,75,2,6573
Saturday,0,4,5,2,1,0,162,124,158,170,194,29,199,108,54,79,2900,2358,1782,596,131,69,65,5,9195
Saturday,4,3,2,3,2,0,8,114,91,67,27,153,128,100,2,20,2170,586,1080,2696,69,76,183,3,7587
Saturday,3,3,1,2,2,4,69,31,119,67,78,88,151,158,17,25,761,1469,428,1088,78,2,196,5,4845
Saturday,3,4,2,3,4,5,162,81,24,130,74,43,147,37,123,33,1463,1888,944,2353,12,124,114,3,7776
Saturday,1,0,3,5,0,5,52,48,18,51,12,158,71,79,31,26,510,1751,2134,1282,97,6,27,0,6367
Sunday,1,1,4,3,5,4,148,163,0,117,183,130,56,189,187,5,658,2892,1127,1705,119,143,135,5,7980
Sunday,5,1,5,5,5,2,153,165,174,19,121,178,136,13,133,25,2619,1582,2121,527,83,101,154,3,8330
Sunday,0,0,0,2,3,1,170,157,195,153,138,170,14,83,188,195,1799,1189,2317,2878,48,67,131,0,9898
Sunday,2,3,1,3,0,2,32,80,20,44,200,107,54,102,14,160,1002,1864,2383,517,5,39,176,3,6813
Sunday,5,5,4,5,1,2,130,77,29,160,121,26,179,44,137,0,1166,403,843,2015,59,171,137,2,5721
Sunday,2,1,3,0,2,2,92,21,54,60,105,173,31,54,169,155,1754,895,1352,453,139,35,180,2,5734
