Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,5,4,1,40,438.0,1131,2975,371,377,40,89,181,15,49,190,39,133,177,94,110,140,4,5,6613.0
Wednesday,4,4,1,3,179,1480.0,1719,4597,615,496,160,190,19,47,138,199,63,200,127,26,112,37,2,1,10419.0
Thursday,0,1,4,0,155,1301.0,2906,5882,2493,622,0,195,13,191,122,91,40,89,76,184,0,116,2,5,14488.0
Friday,3,1,1,4,152,2211.0,801,5168,1453,516,161,72,13,0,51,95,194,16,159,96,144,187,0,3,11501.0
Monday,2,2,4,4,138,3250.0,1770,7094,1734,745,108,153,198,66,50,93,36,44,65,47,140,84,1,4,15832.0
Tuesday,0,0,3,0,163,391.0,948,2550,768,310,134,93,46,109,9,182,80,92,35,40,152,178,4,4,6291.0
Wednesday,2,5,1,0,67,2184.0,2285,4845,703,504,62,67,100,2,3,112,176,148,101,103,173,59,5,1,11708.0
Thursday,0,2,5,0,74,2924.0,919,5697,2489,595,87,25,99,87,9,20,140,114,94,7,20,42,0,4,13453.0
Friday,1,1,5,2,95,2337.0,2974,6438,821,735,90,56,158,78,8,66,42,9,160,198,106,63,4,2,14449.0
Monday,5,4,1,1,198,2932.0,2371,5965,2177,604,120,200,151,102,6,97,54,106,15,82,107,44,4,3,15349.0
Tuesday,1,5,0,5,52,2496.0,3036,7354,2394,835,102,190,155,109,66,84,101,135,3,33,85,107,2,4,17354.0
Wednesday,0,4,1,1,96,2118.0,841,6909,1505,787,44,163,155,181,87,182,23,32,187,90,131,145,2,3,13687.0
Thursday,5,2,0,4,62,657.0,1810,4236,733,513,59,51,50,182,54,8,24,161,186,91,60,121,5,2,9076.0
Friday,5,3,3,5,90,1083.0,493,2621,1221,357,124,121,88,159,5,86,127,30,96,169,15,176,2,3,7082.0
Monday,5,5,2,3,178,2163.0,716,5003,962,505,93,131,45,38,69,56,57,37,25,198,139,148,1,5,10584.0
Tuesday,0,3,4,0,175,1345.0,2229,5515,1499,581,105,184,129,38,155,196,106,129,22,120,168,2,2,0,12707.0
Wednesday,5,5,1,0,1,2811.0,782,6188,2575,713,98,111,148,62,33,21,152,25,26,64,131,145,1,3,14101.0
Thursday,1,1,1,0,159,911.0,837,5500,1990,627,93,101,115,15,98,48,31,88,112,22,77,194,1,3,11025.0
Friday,0,3,2,3,48,2088.0,1710,7123,1987,809,53,122,130,170,184,154,158,125,17,123,82,156,0,2,15249.0
Monday,1,0,5,0,166,3025.0,1951,6101,1294,633,37,190,62,93,41,101,196,14,57,175,123,12,0,1,14278.0
Tuesday,0,1,3,0,195,1097.0,389,3040,1068,379,50,174,184,170,135,22,152,84,160,189,13,194,5,1,7705.0
Wednesday,0,4,1,1,22,1422.0,315,2675,1022,363,173,178,31,192,112,52,136,40,159,59,43,9,3,4,7016.0
Thursday,2,5,2,0,63,1929.0,510,5079,766,582,182,59,140,84,10,10,27,73,166,39,46,4,5,5,9788.0
Friday,4,2,0,1,11,501.0,592,3140,564,387,94,139,30,107,63,30,55,194,200,94,51,200,1,2,6462.0
Monday,1,1,0,2,53,845.0,561,5297,886,541,78,11,27,14,26,146,129,197,128,63,36,65,5,1,9113.0
