Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,4,4,0,34,376.0,3712,1132,514,429,37,102,147,190,176,103,105,111,49,34,57,12,5,3,7336.0
Wednesday,5,2,1,5,65,381.0,3678,1173,766,403,197,132,198,46,75,132,24,157,146,79,72,15,4,1,7757.0
Thursday,5,5,1,1,64,284.0,2709,815,567,272,123,164,136,61,151,180,159,140,59,160,120,78,0,3,6257.0
Friday,2,5,2,1,27,830.0,7491,2336,902,804,26,98,182,90,161,163,74,167,77,89,21,96,0,1,13645.0
Monday,0,0,4,3,61,344.0,3337,1099,469,404,193,90,38,0,5,142,129,169,20,130,69,121,5,1,6833.0
Tuesday,4,3,0,1,147,700.0,6370,1929,709,662,47,197,54,188,168,121,195,112,165,40,53,114,0,4,11983.0
Wednesday,2,1,4,4,150,721.0,6976,2119,1408,735,134,184,179,159,178,90,168,6,96,45,184,200,4,4,13751.0
Thursday,4,1,0,2,127,756.0,7486,2283,1062,814,9,41,129,46,145,190,135,10,161,168,186,94,3,3,13855.0
Friday,0,4,2,3,179,461.0,3710,1210,650,413,109,71,89,88,148,33,95,172,152,154,98,37,4,2,7884.0
Monday,4,0,5,5,182,441.0,3938,1207,538,474,31,81,116,22,113,28,62,157,46,128,45,14,0,3,7640.0
Tuesday,2,1,1,2,174,567.0,4892,1473,632,583,140,145,11,27,60,82,11,115,108,124,113,152,2,1,9418.0
Wednesday,4,1,3,2,96,642.0,5857,1834,751,650,101,182,121,81,175,55,74,49,163,45,16,46,1,2,10951.0
Thursday,1,4,3,2,48,356.0,3122,1015,421,336,23,176,40,87,22,194,153,99,200,4,150,62,2,2,6522.0
Friday,3,3,2,0,23,686.0,6473,2006,1268,742,180,126,86,151,119,194,185,150,149,143,42,168,0,4,12903.0
Monday,5,4,5,0,12,596.0,5531,1745,558,570,74,101,59,29,62,164,65,35,82,16,77,137,0,1,9928.0
Tuesday,0,3,1,2,101,436.0,3600,1178,719,361,88,40,66,31,0,48,76,10,37,20,195,186,5,4,7207.0
Wednesday,4,1,2,4,137,664.0,5956,1870,1131,635,48,59,76,122,176,97,49,53,28,31,54,108,3,0,11308.0
Thursday,0,5,2,2,108,538.0,4514,1389,961,462,180,81,77,163,11,194,133,151,194,172,137,84,4,1,9563.0
Friday,5,1,2,2,71,651.0,5636,1783,1174,629,85,95,139,68,133,50,129,6,48,164,67,126,5,2,11071.0
Monday,3,4,3,4,140,511.0,4631,1457,653,480,91,189,48,135,197,80,145,152,8,69,36,16,2,4,9058.0
Tuesday,3,4,3,1,45,681.0,6389,1922,1377,726,150,5,90,107,51,53,47,12,105,103,168,109,5,1,12157.0
Wednesday,3,4,0,1,18,478.0,4273,1286,455,466,156,49,172,189,97,182,49,179,144,140,171,73,5,4,8594.0
Thursday,2,0,3,1,140,690.0,6334,1930,984,696,94,180,139,29,85,165,6,188,81,155,163,56,5,4,12130.0
Friday,0,0,4,4,154,421.0,4092,1260,766,501,176,101,163,116,114,182,53,108,158,50,158,179,2,3,8765.0
Monday,0,1,5,3,48,406.0,4011,1298,660,452,189,162,76,160,51,155,46,49,21,96,44,120,3,1,8057.0
Tuesday,5,4,4,3,108,482.0,4812,1508,869,575,77,193,186,115,26,75,167,90,79,32,139,28,0,1,9578.0
Wednesday,0,3,5,1,139,664.0,6130,1892,1253,676,35,191,37,2,38,25,5,181,13,148,178,3,2,0,11621.0
Thursday,1,3,5,1,10,727.0,7228,2216,1506,729,154,29,22,76,180,17,127,164,154,27,168,150,1,2,13697.0
Friday,1,0,3,5,103,785.0,7268,2223,773,744,40,19,51,149,194,134,112,129,167,48,107,88,2,4,13149.0
Monday,3,1,1,1,91,576.0,5417,1691,690,581,149,176,83,77,79,24,79,76,143,73,179,39,1,5,10235.0
Saturday,5,1,0,4,5,185.0,45,302,324,357,204,197,154,148,370,246,88,31,127,299,2,80,381,0,3555.0
Saturday,4,4,5,3,3,206.0,108,230,109,150,291,311,399,208,127,94,173,52,271,219,212,118,174,2,3473.0
Saturday,1,5,1,0,5,188.0,165,115,26,127,167,105,242,287,340,84,371,300,2,29,107,378,280,1,3326.0
Saturday,0,2,5,4,5,225.0,221,296,346,33,362,136,377,101,299,76,168,393,251,232,191,7,148,3,3881.0
Saturday,0,1,3,2,1,213.0,56,281,168,382,17,42,74,278,347,264,358,219,9,200,227,276,148,0,3566.0
Saturday,1,5,1,4,4,91.0,59,107,248,274,29,263,380,266,188,345,382,248,54,287,261,262,378,1,4138.0
Sunday,1,5,1,3,4,241.0,291,393,154,56,226,99,350,302,393,313,285,195,359,229,317,248,210,1,4676.0
Sunday,2,3,3,3,2,52.0,134,389,180,25,271,82,201,139,235,145,197,258,359,208,208,319,149,4,3568.0
Sunday,1,3,1,4,5,28.0,369,358,220,98,325,358,29,159,128,53,373,35,109,140,328,164,71,3,3362.0
Sunday,1,1,5,0,5,113.0,120,267,2,309,29,298,387,211,4,4,31,99,190,167,95,174,157,4,2673.0
Sunday,4,1,5,0,5,277.0,392,300,87,250,78,365,16,139,137,257,185,13,1,69,121,317,325,3,3347.0
Sunday,2,4,0,2,4,301.0,320,46,138,304,389,310,21,12,68,263,15,368,70,262,63,390,400,1,3753.0
