Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,5,3,3,0,0,881,3855,3383,706,972,491,153,375,123,397,1363,914,268,291,0,0,5,2,14193
Wednesday,0,0,4,5,0,7,1329,448,5806,1169,281,693,332,283,163,352,1391,229,233,89,57,0,5,1,12877
Thursday,2,0,4,1,0,0,1349,427,4014,627,93,772,364,25,24,366,276,157,952,1452,238,43,0,0,11186
Friday,3,3,2,5,0,0,934,832,832,342,741,634,319,43,24,105,168,270,29,0,0,0,2,3,5291
Monday,2,3,4,1,0,0,70,662,107,350,196,254,67,165,0,164,590,833,592,325,231,25,1,0,4642
Tuesday,2,5,1,0,0,0,422,1818,850,1575,618,343,112,224,0,188,608,476,410,336,79,0,1,3,8071
Wednesday,5,4,1,0,0,0,885,477,5974,1536,2724,261,215,147,234,832,1002,91,17,291,47,44,2,1,14790
Thursday,2,3,0,2,0,0,493,2076,5287,823,526,601,186,0,187,310,301,1127,678,1396,171,32,4,2,14207
Friday,2,3,1,4,0,0,819,591,6017,1066,77,707,473,885,502,101,435,434,1025,1301,1133,0,4,4,15584
Monday,3,1,1,4,0,0,1097,701,5377,1512,915,187,364,1038,413,570,555,411,252,246,36,70,1,5,13759
Tuesday,2,0,4,1,0,0,424,390,5545,1489,62,367,301,236,190,266,1780,1623,383,1624,619,0,1,3,15310
Wednesday,5,3,0,5,0,0,465,813,1600,124,281,2567,695,1548,0,0,0,0,0,0,0,0,2,5,8113
Thursday,4,1,4,1,0,0,472,784,757,1425,1487,451,825,1831,1364,1349,340,0,0,0,0,0,1,1,11097
Friday,3,0,1,1,0,0,1036,2993,3802,2186,1929,163,1430,2023,319,301,58,453,784,73,679,0,5,1,18240
Monday,4,4,4,3,0,0,923,844,153,1635,2111,1750,2674,321,190,1000,1180,640,629,97,37,160,3,5,14367
Tuesday,2,2,1,5,0,0,1021,591,5165,1518,280,386,578,692,239,912,562,1067,297,143,90,0,4,2,13557
Wednesday,4,5,3,0,0,0,805,715,1156,1921,3163,2669,482,897,249,152,358,203,363,1134,803,58,5,0,15145
Thursday,0,4,0,3,0,0,637,3274,3939,642,399,274,630,193,2050,616,547,1857,1051,2151,1094,713,1,3,20078
Friday,3,3,2,4,0,0,0,197,802,485,417,298,190,513,75,21,26,339,85,82,78,130,5,2,3757
Monday,5,5,1,2,0,0,0,649,452,651,247,36,189,1186,321,613,738,231,51,236,0,0,1,3,5617
Tuesday,3,2,3,0,0,0,823,485,4937,2409,2312,426,145,93,120,180,122,693,114,152,6,24,2,3,13054
Wednesday,4,1,0,2,0,0,1050,3671,2965,650,299,802,557,1509,384,718,406,1016,232,84,73,94,5,2,14524
Thursday,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,13
Friday,0,5,0,1,0,0,752,2793,4094,2361,1294,130,192,562,326,662,781,385,595,83,0,0,5,5,15026
Monday,4,3,0,1,0,43,5742,1164,907,806,90,441,301,324,37,361,69,135,453,374,212,0,1,3,11471
Tuesday,2,2,0,3,0,0,630,3274,3939,642,399,274,630,193,2150,616,447,1857,1151,2151,1094,703,1,5,20163
Wednesday,2,5,0,3,0,0,823,785,4937,2509,2112,426,145,93,110,180,122,693,114,152,6,24,5,2,13248
Thursday,4,5,4,1,0,0,422,1818,850,1575,618,543,112,224,0,198,608,476,432,336,79,0,0,0,8305
Friday,1,4,2,5,0,0,599,1176,980,1549,2450,800,143,562,357,139,719,509,1145,87,56,0,4,2,11289
Monday,1,4,2,1,0,0,837,3274,3939,642,299,274,670,193,2050,516,547,1957,1051,2151,1094,701,2,5,20210
Saturday,4,0,5,2,4,998,1994,1557,11,83,64,121,167,82,142,105,84,82,118,57,90,22,175,0,5967
Saturday,1,5,5,2,4,1360,500,861,34,121,97,24,13,124,160,48,172,8,79,61,175,118,200,2,4174
Saturday,1,2,1,1,3,1958,384,1155,5,177,137,78,157,137,0,181,58,54,1,16,44,9,177,2,4738
Saturday,4,3,0,5,4,1112,367,751,3,154,180,152,91,68,171,167,182,159,132,74,90,31,101,5,4006
Saturday,3,0,0,1,4,335,1335,722,184,102,59,29,182,158,106,168,157,42,91,54,153,149,95,0,4129
Saturday,0,5,1,0,3,1486,812,1137,37,64,155,84,127,46,37,192,122,104,85,104,148,27,137,0,4913
Sunday,3,4,3,1,1,1354,467,1681,29,12,72,9,44,188,172,124,81,48,0,148,147,24,146,1,4759
Sunday,4,1,3,0,1,561,1384,328,186,143,44,0,32,191,158,9,22,54,15,166,108,137,149,4,3700
Sunday,2,2,3,2,1,1145,2328,567,132,17,94,129,42,20,155,161,40,174,3,87,69,140,120,0,5433
Sunday,0,0,4,4,5,1182,580,906,188,96,178,17,47,22,5,91,49,37,33,142,61,10,192,4,3853
Sunday,2,0,1,2,4,1794,1367,898,104,161,85,70,60,24,151,19,159,162,51,164,76,114,151,4,5623
Sunday,3,1,2,4,5,1195,661,958,2,122,41,169,74,60,163,72,12,9,142,21,38,171,49,3,3977
