Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,1,2,0,121,381.0,238,353,10,4463,110,1,11,89,57,142,123,186,38,80,20,194,1,0,6623.0
Wednesday,1,2,1,5,175,249.0,413,338,194,3130,80,27,125,124,170,86,114,79,125,38,105,158,0,1,5740.0
Thursday,1,4,1,4,173,527.0,129,497,377,1442,146,11,30,191,47,96,13,14,9,139,140,96,2,5,4094.0
Friday,0,0,5,5,48,192.0,86,109,254,1149,125,152,189,46,25,7,128,176,66,113,5,176,0,4,3060.0
Monday,5,5,5,5,66,352.0,50,8,320,2483,197,21,79,2,10,100,166,137,145,32,69,121,0,3,4381.0
Tuesday,1,1,2,5,160,168.0,139,370,320,1381,191,180,143,78,136,183,131,106,156,114,123,6,4,3,4101.0
Wednesday,0,2,0,3,44,162.0,26,178,309,730,67,148,54,44,90,132,193,12,70,174,133,26,0,1,2598.0
Thursday,2,2,3,2,137,551.0,476,677,259,5084,32,68,98,172,191,200,165,195,19,50,22,100,1,0,8506.0
Friday,5,2,2,4,21,178.0,585,49,100,3720,167,31,112,98,98,86,14,26,195,119,53,20,3,0,5688.0
Monday,2,1,1,2,44,494.0,506,211,51,1174,49,150,49,55,149,146,1,59,11,102,70,152,4,2,3485.0
Tuesday,2,1,3,1,175,343.0,184,157,100,721,84,123,53,104,187,9,85,183,198,55,148,75,2,2,2995.0
Wednesday,1,2,5,4,140,197.0,31,152,189,863,5,47,99,132,39,127,138,173,166,68,199,166,1,5,2949.0
Thursday,5,4,0,5,46,557.0,269,20,202,3433,96,123,153,102,115,11,159,106,0,22,161,19,2,2,5612.0
Friday,0,2,3,0,172,383.0,501,142,119,1040,7,62,32,62,97,7,99,187,168,154,11,96,4,5,3353.0
Monday,4,0,0,2,115,127.0,346,294,53,554,146,55,76,196,145,130,135,21,37,149,100,179,4,5,2873.0
Tuesday,5,5,5,4,141,387.0,542,769,32,6338,185,117,179,183,146,42,151,28,178,79,0,96,4,4,9620.0
Wednesday,0,5,4,1,182,523.0,400,271,476,928,41,25,9,12,22,57,9,61,58,147,116,25,5,1,3378.0
Thursday,4,1,0,4,66,307.0,35,194,411,943,34,12,99,83,185,40,154,66,153,167,63,16,3,5,3045.0
Friday,4,4,3,2,157,738.0,827,245,56,1184,135,60,127,108,32,14,38,96,184,31,63,112,3,2,4225.0
Monday,5,2,4,0,197,3.0,24,181,520,4732,56,185,143,7,188,62,160,39,75,52,9,36,5,2,6687.0
Tuesday,5,4,0,3,5,689.0,255,249,768,2056,40,62,13,45,159,20,63,44,57,138,101,123,4,2,4905.0
Wednesday,3,1,3,2,122,393.0,427,70,166,79,0,174,91,9,175,64,7,1,71,122,42,148,0,1,2171.0
Thursday,3,0,5,0,130,259.0,18,78,6,614,114,31,119,80,62,27,199,126,77,145,48,90,3,5,2239.0
Friday,4,2,0,3,152,623.0,376,628,332,1762,128,79,158,183,197,26,27,80,130,66,128,77,2,5,5168.0
Monday,0,3,5,4,168,591.0,499,194,51,158,197,198,104,131,66,165,48,104,152,34,200,76,2,5,3155.0
Tuesday,4,1,0,0,39,133.0,23,514,414,3829,26,61,70,77,135,103,152,66,148,148,173,193,4,0,6313.0
Wednesday,1,0,2,1,113,393.0,419,204,502,76,96,77,113,171,73,86,62,96,6,119,84,45,0,2,2741.0
Thursday,0,0,4,0,66,662.0,364,692,196,3311,102,195,78,60,176,43,151,129,85,63,44,137,5,4,6567.0
Friday,2,2,2,4,114,517.0,445,647,198,3642,89,164,138,100,57,194,129,111,83,131,3,52,1,5,6830.0
Monday,4,4,5,4,71,340.0,296,115,401,91,50,63,167,159,47,155,89,93,177,38,188,76,1,5,2639.0
Saturday,2,4,1,4,2,319.0,611,1202,50,87,90,92,144,62,113,70,22,44,151,79,105,22,97,0,3373.0
Saturday,4,2,3,4,0,968.0,1586,394,152,40,118,84,173,20,34,78,27,76,35,76,65,79,12,1,4031.0
Saturday,3,5,5,3,4,1578.0,479,1178,134,0,73,89,137,146,158,150,152,1,59,181,29,191,19,2,4776.0
Saturday,0,4,1,4,0,1052.0,1766,1436,185,78,45,178,111,69,48,52,159,40,18,46,51,117,52,4,5516.0
Saturday,3,1,3,5,5,2275.0,622,1143,56,110,175,60,82,30,31,163,200,112,22,60,83,146,94,5,5486.0
Saturday,2,4,3,5,5,1128.0,2192,2642,4,165,45,119,190,128,116,39,157,141,76,141,177,100,183,0,7762.0
Sunday,1,0,0,5,0,1186.0,1932,1572,135,133,70,53,23,183,133,22,65,185,58,44,154,76,142,5,6177.0
Sunday,1,3,1,4,4,861.0,342,587,194,56,50,133,33,153,156,142,185,187,170,18,152,127,81,0,3640.0
Sunday,3,4,5,2,0,2243.0,639,1697,192,127,160,158,156,51,124,135,124,1,160,70,61,7,89,0,6208.0
Sunday,2,1,5,0,4,2632.0,1139,549,87,184,68,30,87,71,154,119,97,171,140,39,92,72,83,5,5831.0
Sunday,2,4,2,2,5,989.0,373,1663,45,189,9,167,151,25,5,49,111,106,156,82,53,57,84,0,4329.0
Sunday,2,5,2,1,2,2807.0,1641,2258,180,164,121,51,78,128,4,139,6,91,1,156,194,198,137,1,8367.0
