Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,0,1,0,193,19,92,6,131,167,129,2805,1458,2086,6902,734,77,142,79,185,51,194,2,3,15457
Wednesday,4,5,3,0,135,10,122,79,85,3,35,3054,1562,2319,7550,802,138,189,48,54,151,161,2,3,16514
Thursday,2,5,1,2,178,98,185,150,19,93,166,1997,992,1546,4949,539,43,120,122,131,116,116,5,1,11576
Friday,2,1,2,3,173,89,62,13,71,27,167,2226,1144,1718,5613,620,85,27,80,140,85,162,4,3,12517
Monday,4,3,4,0,73,121,194,102,169,21,47,2147,1154,1684,5402,589,0,48,189,177,73,179,4,1,12385
Tuesday,2,3,0,2,165,156,114,106,2,138,69,1839,997,1403,4633,474,36,166,193,11,116,98,3,4,10730
Wednesday,3,4,3,0,58,101,7,50,143,40,128,2421,1253,1836,5877,678,8,11,175,34,65,145,3,4,13047
Thursday,5,3,5,4,164,141,43,45,48,109,70,2961,1552,2221,7374,828,148,113,82,140,49,121,4,1,16231
Friday,5,2,4,5,170,156,177,145,167,157,18,2800,1413,2116,6856,762,187,93,175,88,163,151,1,2,15813
Monday,2,1,2,5,139,182,109,66,198,199,100,2649,1337,2073,6616,737,92,13,125,5,105,184,0,5,14944
Tuesday,0,4,1,1,27,69,148,163,114,169,125,2838,1450,2135,7090,770,35,32,45,13,107,156,2,4,15498
Wednesday,2,0,1,0,19,173,17,83,137,11,130,3072,1582,2284,7556,803,108,75,123,181,136,95,3,5,16596
Thursday,1,0,5,2,125,61,61,181,113,80,156,2503,1259,1880,6292,710,27,158,94,124,47,45,5,4,13933
Friday,1,0,1,4,168,33,88,25,45,175,5,1272,685,945,3142,392,113,22,182,81,100,166,1,1,7647
Monday,2,4,2,5,47,167,72,23,1,146,138,1692,824,1313,4135,419,90,197,114,97,136,31,1,4,9660
Tuesday,3,4,2,2,96,129,97,98,81,85,91,1792,919,1330,4272,426,155,140,15,167,0,86,0,4,9994
Wednesday,3,2,5,5,77,73,110,70,159,66,77,1822,944,1314,4404,474,120,79,92,9,34,155,4,1,10099
Thursday,1,3,2,3,54,94,16,133,183,166,84,1135,595,831,2759,301,184,116,126,111,105,59,0,2,7063
Friday,3,0,4,2,103,40,1,88,85,104,40,2133,1054,1629,5245,596,140,120,194,189,161,80,4,3,12018
Monday,1,4,4,3,22,121,50,70,173,143,114,1378,719,1036,3258,383,29,167,64,183,20,135,3,2,8082
Tuesday,1,2,1,0,160,106,178,110,194,170,20,2251,1107,1714,5556,629,73,143,98,93,192,84,2,0,12884
Wednesday,5,3,3,1,43,172,42,24,166,14,132,2457,1278,1809,5994,667,130,96,64,86,68,63,1,1,13319
Thursday,2,4,5,0,195,121,29,80,200,80,91,2305,1177,1663,5594,603,60,35,56,1,60,94,3,2,12460
Friday,3,0,2,1,56,149,169,95,74,65,17,1184,599,880,2882,300,120,158,191,112,193,195,2,3,7450
Monday,2,0,3,2,158,103,19,43,180,175,40,1498,756,1091,3670,421,121,97,12,194,26,119,5,2,8737
Tuesday,2,1,3,4,175,23,32,179,122,148,40,1324,649,1049,3281,352,142,19,98,17,88,149,0,2,7899
Wednesday,5,3,2,0,162,4,180,83,132,68,16,1188,617,896,3000,302,91,89,0,185,181,11,0,3,7218
Thursday,3,0,0,4,37,108,54,80,173,51,88,1887,996,1430,4595,506,181,174,182,167,65,200,4,3,10988
Friday,2,2,4,5,149,129,127,175,39,134,24,1254,684,995,3018,360,187,158,161,163,85,168,0,3,8026
Monday,2,3,5,0,29,15,62,172,131,52,100,1137,613,827,2736,280,187,81,83,163,174,25,4,3,6884
Saturday,4,5,2,3,2,0,0,46,129,23,68,544,1140,2682,2211,1641,127,196,86,95,186,62,168,112,9532
Saturday,4,2,1,2,3,4,0,192,179,43,135,1227,1784,2360,586,2959,59,99,28,171,40,162,154,115,10309
Saturday,2,0,0,1,5,3,2,50,107,105,111,978,2290,1338,1823,485,169,152,173,192,37,107,149,161,8440
Saturday,1,2,1,4,4,1,4,157,23,122,109,1606,1932,1236,411,792,103,171,30,71,193,128,169,114,7384
Saturday,2,3,5,0,3,3,4,23,105,107,46,1353,1027,1628,640,346,9,16,176,197,94,191,163,160,6301
Saturday,0,4,0,4,3,3,1,72,100,15,200,1768,531,2228,938,1321,148,147,81,94,177,145,136,54,8170
Sunday,0,5,5,3,5,2,5,38,101,191,84,907,1715,512,2204,1308,112,102,98,106,148,80,200,21,7952
Sunday,1,3,1,0,0,4,2,197,24,31,29,1216,332,644,1535,923,190,17,40,60,189,79,166,92,5775
Sunday,4,1,2,3,0,5,2,68,99,29,140,1871,1156,412,1581,824,58,33,144,169,153,68,5,138,6965
Sunday,2,1,1,3,0,0,0,125,44,28,51,985,2421,1454,529,1954,83,85,55,20,18,109,114,58,8140
Sunday,4,2,4,4,1,0,2,42,71,132,161,1408,528,2240,957,1782,33,73,12,33,9,62,117,119,7796
Sunday,4,0,5,4,2,5,1,157,103,94,162,1689,674,1358,355,1095,136,75,12,7,154,54,180,92,6418
