Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,3,2,4,257,914,682,113,297,846,184,466,667,567,43,54,6526,662,1331,2005,2588,792,1,4,19010
Wednesday,3,3,0,4,823,63,179,1068,689,949,311,501,725,184,387,38,7193,788,1465,2185,2861,878,3,0,21300
Thursday,4,4,1,3,679,567,292,111,613,522,687,695,651,256,270,186,3092,324,713,953,1228,557,4,5,12417
Friday,0,4,1,2,237,80,561,115,545,296,464,562,446,699,636,122,3292,383,719,967,1279,222,5,2,11639
Monday,3,1,1,4,512,460,189,364,133,221,238,323,480,37,635,369,4310,490,858,1346,1715,640,3,3,13335
Tuesday,5,3,1,4,321,170,519,15,123,709,289,384,276,350,207,340,3736,466,827,1116,1480,285,2,1,11629
Wednesday,3,4,1,3,445,155,333,662,175,506,235,454,242,163,601,321,2888,365,671,959,1153,706,1,1,11047
Thursday,0,1,2,4,306,356,636,498,794,457,606,307,614,606,518,375,4633,515,963,1395,1848,117,2,3,15556
Friday,3,0,3,5,25,11,535,1,634,20,646,386,236,182,427,156,3905,478,835,1237,1529,814,5,2,12075
Monday,2,3,2,3,459,425,200,768,218,480,149,797,184,214,79,224,4690,556,1003,1448,1857,353,3,3,14120
Tuesday,0,4,4,4,313,432,205,857,132,246,89,559,51,916,840,537,6687,664,1334,2017,2650,603,1,3,19148
Wednesday,1,2,2,2,758,345,169,522,703,379,539,756,221,797,339,631,4153,428,875,1231,1624,703,0,2,15182
Thursday,3,3,4,1,485,233,318,294,328,764,603,111,148,150,554,414,3944,413,874,1237,1555,633,0,2,13071
Friday,1,1,1,2,163,541,192,814,608,719,564,822,270,373,844,394,4264,474,853,1308,1682,590,0,1,15481
Monday,2,5,0,5,321,640,196,483,562,200,373,470,129,533,496,317,3614,424,739,1080,1439,385,5,4,12422
Tuesday,1,3,4,4,829,162,345,968,1020,99,245,668,555,747,919,386,6703,732,1427,2093,2670,843,3,4,21430
Wednesday,5,3,4,4,100,690,766,83,426,590,330,86,294,711,633,331,4142,409,870,1258,1638,87,3,2,13465
Thursday,5,5,2,2,626,295,502,954,704,377,983,117,54,463,188,334,6906,717,1454,2144,2753,103,3,3,19694
Friday,2,3,2,1,240,365,541,71,775,532,678,732,678,465,155,609,5283,623,1142,1643,2099,657,3,5,17304
Monday,2,2,0,0,446,526,1,303,499,599,329,687,76,282,97,79,2898,373,591,871,1136,413,3,2,10215
Tuesday,3,5,0,4,859,640,304,272,10,439,743,875,72,870,64,106,4885,501,1021,1543,1954,828,5,2,16005
Wednesday,0,5,3,3,112,402,43,481,275,821,976,55,967,797,27,153,5775,638,1152,1752,2305,759,2,2,17505
Thursday,1,4,1,2,383,372,879,895,245,402,656,417,673,30,192,190,6332,631,1272,1881,2509,494,1,1,18463
Friday,5,4,5,0,280,695,766,708,307,679,178,183,424,846,870,334,4889,557,971,1500,1930,37,2,2,16172
Monday,1,2,4,4,683,328,745,278,92,882,807,832,455,307,233,232,5268,580,1141,1577,2092,45,5,3,16596
Tuesday,1,2,2,3,133,125,46,559,548,270,763,596,809,30,600,474,5864,619,1183,1779,2313,303,2,0,17024
Wednesday,0,3,2,2,173,574,787,496,546,510,586,25,97,363,800,601,5222,617,1132,1603,2075,448,1,4,16667
Thursday,1,2,1,4,487,117,297,251,228,539,368,410,105,597,222,55,6486,668,1378,1941,2569,275,1,0,17002
Friday,3,4,4,4,469,610,659,393,355,631,644,255,733,664,447,69,3019,299,608,918,1184,488,3,4,12467
Monday,2,5,5,4,297,199,590,267,258,450,725,443,631,221,80,107,5576,590,1122,1696,2196,548,0,4,16016
Saturday,4,0,0,1,4,4,45,123,189,128,77,55,173,157,120,40,676,1195,2460,3047,111,108,92,0,8809
Saturday,4,4,2,1,2,4,32,145,155,154,57,1,153,27,168,55,2274,916,503,1357,28,81,146,4,6273
Saturday,4,2,4,2,1,2,66,153,131,43,149,21,3,41,126,31,1625,2687,600,1063,68,83,173,3,7081
Saturday,2,4,1,2,2,5,119,168,104,123,51,146,162,86,93,177,1335,2175,1701,914,162,20,69,3,7624
Saturday,4,1,1,0,4,1,27,174,114,94,84,163,33,155,175,25,537,1028,1456,1933,35,95,0,0,6139
Saturday,2,3,3,2,1,0,38,19,0,157,118,172,49,49,80,155,366,694,959,1354,91,124,17,3,4456
Sunday,2,0,2,2,5,3,117,103,31,145,169,35,25,67,14,122,527,1444,946,2358,107,191,179,3,6597
Sunday,3,0,2,2,2,3,89,169,27,186,198,33,36,62,37,154,1094,588,1644,2176,70,119,84,5,6783
Sunday,3,1,4,3,4,2,106,48,116,179,69,81,156,107,23,148,1112,2058,2630,1620,176,108,90,3,8847
Sunday,2,5,4,2,1,4,183,1,99,62,107,35,126,123,110,32,641,3003,2438,1802,200,125,88,0,9193
Sunday,0,5,3,2,2,2,66,10,170,53,95,34,16,8,78,14,1622,967,635,366,133,3,197,0,4481
Sunday,3,0,1,1,0,1,63,195,4,8,49,30,188,8,189,131,1289,803,513,267,10,85,176,0,4014
