Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,4,4,5,80,3320.0,328,66,349,166,145,1,89,91,16,171,68,77,66,85,88,37,0,2,5259.0
Wednesday,0,4,3,5,136,7271.0,468,342,779,16,132,178,175,156,44,87,43,127,35,156,136,33,3,5,10334.0
Thursday,0,0,5,4,131,6223.0,370,561,627,242,20,142,16,97,108,88,47,179,62,199,134,14,0,5,9274.0
Friday,2,0,0,4,1,5655.0,327,367,663,50,177,131,133,153,25,58,144,148,139,121,77,150,1,3,8529.0
Monday,3,4,0,5,82,5373.0,159,190,605,570,184,177,16,10,39,19,139,79,158,52,20,134,4,2,8024.0
Tuesday,5,5,1,0,5,6550.0,742,30,664,386,26,146,75,15,21,82,188,189,29,64,13,150,3,4,9393.0
Wednesday,5,3,5,1,150,6880.0,430,55,775,360,30,37,102,28,159,111,67,155,162,147,43,165,5,2,9877.0
Thursday,2,4,4,4,92,4864.0,356,264,517,564,40,182,155,34,68,13,76,163,152,158,144,45,3,2,7906.0
Friday,4,5,3,3,175,5976.0,140,585,676,497,120,188,21,115,74,39,139,108,102,98,82,115,4,3,9272.0
Monday,3,1,4,5,149,4311.0,482,233,466,203,88,180,135,12,52,107,24,181,94,12,83,69,0,2,6896.0
Tuesday,2,1,0,1,72,3596.0,211,3,367,2,5,164,77,189,19,142,30,34,128,49,120,130,4,1,5347.0
Wednesday,1,3,2,5,175,4563.0,180,354,517,115,131,110,35,117,196,36,51,160,50,76,158,16,0,2,7053.0
Thursday,5,0,3,1,101,2892.0,216,275,356,285,110,16,14,133,56,158,60,24,161,131,96,168,3,0,5264.0
Friday,0,0,4,3,52,3470.0,388,87,388,189,50,182,99,127,55,87,189,184,39,143,49,72,0,1,5858.0
Monday,5,2,4,4,59,5077.0,369,207,583,220,19,170,199,105,127,81,67,66,65,147,188,47,1,0,7812.0
Tuesday,4,3,2,1,163,5128.0,595,96,540,143,87,194,148,65,159,198,42,100,104,172,83,178,1,4,8210.0
Wednesday,4,0,0,1,69,4087.0,357,121,442,224,83,31,59,96,59,10,138,195,167,60,44,172,0,4,6423.0
Thursday,5,5,2,4,89,5129.0,567,49,604,255,117,73,147,139,138,124,168,105,172,1,114,90,4,0,8101.0
Friday,1,2,4,1,41,3594.0,87,397,436,344,174,1,65,138,142,112,59,93,108,24,105,109,2,1,6040.0
Monday,3,3,4,4,38,6903.0,549,676,739,224,4,163,74,106,170,80,171,58,198,63,124,54,5,2,10415.0
Tuesday,2,3,4,2,132,4710.0,437,203,501,45,78,173,155,96,82,38,187,7,121,164,111,109,1,1,7362.0
Wednesday,1,4,4,0,78,2551.0,120,107,304,289,58,79,45,21,19,85,28,194,198,6,72,162,0,2,4427.0
Thursday,4,1,0,2,140,6305.0,58,319,630,51,141,154,55,16,6,197,140,116,131,69,192,133,1,3,8864.0
Friday,3,1,4,3,143,6930.0,751,106,759,66,141,78,65,50,75,141,199,150,46,115,132,40,4,4,10006.0
Monday,1,3,0,4,151,7096.0,225,135,752,642,111,63,164,88,109,140,79,125,49,175,28,84,2,4,10230.0
Tuesday,0,3,3,2,156,5662.0,149,265,604,517,14,96,61,158,198,133,104,95,179,68,92,82,5,3,8649.0
Wednesday,3,4,1,2,168,3097.0,374,318,384,210,120,151,162,3,199,55,78,96,186,194,126,180,3,5,6119.0
Thursday,2,4,0,0,81,4881.0,301,447,564,19,174,156,159,68,58,7,99,125,195,121,24,132,4,1,7622.0
Friday,5,2,4,5,100,7027.0,380,792,799,126,123,153,82,144,99,121,182,142,112,116,172,179,5,3,10873.0
Monday,1,0,2,4,47,3271.0,157,143,337,231,26,137,100,36,97,130,180,185,149,33,162,149,4,5,5586.0
Saturday,4,3,4,5,1,5.0,1,0,61,34,197,689,331,1641,1252,993,46,84,149,150,42,6,60,111,5869.0
Saturday,2,3,2,3,5,4.0,3,20,166,172,178,1328,1009,630,1611,366,118,180,11,142,78,135,95,30,6291.0
Saturday,2,5,5,2,2,0.0,0,76,19,37,172,2413,1442,1934,546,1033,91,55,96,125,170,69,11,4,8309.0
Saturday,0,4,4,1,4,0.0,4,71,15,151,48,526,1943,2330,1462,998,51,53,183,45,140,175,181,177,8566.0
Saturday,3,4,1,4,1,3.0,0,164,121,4,2,1753,1204,2812,2311,645,135,188,143,65,78,1,79,150,9871.0
Saturday,1,5,4,2,0,4.0,5,24,29,32,45,528,2680,1597,1063,2169,44,185,137,54,198,113,61,189,9169.0
Sunday,3,5,3,0,3,1.0,0,0,188,101,113,335,1133,1475,907,607,43,174,54,129,100,198,22,168,5762.0
Sunday,2,5,1,4,1,3.0,2,22,172,53,138,418,1811,819,1096,1526,62,118,32,99,73,194,44,156,6851.0
Sunday,4,2,2,3,5,1.0,1,36,77,123,10,1580,445,2000,1263,841,101,174,67,28,199,0,181,9,7152.0
Sunday,4,2,4,5,4,5.0,2,126,153,179,143,2078,1668,454,822,1264,99,153,177,191,22,80,64,56,7755.0
Sunday,2,1,1,3,0,3.0,0,60,113,62,78,2917,1765,1242,666,2333,56,169,190,104,136,192,7,122,10222.0
Sunday,5,4,3,2,5,3.0,3,37,141,112,106,1716,1029,693,395,1395,190,50,85,21,99,95,144,170,6503.0
