Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,3,5,0,189,6946.0,27,9,196,7114,107,181,167,28,111,83,127,17,130,18,139,156,2,3,15758.0
Wednesday,1,2,2,3,51,3162.0,28,23,91,3394,39,180,36,33,147,94,84,48,143,57,41,122,3,3,7787.0
Thursday,1,4,2,0,165,4432.0,94,100,95,4144,75,176,65,148,141,90,52,135,8,166,171,13,3,5,10285.0
Friday,3,5,2,0,193,3967.0,147,17,137,3759,198,149,32,159,86,162,140,15,109,104,182,38,0,0,9604.0
Monday,2,1,5,0,77,4112.0,23,8,77,4289,152,181,151,127,158,37,78,76,150,95,187,90,2,4,10082.0
Tuesday,0,3,2,3,10,5065.0,188,99,70,5250,20,122,0,135,157,152,115,15,34,120,95,62,4,2,11723.0
Wednesday,1,5,5,4,123,7594.0,192,1,147,7813,169,147,55,50,79,1,162,199,86,152,150,168,1,1,17305.0
Thursday,3,2,5,4,42,3878.0,86,101,40,3952,129,71,174,77,126,19,87,152,20,10,189,192,4,4,9367.0
Friday,4,0,4,2,34,3215.0,51,4,177,3322,136,3,123,137,113,24,146,168,156,192,106,106,5,3,8231.0
Monday,4,1,4,2,13,7155.0,101,151,144,7064,155,67,111,24,54,177,87,54,125,11,164,140,3,4,15815.0
Tuesday,3,0,5,0,193,7712.0,44,126,177,7733,17,87,56,179,130,72,87,25,23,200,162,35,2,0,17068.0
Wednesday,1,1,0,3,104,6907.0,40,101,166,6645,194,107,83,0,150,44,131,21,100,154,41,172,3,3,15171.0
Thursday,4,3,0,0,81,6435.0,2,184,166,6791,9,9,198,4,13,126,177,122,140,4,191,169,1,3,14832.0
Friday,4,0,2,2,123,7240.0,18,25,35,6924,184,182,28,33,152,89,115,115,177,164,49,165,5,2,15833.0
Monday,3,2,3,0,75,5508.0,5,44,153,5384,105,176,164,41,100,104,56,79,142,92,168,84,5,0,12493.0
Tuesday,4,5,2,5,12,3881.0,39,115,108,3579,143,167,187,3,20,11,131,79,84,170,133,191,4,3,9076.0
Wednesday,2,5,4,5,121,6477.0,131,8,186,6378,86,131,33,79,24,162,151,182,45,106,79,33,3,3,14434.0
Thursday,2,4,1,2,74,4276.0,174,103,171,4510,29,81,200,171,193,72,138,94,73,199,55,29,5,3,10659.0
Friday,4,4,2,3,111,4411.0,139,56,127,4413,191,163,35,101,25,77,61,9,103,87,134,195,5,2,10458.0
Monday,1,4,2,3,17,6542.0,133,99,52,6360,181,190,32,115,196,93,58,42,148,105,14,118,4,0,14509.0
Tuesday,0,5,0,5,60,5679.0,60,153,36,5583,186,189,92,99,97,32,99,72,166,97,136,174,3,3,13026.0
Wednesday,3,3,2,0,32,5110.0,92,25,186,5064,33,108,165,164,12,134,165,189,10,136,1,148,1,3,11786.0
Thursday,0,3,3,0,170,7594.0,2,1,71,7388,189,156,109,61,158,131,138,96,85,171,48,29,2,1,16606.0
Friday,1,1,5,1,92,4145.0,189,75,64,4141,88,163,139,137,85,147,36,6,115,97,199,179,4,5,10114.0
Monday,1,3,0,5,79,6293.0,53,197,55,6659,52,52,107,140,77,33,153,84,55,59,160,33,3,2,14355.0
Tuesday,2,3,0,5,58,4155.0,199,11,53,4565,22,125,38,139,192,158,90,7,23,48,111,117,0,1,10122.0
Wednesday,1,0,3,3,98,4023.0,191,106,127,4355,53,155,174,43,38,111,33,58,91,116,173,5,0,2,9959.0
Thursday,0,1,1,2,141,7317.0,54,69,18,7272,4,24,142,155,184,160,42,95,94,57,45,15,4,2,15898.0
Friday,2,4,0,2,146,4645.0,134,179,13,4545,139,199,22,146,150,111,6,180,34,30,2,148,0,1,10838.0
Monday,1,0,1,2,67,4966.0,90,11,132,4581,32,39,177,197,14,118,139,105,39,21,161,136,2,1,11032.0
Saturday,3,5,5,1,1,5.0,4,195,66,199,79,634,2780,1716,1132,2208,55,130,73,140,65,71,128,87,9782.0
Saturday,4,3,4,3,1,4.0,2,105,79,13,129,1841,755,449,1464,1172,157,10,8,35,135,136,96,30,6635.0
Saturday,3,4,3,2,4,5.0,4,117,4,135,175,991,1628,319,697,1298,110,33,167,8,193,46,197,146,6289.0
Saturday,3,3,0,0,5,2.0,2,29,112,91,118,1078,680,1377,327,1669,49,200,148,77,147,196,121,73,6507.0
Saturday,5,3,1,0,1,5.0,5,188,145,6,76,702,1352,431,1094,1703,42,187,24,1,80,199,148,60,6458.0
Saturday,5,0,1,2,5,3.0,4,23,190,158,94,2638,1626,2141,516,1072,13,77,167,93,77,127,87,43,9162.0
Sunday,5,2,1,1,3,5.0,1,107,123,98,13,1998,574,2547,1034,1540,146,129,154,79,77,164,165,188,9154.0
Sunday,1,0,5,5,2,3.0,1,180,132,28,62,1542,1133,788,424,1916,139,116,46,92,120,193,37,7,6972.0
Sunday,0,2,5,0,5,3.0,1,50,13,56,125,2677,2093,1594,574,1057,114,73,163,117,37,177,25,197,9158.0
Sunday,5,5,3,4,3,2.0,1,65,39,95,130,625,1081,1631,2632,2122,31,71,80,165,199,199,35,146,9369.0
Sunday,3,4,1,1,5,2.0,0,52,56,123,178,2069,2542,1612,1044,531,114,108,0,194,133,198,52,104,9126.0
Sunday,1,4,2,0,4,4.0,0,198,75,196,47,261,854,1060,1343,522,126,86,160,138,73,173,68,106,5501.0
