Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,3,5,4,172,317.0,560,770,1040,2501,187,94,144,135,89,121,197,89,39,172,186,79,0,1,6908.0
Wednesday,1,5,1,2,183,537.0,1007,1542,2025,4993,31,4,62,166,185,9,106,113,91,23,88,38,5,3,11220.0
Thursday,1,5,2,1,190,729.0,1353,2060,2665,6588,168,127,38,165,16,139,95,136,19,141,45,86,4,2,14775.0
Friday,4,0,2,3,165,446.0,779,1197,1574,3849,94,21,93,55,117,73,41,10,193,147,87,55,0,4,9009.0
Monday,1,4,1,2,116,743.0,1345,1956,2668,6506,57,46,51,180,97,87,141,175,61,71,161,92,5,0,14566.0
Tuesday,0,0,3,3,29,614.0,1171,1773,2325,5669,84,30,9,183,174,66,87,77,51,168,144,138,4,2,12804.0
Wednesday,3,3,0,2,5,659.0,1399,2069,2722,6595,29,50,88,51,197,103,62,88,59,87,130,36,5,0,14442.0
Thursday,5,0,2,4,87,576.0,1126,1683,2326,5575,95,45,33,8,109,130,157,72,155,66,16,36,5,5,12316.0
Friday,0,2,1,4,171,731.0,1434,2110,2748,6866,82,184,143,193,189,182,6,102,0,76,194,89,1,2,15510.0
Monday,3,5,5,2,135,411.0,769,1110,1500,3524,70,110,117,13,34,52,186,115,50,180,47,114,4,0,8556.0
Tuesday,2,3,5,2,184,436.0,794,1178,1532,3724,136,184,119,150,47,2,199,129,75,101,83,153,0,4,9242.0
Wednesday,0,1,5,3,190,624.0,1095,1709,2217,5455,53,33,152,155,15,183,99,14,196,153,184,161,1,0,12698.0
Thursday,5,4,0,3,34,687.0,1283,1957,2574,6412,100,6,145,25,3,52,16,70,122,72,71,182,3,0,13826.0
Friday,3,5,1,4,9,633.0,1244,1748,2340,5767,139,143,9,71,139,188,186,59,151,24,63,78,5,3,13012.0
Monday,1,1,4,3,5,635.0,1280,1984,2641,6352,48,175,155,30,131,197,161,127,51,4,67,108,2,3,14165.0
Tuesday,5,0,5,2,67,383.0,786,1122,1506,3563,43,41,49,124,153,124,64,41,177,185,19,4,3,2,8468.0
Wednesday,4,5,4,2,191,725.0,1403,2060,2668,6642,102,132,35,91,157,106,60,159,72,114,25,186,0,4,14947.0
Thursday,5,0,5,2,154,647.0,1287,1842,2468,5960,151,49,174,52,116,181,147,120,70,195,178,81,5,3,13892.0
Friday,5,5,0,2,75,440.0,835,1280,1640,4023,98,149,114,145,147,195,198,95,193,114,166,150,1,5,10075.0
Monday,1,1,3,0,111,682.0,1356,2022,2649,6431,94,148,142,7,102,40,92,49,80,85,30,151,1,5,14282.0
Tuesday,3,2,3,1,128,559.0,1007,1497,1931,4661,66,81,66,69,35,77,28,72,63,114,109,18,0,0,10590.0
Wednesday,2,4,5,1,149,707.0,1324,1994,2581,6399,11,53,185,11,112,79,60,1,69,110,181,198,5,3,14244.0
Thursday,2,1,5,5,92,641.0,1322,1981,2547,6285,122,180,31,149,56,41,95,59,196,149,195,26,1,5,14186.0
Friday,2,2,2,2,151,551.0,1005,1548,2051,4956,80,85,128,71,173,151,66,120,191,98,115,20,4,2,11574.0
Monday,1,3,2,0,198,509.0,981,1420,1843,4538,167,45,71,119,137,19,38,177,81,168,93,13,3,0,10626.0
Tuesday,4,4,0,3,63,512.0,985,1457,1966,4723,169,12,89,99,7,100,57,137,161,185,106,14,4,0,10857.0
Wednesday,4,1,3,2,97,587.0,1031,1555,2134,5137,39,120,167,76,30,74,137,47,45,112,176,37,2,5,11618.0
Thursday,4,0,5,2,51,819.0,1499,2233,2956,7315,188,114,100,113,148,134,9,98,31,14,70,54,5,4,15966.0
Friday,2,4,1,1,197,686.0,1428,2069,2759,6837,118,91,50,89,48,125,49,12,130,126,195,161,1,4,15183.0
Monday,3,5,3,2,122,766.0,1502,2318,3015,7448,153,186,119,87,92,1,69,12,69,194,108,31,1,0,16306.0
Saturday,0,4,2,1,4,5.0,3,115,140,185,4,1329,1634,362,708,1000,84,24,183,172,172,25,179,14,6349.0
Saturday,5,2,1,2,0,5.0,2,197,143,156,80,678,2947,2428,1248,1812,58,33,14,136,23,88,156,52,10266.0
Saturday,4,5,1,4,3,1.0,2,59,93,152,32,1287,2481,3077,1809,655,0,107,41,195,51,163,82,117,10421.0
Saturday,1,1,1,1,3,3.0,0,15,197,60,183,2940,1779,1245,2311,610,177,21,38,184,101,144,78,135,10228.0
Saturday,3,1,5,4,3,3.0,2,47,73,37,91,644,361,1145,861,1495,177,35,165,198,38,56,126,187,5757.0
Saturday,3,5,2,2,0,5.0,4,152,133,10,98,513,1033,2039,1561,2521,129,102,149,124,161,84,46,157,9033.0
Sunday,3,4,0,1,5,1.0,5,64,44,57,35,377,1626,1267,963,710,190,64,176,117,7,150,100,76,6042.0
Sunday,3,2,5,3,1,0.0,3,184,192,19,135,2479,556,1953,1018,1457,23,188,39,142,42,8,27,129,8608.0
Sunday,5,5,0,2,4,0.0,0,34,138,187,15,613,306,1609,1231,979,180,194,37,8,161,143,104,43,5998.0
Sunday,0,1,1,4,2,5.0,4,181,95,36,72,1704,470,834,2105,1304,196,48,96,157,29,7,81,101,7533.0
Sunday,1,0,2,3,3,3.0,4,16,61,16,198,2855,2239,1751,579,1130,188,199,189,183,39,101,125,102,9987.0
Sunday,2,1,0,4,4,4.0,1,5,144,176,48,734,1173,387,1889,1511,70,163,74,145,199,31,27,74,6866.0
