Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,0,0,2,0,67,333,701,653,554,590,309,202,359,528,543,708,457,4184,863,1734,1336,151,2,3,14279
Wednesday,4,3,5,0,480,888,181,685,302,955,775,549,120,788,490,776,800,7228,1517,2904,2163,232,4,0,21849
Thursday,2,4,3,2,786,208,196,419,557,31,344,447,173,312,318,512,468,4458,975,1854,1380,25,3,0,13477
Friday,0,0,2,2,835,798,444,679,269,122,442,777,224,436,776,835,518,5122,1074,2124,1545,759,2,5,17790
Monday,1,5,1,4,112,143,18,926,889,340,206,959,238,736,411,773,688,6634,1380,2729,2006,162,4,5,19370
Tuesday,4,1,1,2,698,584,407,646,530,522,727,684,546,647,351,380,435,3866,848,1525,1223,554,0,5,15186
Wednesday,4,5,2,5,143,263,331,583,87,909,450,87,449,982,863,1002,699,6239,1259,2560,1880,341,2,5,19150
Thursday,4,2,0,2,794,87,380,745,811,330,287,683,595,864,5,576,710,6700,1380,2735,2080,340,1,0,20111
Friday,3,5,4,1,547,454,441,577,475,290,349,658,727,372,641,475,360,3327,741,1324,1075,295,3,5,13149
Monday,0,0,0,5,271,275,894,4,128,852,140,321,607,588,949,116,619,5493,1094,2259,1640,498,4,2,16759
Tuesday,0,3,1,1,140,80,886,62,352,351,558,289,48,703,448,835,513,4757,941,1944,1484,268,3,4,14671
Wednesday,0,2,0,4,740,263,863,290,703,408,837,826,88,421,939,739,679,6092,1234,2449,1835,508,5,5,19930
Thursday,0,2,5,0,154,154,694,377,577,508,479,164,583,208,226,36,430,3568,725,1444,1097,521,0,3,11955
Friday,3,4,2,1,109,708,926,756,847,176,633,765,612,37,70,205,722,6391,1296,2603,1917,760,5,4,19552
Monday,2,0,2,1,118,290,516,151,742,141,324,467,413,439,684,205,685,5927,1238,2407,1828,866,0,4,17450
Tuesday,2,0,3,5,147,844,326,62,339,200,729,44,646,615,428,630,575,5402,1112,2160,1647,727,4,0,16647
Wednesday,4,4,1,2,708,182,315,656,432,280,742,634,247,532,97,590,513,4261,901,1676,1290,77,1,4,14149
Thursday,5,1,3,4,880,263,998,230,528,657,603,641,411,431,876,259,706,6869,1459,2742,2150,26,5,2,20749
Friday,3,3,1,4,812,932,651,592,395,564,81,968,204,822,863,1005,679,6267,1290,2509,1933,287,5,5,20875
Monday,5,5,4,2,284,430,121,491,137,459,611,611,87,785,752,509,451,3811,780,1496,1131,142,5,1,13110
Tuesday,5,2,2,1,471,393,158,552,319,844,111,897,907,275,938,280,732,6781,1412,2792,2115,695,0,0,20682
Wednesday,2,5,1,4,818,649,142,203,251,809,267,720,783,316,280,690,463,4225,840,1693,1312,328,4,4,14809
Thursday,5,2,2,5,494,801,438,93,695,437,104,792,645,111,588,802,428,3696,821,1535,1193,224,5,0,13916
Friday,2,5,0,5,714,155,710,403,519,46,482,506,323,439,428,361,353,3247,722,1288,976,716,2,0,12402
Monday,1,0,2,3,475,161,320,263,579,60,551,14,235,217,607,684,647,5563,1198,2274,1652,329,2,2,15839
Tuesday,4,3,2,3,162,544,166,636,897,463,176,189,215,555,875,405,657,5874,1242,2420,1812,157,0,2,17459
Wednesday,5,4,4,3,731,657,680,404,117,301,631,444,513,779,589,317,427,3764,832,1565,1202,623,0,1,14593
Thursday,5,2,3,0,585,643,565,235,507,393,327,1059,849,845,816,846,741,6804,1385,2712,2079,25,4,0,21430
Friday,2,3,0,5,53,67,612,471,657,27,96,369,666,169,128,268,324,2975,608,1240,910,138,3,4,9795
Monday,2,4,4,3,7,836,547,159,323,97,438,824,655,700,328,828,649,5759,1211,2325,1789,638,1,3,18130
Saturday,2,4,0,4,3,219,364,233,161,304,264,242,322,366,224,58,238,67,126,216,74,237,55,4,3787
Saturday,3,4,1,0,2,245,247,137,196,95,283,36,188,41,248,129,9,59,75,205,10,178,107,5,2503
Saturday,0,2,4,0,0,215,113,65,108,18,392,280,178,0,244,22,218,158,241,124,221,225,253,3,3084
Saturday,3,4,2,2,1,255,337,272,142,241,272,314,385,323,125,392,286,399,336,34,136,57,113,2,4433
Saturday,4,3,2,0,2,383,377,232,154,209,339,16,92,49,125,75,80,132,207,7,39,23,244,2,2796
Saturday,5,4,4,1,0,145,344,149,150,292,376,112,260,0,238,213,360,164,13,277,120,286,189,1,3703
Sunday,5,1,3,5,5,218,296,155,182,326,36,215,398,305,99,268,104,2,99,124,221,192,127,4,3390
Sunday,0,4,0,0,4,380,202,373,26,107,249,250,249,294,260,338,254,150,46,92,362,235,351,1,4227
Sunday,0,0,3,1,1,231,176,133,122,164,371,20,149,354,242,209,15,189,199,280,121,187,343,5,3515
Sunday,1,1,4,0,2,204,103,216,269,258,26,64,22,109,61,343,305,229,290,188,23,192,253,0,3163
Sunday,5,1,2,5,1,301,231,180,166,288,250,303,52,280,266,78,263,281,102,109,389,89,215,0,3857
Sunday,1,0,2,3,5,304,218,394,135,213,117,185,117,24,70,288,96,53,60,346,71,93,330,2,3127
