Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,5,3,1,4,806,204,718,710,432,728,856,1064,481,358,47,326,1066,413,989,373,462,276,1,5,10328
Wednesday,0,4,3,0,67,513,712,802,148,251,773,304,758,198,76,234,670,744,712,537,180,226,2,4,7918
Thursday,1,3,4,4,63,257,729,185,52,458,547,244,600,33,707,167,736,679,477,764,74,734,2,1,7521
Friday,2,5,2,3,661,207,280,311,579,227,846,388,619,378,659,764,526,102,645,785,403,732,1,0,9125
Monday,5,3,2,2,333,280,383,499,423,368,548,776,444,335,471,630,597,454,290,667,364,715,1,1,8591
Tuesday,1,2,0,4,182,188,586,313,848,994,877,400,859,737,35,671,55,22,862,602,946,374,4,2,9564
Wednesday,4,3,4,5,726,81,289,69,607,10,792,27,690,400,457,104,779,9,422,266,601,553,0,2,6900
Thursday,0,1,0,5,150,377,65,386,209,908,507,283,731,430,241,607,117,647,21,656,405,805,2,1,7554
Friday,1,5,0,2,938,539,956,820,180,562,828,881,289,56,270,441,203,484,133,884,758,615,1,3,9849
Monday,0,4,2,3,204,337,806,838,522,846,632,609,786,138,206,379,226,680,195,921,685,786,5,5,9815
Tuesday,1,0,5,0,308,206,786,215,253,380,264,134,25,3,309,35,354,293,531,243,776,641,4,3,5769
Wednesday,2,2,0,1,612,418,610,805,307,39,987,451,908,827,154,968,145,409,82,253,18,936,1,5,8940
Thursday,5,2,1,2,279,649,5,443,562,431,59,78,366,118,665,131,525,198,116,675,737,192,2,3,6244
Friday,2,2,1,5,451,368,399,35,679,65,781,1014,221,615,192,1014,560,352,104,843,707,320,3,3,8736
Monday,4,2,1,1,266,85,189,705,229,372,616,767,548,494,72,246,560,294,475,190,630,681,5,3,7435
Tuesday,1,0,5,3,705,701,286,483,186,30,391,7,600,38,203,751,93,591,238,655,349,239,2,1,6558
Wednesday,1,1,0,3,887,200,831,305,203,391,636,29,230,345,430,970,633,604,637,936,1082,435,4,4,9797
Thursday,4,2,3,4,839,799,603,324,549,509,527,189,455,288,649,554,495,661,636,617,131,40,4,2,8884
Friday,2,3,3,5,315,209,84,570,412,825,656,15,912,703,728,200,607,859,361,862,430,262,2,3,9028
Monday,5,4,5,1,261,605,31,89,106,398,179,345,379,798,71,633,427,634,319,50,77,8,0,0,5425
Tuesday,4,5,5,4,812,866,259,724,559,407,690,99,140,296,371,496,704,116,270,76,840,922,0,4,8669
Wednesday,0,3,0,5,717,162,391,112,484,736,753,488,69,341,643,611,237,259,201,91,187,899,5,5,7399
Thursday,1,1,1,2,215,386,293,562,464,141,817,678,224,552,529,49,424,412,693,156,745,757,2,3,8107
Friday,3,4,1,0,641,519,469,293,95,6,30,263,822,70,178,95,369,821,624,941,583,930,0,0,7757
Monday,0,4,2,1,450,116,107,275,355,171,73,661,736,488,492,348,710,675,644,618,52,299,4,5,7286
Tuesday,4,4,3,5,586,563,394,94,236,512,514,795,883,791,377,40,558,564,864,281,683,204,5,0,8960
Wednesday,0,2,4,1,435,347,32,598,577,721,671,723,444,451,534,107,292,483,27,766,684,296,3,1,8199
Thursday,1,4,2,3,25,799,16,545,649,167,516,423,275,343,40,564,564,630,407,703,854,692,2,2,8226
Friday,3,0,4,2,490,203,578,197,181,97,37,241,679,80,627,727,749,706,642,617,470,343,5,2,7680
Monday,2,1,3,4,98,51,453,1,118,538,93,177,310,74,234,12,196,41,71,496,103,749,2,0,3827
Saturday,5,3,0,2,4,1785,732,1407,104,72,115,26,59,97,38,199,94,1,75,158,137,44,92,3,5252
Saturday,0,3,3,4,5,2388,662,2905,87,147,156,95,143,25,9,102,47,74,167,149,97,83,100,2,7453
Saturday,2,4,2,3,5,1268,657,911,174,33,52,131,109,29,172,169,134,22,98,83,87,35,92,0,4272
Saturday,4,0,2,5,3,1421,1717,1024,104,32,200,165,32,30,102,92,56,11,38,199,147,7,89,0,5480
Saturday,0,3,4,0,3,2701,1645,2195,185,113,184,124,93,66,77,35,85,21,45,11,176,190,35,5,7996
Saturday,0,3,1,1,3,800,1278,452,34,142,192,81,88,42,114,198,178,137,71,72,59,186,183,4,4319
Sunday,3,4,3,4,1,579,1118,2174,196,89,177,25,160,156,31,92,27,36,29,21,188,8,38,4,5163
Sunday,3,1,0,3,3,1521,1848,760,188,110,108,187,175,112,129,72,147,77,52,48,64,160,22,5,5795
Sunday,0,1,5,0,5,270,561,1291,104,135,92,78,125,196,188,13,142,157,79,198,73,154,107,0,3974
Sunday,5,5,0,0,2,1024,380,1742,98,99,47,31,99,1,60,78,79,113,10,136,68,104,134,0,4315
Sunday,3,2,3,0,5,1623,704,327,147,67,83,149,85,193,82,57,188,112,45,48,131,127,29,1,4211
Sunday,1,3,2,2,5,1474,797,1868,186,70,182,77,66,30,93,11,96,154,124,79,1,24,79,0,5424
