Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,5,3,2,166,24,37,103,20,154,195,1341,6440,6418,680,1317,37,183,178,187,62,3,3,2,17563
Wednesday,0,2,3,0,64,13,186,80,92,20,157,947,4438,4487,450,906,47,18,44,148,12,127,1,1,12243
Thursday,1,1,1,2,82,185,74,189,99,42,34,1103,5324,5363,594,1148,105,159,62,37,127,136,0,4,14872
Friday,5,4,3,1,100,91,21,110,54,140,55,609,2881,2944,341,590,9,60,83,122,113,63,5,4,8408
Monday,1,2,0,3,22,131,102,42,180,103,27,1370,6553,6555,659,1297,117,33,120,194,113,22,5,2,17653
Tuesday,2,3,0,4,73,13,91,180,95,176,131,1137,5673,5604,620,1146,117,74,141,11,34,126,1,0,15452
Wednesday,5,3,3,5,101,45,183,62,32,42,184,1291,6274,6293,688,1312,120,61,86,35,114,1,0,4,16944
Thursday,2,0,3,5,37,82,17,86,137,150,122,836,4247,4257,451,880,13,81,45,97,51,187,1,5,11792
Friday,5,5,3,0,88,88,45,148,117,181,196,1115,5627,5552,628,1134,31,76,60,69,107,192,0,3,15470
Monday,0,2,5,0,54,106,29,117,181,152,67,1414,6863,6766,741,1400,24,38,52,46,160,199,2,4,18422
Tuesday,3,2,2,0,171,167,109,5,7,80,43,753,3758,3773,449,753,36,32,135,27,175,188,5,3,10676
Wednesday,3,4,2,5,70,164,136,48,35,153,198,1369,6863,6818,680,1432,2,194,36,146,59,51,3,3,18474
Thursday,5,4,0,1,81,195,97,97,122,84,168,662,3317,3253,393,694,71,0,23,115,59,98,0,0,9539
Friday,2,0,5,5,81,81,158,90,113,51,100,1374,6827,6813,715,1417,135,60,97,155,144,16,0,2,18441
Monday,5,5,3,4,147,176,34,172,178,6,70,1327,6578,6539,707,1380,115,41,145,19,73,40,3,0,17767
Tuesday,3,0,4,1,99,167,66,188,113,58,52,1521,7213,7180,755,1479,167,63,158,177,164,7,1,5,19641
Wednesday,1,4,1,4,59,80,124,143,105,126,121,1049,5054,5093,597,1022,173,61,69,105,40,108,0,0,14139
Thursday,0,1,4,1,49,53,109,23,143,165,53,874,4304,4258,484,939,63,38,107,104,66,26,4,3,11871
Friday,1,5,0,5,3,114,58,53,196,49,146,765,3699,3617,418,728,56,17,149,162,2,94,3,3,10343
Monday,0,0,1,3,177,102,117,131,31,91,35,558,2548,2625,282,576,1,79,47,159,129,143,0,3,7838
Tuesday,5,4,4,1,45,9,108,195,192,154,69,1102,5517,5571,593,1122,31,32,182,57,194,32,0,3,15222
Wednesday,4,1,0,3,86,5,114,128,126,134,97,1433,6831,6810,752,1369,84,48,50,186,100,162,4,3,18530
Thursday,1,0,5,2,17,119,141,27,134,190,97,795,3695,3730,464,783,25,130,72,136,36,194,1,4,10798
Friday,3,2,0,3,120,30,176,79,33,59,4,1063,4844,4886,568,990,36,12,23,186,52,68,0,3,13240
Monday,5,1,2,1,126,90,55,34,158,41,150,1275,6137,6153,692,1305,14,140,123,21,19,93,3,1,16639
Tuesday,5,1,3,3,133,110,64,138,26,91,5,660,2936,2918,315,674,122,77,176,160,13,132,4,1,8767
Wednesday,1,5,5,5,64,164,196,191,172,90,24,1149,5756,5717,664,1164,93,25,126,101,160,160,4,5,16041
Thursday,5,1,5,4,60,52,150,131,178,163,50,698,3170,3152,353,624,25,36,145,173,156,164,0,2,9497
Friday,2,3,5,1,185,72,68,12,98,28,30,1516,7522,7517,747,1562,188,76,180,104,173,192,3,5,20289
Monday,1,3,3,0,4,97,8,125,190,81,145,1012,5062,5076,549,1039,191,115,126,15,83,144,1,1,14071
Saturday,4,4,0,0,2,0,3,174,142,71,29,525,2416,1426,1000,1931,107,134,28,192,75,147,171,63,8644
Saturday,2,4,5,0,1,2,2,183,58,174,25,1712,2761,2180,1116,615,95,2,175,146,72,144,115,104,9693
Saturday,0,0,0,1,4,5,3,92,155,73,107,354,954,1647,709,1301,132,80,28,176,195,110,85,93,6304
Saturday,4,0,3,0,0,1,5,190,92,13,192,539,1058,1475,2545,1965,77,166,97,72,179,90,160,175,9098
Saturday,0,3,0,1,4,1,2,157,71,109,179,1382,1094,761,1784,385,83,30,18,37,117,168,62,86,6534
Saturday,5,5,3,2,4,0,1,134,70,141,21,1087,364,727,1686,1350,67,67,55,153,54,135,170,11,6312
Sunday,5,4,3,4,3,4,5,99,138,174,149,449,1242,1986,1610,805,86,170,80,68,2,30,79,58,7253
Sunday,2,0,4,4,4,1,2,183,172,16,184,332,1658,641,1287,1013,152,52,6,34,179,83,67,142,6218
Sunday,0,5,0,4,4,2,0,154,151,158,11,1187,2923,2394,1779,670,195,197,150,176,153,150,148,68,10679
Sunday,1,0,0,3,4,2,5,93,30,187,12,662,367,1291,991,1635,141,45,173,3,93,96,171,74,6079
Sunday,5,2,5,3,0,2,3,117,68,162,81,632,1171,1452,844,292,159,24,151,119,111,140,173,136,5852
Sunday,4,5,3,0,5,1,1,116,54,126,157,921,631,1550,1175,377,189,190,6,57,98,31,56,31,5784
