Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,4,5,2,4,27,641.0,116,313,1870,2125,88,71,13,112,13,44,125,86,133,179,108,24,3,1,6107.0
Wednesday,1,5,3,4,193,5183.0,190,739,3051,2215,119,182,137,59,141,81,46,174,177,187,8,82,2,0,12979.0
Thursday,4,2,4,5,20,3151.0,59,305,2972,234,124,112,81,110,188,191,199,152,40,25,161,175,1,5,8320.0
Friday,0,0,5,0,62,2373.0,183,346,2727,438,55,50,116,61,131,8,156,45,86,93,70,76,0,2,7083.0
Monday,3,1,2,1,140,4618.0,259,246,2429,3009,127,49,54,100,176,153,169,5,128,152,20,4,4,1,11850.0
Tuesday,5,3,2,1,180,2234.0,821,71,4135,1955,33,194,99,166,126,112,178,5,84,76,8,76,3,5,10572.0
Wednesday,4,4,5,2,133,560.0,189,387,2217,2284,128,49,101,141,39,163,20,93,50,97,155,196,0,4,7021.0
Thursday,5,1,5,3,181,6083.0,293,662,2153,1007,25,99,80,48,149,49,145,23,33,26,98,76,1,4,11249.0
Friday,0,2,2,1,148,2522.0,199,409,2091,3748,56,2,83,195,84,39,101,194,167,147,15,14,5,3,10227.0
Monday,4,3,2,0,79,66.0,348,134,1685,1492,13,72,37,43,21,60,181,185,48,17,48,200,3,3,4744.0
Tuesday,4,0,0,5,105,129.0,196,424,197,2720,156,42,35,163,104,131,26,120,169,156,107,172,5,0,5166.0
Wednesday,4,4,2,0,80,970.0,77,207,2085,369,72,60,42,112,110,41,30,85,36,134,55,155,0,2,4732.0
Thursday,2,3,5,0,192,1538.0,204,244,328,742,11,5,132,101,112,58,176,6,169,75,157,93,1,5,4359.0
Friday,5,4,4,1,20,2804.0,254,188,2965,2376,92,197,148,152,102,173,42,102,190,160,83,79,2,5,10148.0
Monday,3,5,2,3,146,1526.0,353,230,1666,70,3,154,171,189,98,153,50,79,23,185,178,180,1,4,5472.0
Tuesday,2,0,0,2,126,1519.0,157,31,944,2472,160,100,80,27,163,100,38,89,76,116,94,37,0,0,6333.0
Wednesday,5,5,0,0,43,2891.0,399,59,2497,3128,177,171,26,154,19,112,183,148,123,79,3,79,3,1,10305.0
Thursday,3,4,5,5,93,3136.0,347,417,3552,1627,178,152,78,187,147,14,143,69,53,143,123,41,2,5,10524.0
Friday,1,5,3,0,49,3619.0,355,69,2697,3432,159,84,53,26,93,135,7,34,68,79,186,159,5,3,11321.0
Monday,4,1,2,0,161,2358.0,265,205,869,852,106,164,0,156,168,92,17,172,168,96,129,178,2,1,6166.0
Tuesday,0,0,0,3,133,3613.0,318,109,3409,104,189,52,1,60,123,140,126,60,188,45,31,82,1,1,8788.0
Wednesday,1,1,1,0,158,2794.0,91,462,2061,410,91,104,4,39,67,152,142,174,121,63,149,88,4,2,7179.0
Thursday,2,3,5,5,125,2733.0,548,214,2640,2706,161,172,185,36,15,54,107,170,16,169,17,4,2,1,10090.0
Friday,5,3,1,1,24,392.0,178,145,3445,1864,164,22,148,111,5,17,122,191,58,100,17,81,2,5,7101.0
Monday,2,4,3,3,111,5500.0,561,336,219,4350,22,188,162,164,8,11,111,106,114,163,47,43,1,0,12229.0
Tuesday,4,3,3,3,50,3987.0,466,49,4499,6794,50,190,18,43,161,77,170,27,114,67,136,70,4,1,16986.0
Wednesday,1,4,3,0,96,6237.0,769,683,5363,3533,3,131,162,43,93,171,159,196,15,199,186,156,0,1,18204.0
Thursday,3,4,0,3,102,129.0,87,158,1846,3114,111,177,126,191,175,16,115,131,8,165,152,116,1,2,6932.0
Friday,4,5,5,4,173,1356.0,87,251,3519,289,33,41,23,41,172,79,19,71,141,151,38,52,0,1,6555.0
Monday,3,1,0,3,118,427.0,178,400,1608,580,7,128,80,145,132,164,196,133,13,70,128,25,1,2,4542.0
Saturday,3,5,4,0,1,204.0,78,210,88,347,331,139,370,38,301,328,44,277,191,63,392,120,309,3,3846.0
Saturday,4,3,2,5,3,76.0,68,165,342,324,86,216,159,346,321,173,180,70,1,314,314,336,378,5,3891.0
Saturday,2,4,5,3,4,347.0,1,132,293,229,239,347,335,279,13,196,18,96,162,366,74,380,14,0,3539.0
Saturday,2,3,5,3,4,374.0,112,77,66,268,171,394,343,44,279,144,176,349,90,311,283,386,17,2,3903.0
Saturday,0,4,5,0,5,332.0,324,143,321,322,294,386,252,361,367,246,371,272,373,160,264,99,279,2,5182.0
Saturday,3,0,1,5,5,278.0,168,110,170,173,192,273,206,176,131,88,54,142,299,192,68,362,346,5,3447.0
Sunday,0,1,3,5,1,191.0,169,398,345,183,86,52,267,367,273,36,5,362,210,297,365,100,215,3,3934.0
Sunday,4,5,1,0,1,151.0,72,365,318,135,54,386,77,233,305,189,191,325,299,21,309,25,396,1,3863.0
Sunday,4,5,5,0,2,148.0,279,334,190,146,43,150,195,216,122,35,20,64,127,42,178,133,273,5,2716.0
Sunday,3,5,2,0,1,295.0,287,7,240,258,155,244,59,156,233,195,144,115,244,259,205,315,362,5,3789.0
Sunday,0,3,5,3,1,261.0,110,243,347,362,261,42,285,265,175,96,214,346,299,143,235,398,120,2,4216.0
Sunday,3,4,1,5,4,11.0,260,305,73,199,134,392,88,280,93,276,276,377,162,183,277,80,322,3,3808.0
