Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,4,1,4,143,134,188,22,197,100,183,371,1510,1529,440,3741,175,46,13,97,68,54,2,5,9030
Wednesday,0,0,5,5,129,15,45,192,101,156,99,748,2941,2980,762,7278,168,166,181,9,190,52,2,3,16227
Thursday,1,5,2,5,9,30,22,101,28,130,94,360,1333,1363,429,3317,22,186,36,158,194,21,1,0,7847
Friday,0,0,0,1,148,125,41,162,160,3,140,537,2107,2083,561,5067,184,27,17,54,65,13,1,0,11496
Monday,1,3,4,1,161,103,4,81,48,108,124,693,2608,2635,685,6593,133,171,106,44,34,174,1,2,14517
Tuesday,1,3,3,3,9,138,185,104,20,126,179,671,2674,2622,679,6536,16,46,70,186,45,167,5,0,14488
Wednesday,4,2,1,0,200,131,133,87,18,162,84,445,1554,1604,413,3835,69,56,132,70,28,73,2,3,9106
Thursday,3,2,2,1,13,61,51,166,151,84,170,663,2512,2484,695,6199,64,108,188,175,167,70,2,5,14036
Friday,4,3,5,5,194,198,63,187,141,16,87,700,2615,2610,707,6523,154,193,14,162,18,196,0,2,14797
Monday,5,5,5,4,164,172,174,114,153,12,191,534,2094,2137,572,5159,47,183,104,26,147,167,2,2,12173
Tuesday,5,0,3,4,103,22,114,195,155,76,54,649,2605,2691,744,6518,135,99,173,102,104,59,3,4,14617
Wednesday,4,0,5,2,200,147,48,112,15,24,122,742,2869,2854,767,7009,97,150,191,200,193,123,1,3,15878
Thursday,1,2,5,0,171,137,195,125,34,46,186,674,2420,2442,664,6137,186,68,68,176,1,81,4,1,13824
Friday,5,4,5,4,50,106,188,130,119,46,88,424,1622,1581,406,3890,142,164,188,100,105,78,3,3,9451
Monday,3,4,1,2,48,47,113,175,183,135,129,688,2581,2558,647,6426,92,76,40,197,69,195,2,4,14415
Tuesday,5,0,3,1,114,38,17,169,157,141,86,705,2795,2762,677,6821,36,198,115,17,168,107,2,2,15136
Wednesday,4,1,4,2,45,74,132,190,44,69,47,474,1662,1739,442,4187,24,156,76,198,15,32,3,4,9624
Thursday,0,3,1,1,92,133,142,173,3,96,68,723,2616,2645,699,6518,38,6,84,45,168,154,0,3,14411
Friday,3,4,5,0,30,48,129,104,123,22,97,495,2005,2030,505,4925,73,136,35,40,125,164,3,0,11101
Monday,2,4,2,5,12,33,200,189,57,113,144,537,1913,1861,536,4745,87,137,162,156,63,147,5,1,11111
Tuesday,5,5,5,0,62,48,39,78,185,153,156,410,1370,1332,324,3257,38,141,100,102,61,153,2,2,8028
Wednesday,3,2,3,1,119,71,17,161,170,134,40,457,1800,1802,459,4328,161,34,149,169,59,121,5,0,10265
Thursday,2,1,5,3,187,27,88,157,120,171,108,324,1304,1304,358,3193,183,99,60,172,16,189,5,3,8079
Friday,5,3,0,4,117,36,1,31,154,95,196,693,2710,2653,698,6623,132,166,105,10,193,119,5,5,14754
Monday,0,3,1,1,187,165,100,49,88,161,164,752,2869,2867,738,7141,23,58,93,22,82,176,2,1,15743
Tuesday,1,2,0,5,70,3,136,15,60,129,60,352,1374,1306,346,3323,20,130,143,120,48,86,5,5,7739
Wednesday,2,0,4,3,134,64,61,45,184,96,162,674,2483,2556,643,6196,32,51,0,18,26,114,3,4,13555
Thursday,0,3,3,2,49,69,140,78,145,87,193,371,1481,1457,442,3643,93,93,51,147,146,20,5,0,8718
Friday,4,4,4,4,45,151,121,92,126,101,47,368,1240,1230,294,3002,166,148,85,1,24,171,5,5,7438
Monday,2,5,4,2,79,129,140,180,150,174,86,676,2708,2670,713,6616,63,36,23,200,124,12,5,1,14798
Saturday,4,1,2,4,1,1146,778,1521,80,134,86,88,88,160,195,116,143,116,103,97,8,20,184,2,5077
Saturday,4,5,1,4,1,2081,1679,858,56,180,86,65,138,150,72,163,129,191,2,12,81,31,25,5,6019
Saturday,1,2,5,5,1,2311,1170,1764,170,159,69,175,31,195,26,160,4,35,72,130,101,141,14,0,6741
Saturday,3,5,4,5,3,1210,646,1505,156,63,94,198,161,152,131,50,49,111,84,17,76,150,76,5,4954
Saturday,5,2,2,5,2,903,1542,1254,57,8,123,62,195,170,44,46,116,176,135,158,22,57,185,1,5270
Saturday,4,1,5,0,1,930,1857,1386,174,167,125,168,90,174,137,177,3,160,81,188,145,182,103,3,6261
Sunday,2,0,2,2,2,564,1526,2569,181,1,103,108,147,130,92,5,54,17,21,158,161,146,104,5,6100
Sunday,2,5,3,1,1,2063,2494,579,44,50,106,69,48,48,7,141,28,91,71,13,97,183,178,2,6324
Sunday,5,5,2,5,5,1738,463,883,111,155,196,174,200,102,59,168,180,9,47,42,123,151,146,2,4971
Sunday,2,3,4,0,1,342,1141,1413,135,146,126,68,133,68,60,80,160,152,192,144,116,108,149,4,4747
Sunday,1,1,5,3,3,1928,1505,2483,64,100,118,130,136,192,99,143,142,132,112,41,174,150,155,2,7819
Sunday,5,4,4,2,5,2223,1295,1734,157,192,187,180,88,154,51,33,107,50,112,30,137,88,95,2,6935
