Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,1,1,0,197,5207.0,55,103,162,5173,136,31,71,157,129,50,22,193,20,161,172,161,0,3,12206.0
Wednesday,0,0,5,5,111,6513.0,141,45,111,6644,183,148,28,190,87,150,162,30,146,164,160,122,0,4,15149.0
Thursday,4,4,2,5,116,3447.0,56,153,113,3796,138,29,172,5,145,144,58,44,32,38,19,90,0,3,8613.0
Friday,4,4,5,2,15,5616.0,183,111,76,5722,137,140,126,2,62,135,159,61,52,15,123,71,1,1,12823.0
Monday,3,4,4,0,85,5965.0,102,29,67,6139,30,16,186,33,143,170,47,194,136,69,6,194,2,0,13624.0
Tuesday,4,1,3,5,110,4092.0,126,177,172,4221,12,29,147,8,78,154,166,77,152,185,74,151,0,0,10144.0
Wednesday,1,4,0,1,185,4624.0,80,198,189,4764,78,179,123,182,55,11,187,15,50,192,26,133,1,4,11282.0
Thursday,2,1,5,5,147,6497.0,82,115,154,6311,123,170,107,82,158,123,58,168,150,157,141,144,0,2,14902.0
Friday,2,1,2,5,148,4580.0,132,17,48,4401,150,152,44,86,167,34,86,98,159,143,199,96,5,0,10755.0
Monday,5,4,5,1,64,7804.0,23,33,190,7661,156,174,37,149,5,23,174,186,188,17,32,114,5,3,17053.0
Tuesday,4,1,4,5,133,3757.0,72,169,146,3908,72,116,29,11,100,16,74,49,36,116,142,125,1,3,9089.0
Wednesday,1,1,2,2,141,5614.0,196,52,13,5622,123,190,172,76,32,187,62,31,71,45,109,3,2,0,12747.0
Thursday,0,1,0,3,63,5631.0,65,75,32,5256,78,13,163,79,9,32,89,196,5,50,48,6,5,5,11904.0
Friday,1,1,4,0,52,6188.0,176,21,1,6161,56,188,115,101,178,130,174,101,102,155,166,146,2,0,14219.0
Monday,4,5,1,0,23,5892.0,159,185,15,5594,121,118,8,153,63,145,131,115,120,23,176,135,5,1,13192.0
Tuesday,2,5,1,1,81,4810.0,130,24,50,5192,199,115,135,35,15,163,151,24,53,42,106,131,5,4,11474.0
Wednesday,3,2,3,3,138,5601.0,12,147,2,5239,32,9,13,27,59,146,26,114,7,48,141,5,5,4,11786.0
Thursday,0,2,1,5,141,4064.0,117,48,151,4075,133,17,200,82,110,67,144,27,54,152,40,149,4,2,9785.0
Friday,0,3,0,2,172,4657.0,84,112,162,4488,75,156,40,20,186,170,143,61,87,46,110,137,3,5,10919.0
Monday,0,1,2,2,184,2967.0,56,52,40,3411,190,41,79,196,59,141,195,91,61,192,121,142,2,2,8227.0
Tuesday,5,2,3,1,18,7396.0,83,135,198,7507,169,76,86,107,155,87,71,150,190,123,178,156,5,1,16902.0
Wednesday,0,1,1,1,45,7388.0,171,169,134,7484,88,175,189,78,27,114,184,176,45,20,81,123,5,1,16700.0
Thursday,3,2,5,5,114,4611.0,134,84,15,4562,174,172,83,117,79,128,45,6,100,112,166,172,1,5,10895.0
Friday,2,5,4,4,35,3732.0,108,27,123,3760,153,53,107,47,157,112,196,109,69,169,65,182,2,3,9224.0
Monday,5,2,0,5,117,4307.0,73,118,107,4033,162,6,83,175,140,180,65,114,13,159,95,193,4,0,10156.0
Tuesday,3,4,5,4,67,6138.0,65,15,2,6084,11,39,63,60,107,45,26,93,143,158,10,154,4,0,13300.0
Wednesday,2,4,0,1,91,5701.0,163,198,65,5497,195,40,31,198,123,49,175,7,173,154,182,131,0,1,13181.0
Thursday,2,2,4,3,10,5983.0,46,119,195,5753,152,82,59,7,97,189,87,175,44,133,15,157,3,4,13321.0
Friday,4,3,3,2,182,6434.0,5,155,171,6319,174,95,123,102,56,59,114,186,22,21,18,15,1,2,14266.0
Monday,4,5,2,0,103,6946.0,114,103,50,6501,104,76,92,91,147,142,53,100,17,142,39,198,5,5,15039.0
Saturday,1,3,3,5,2,0.0,41,139,85,97,153,14,186,145,187,83,1032,683,403,1616,172,186,114,5,5355.0
Saturday,2,0,0,5,5,3.0,146,34,147,105,97,62,186,119,40,12,2083,1080,601,1585,81,140,102,1,6636.0
Saturday,2,1,2,0,5,3.0,148,94,11,23,80,133,134,96,1,121,2355,1154,2953,642,199,195,173,1,8526.0
Saturday,5,1,5,2,2,3.0,166,47,90,136,126,123,103,141,189,88,961,2424,524,1499,164,35,91,5,6930.0
Saturday,1,0,2,0,1,4.0,14,54,31,130,196,110,118,114,17,150,639,2886,1209,2348,25,11,21,5,8086.0
Saturday,2,3,0,2,2,2.0,124,8,198,161,55,145,122,151,70,8,311,522,839,1343,73,68,190,5,4404.0
Sunday,3,3,5,4,4,0.0,155,15,97,145,34,6,42,182,25,2,1695,1338,1032,336,50,63,143,4,5383.0
Sunday,1,2,2,3,2,4.0,55,54,139,65,25,52,122,44,169,10,2264,1832,1337,453,71,158,172,5,7041.0
Sunday,0,4,3,2,1,5.0,8,10,9,16,130,171,99,7,29,0,1398,350,673,992,197,65,7,1,4177.0
Sunday,5,1,4,0,5,1.0,167,86,142,194,129,170,15,102,69,147,977,2302,1857,1449,190,34,139,4,8189.0
Sunday,5,5,4,2,5,3.0,47,195,34,115,146,30,155,56,55,191,2308,600,1730,1209,44,137,134,4,7214.0
Sunday,1,1,2,2,5,1.0,10,149,154,113,42,181,106,94,90,17,1628,457,2011,1288,72,79,83,4,6590.0
