Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,2,4,2,1,46,4,106,130,22,70,10,2549,2560,2566,6225,6261,101,199,147,158,197,171,4,4,21539
Wednesday,3,3,2,0,129,95,2,41,200,135,113,2816,2849,2884,7009,7000,23,69,178,197,184,18,5,3,23958
Thursday,1,5,3,4,160,103,144,162,180,59,19,1835,1813,1824,4430,4430,139,148,91,128,100,89,2,0,15869
Friday,5,4,1,4,175,58,120,152,61,130,20,1493,1542,1559,3746,3668,112,126,42,21,197,47,2,3,13288
Monday,1,0,1,3,0,153,6,127,55,55,57,2851,2847,2892,7052,7045,128,89,43,84,127,15,1,5,23637
Tuesday,4,1,2,1,83,166,91,114,197,141,73,2219,2236,2214,5516,5504,66,181,76,18,26,156,1,2,19088
Wednesday,2,2,5,2,78,102,144,109,84,105,49,2030,1957,2038,4900,4865,82,49,100,11,95,91,1,4,16905
Thursday,5,5,5,4,56,0,66,191,128,35,52,2276,2308,2276,5664,5665,112,73,115,198,43,170,1,5,19453
Friday,5,4,3,1,38,168,110,16,51,84,150,2504,2502,2528,6264,6285,65,198,199,17,38,151,1,0,21382
Monday,3,1,3,3,139,45,182,47,79,102,77,1543,1533,1598,3886,3830,138,142,183,30,43,189,2,4,13802
Tuesday,4,5,5,2,178,146,67,21,133,40,82,1892,1946,1967,4795,4767,120,110,52,198,179,43,4,1,16757
Wednesday,1,2,2,4,86,48,155,94,185,167,103,2690,2671,2634,6524,6578,65,165,104,83,102,114,1,2,22580
Thursday,0,3,1,0,26,86,188,33,64,113,154,2752,2715,2765,6711,6710,174,84,33,176,199,142,4,2,23135
Friday,3,1,2,1,18,91,114,200,54,174,64,1881,1854,1817,4585,4568,53,43,118,168,110,93,1,4,16017
Monday,5,5,0,4,25,88,112,187,144,9,67,2726,2665,2643,6619,6691,127,79,18,64,138,167,4,2,22589
Tuesday,0,4,0,0,46,37,83,132,12,86,76,3047,3061,2989,7439,7517,138,194,192,189,33,185,0,0,25460
Wednesday,1,1,0,1,131,3,155,142,169,33,71,1992,2013,2013,4854,4890,197,155,155,100,18,58,3,4,17159
Thursday,1,1,2,3,38,71,23,58,48,69,173,1800,1795,1829,4464,4501,102,125,136,194,110,29,0,5,15577
Friday,4,3,5,5,89,148,102,3,78,128,2,1257,1261,1204,3013,3054,115,142,67,69,28,162,5,1,10945
Monday,0,0,0,4,76,79,195,69,107,74,13,1544,1517,1447,3691,3695,152,87,86,54,90,130,2,2,13114
Tuesday,4,4,3,4,112,28,199,110,9,46,79,2848,2842,2869,7129,7169,193,72,183,118,198,92,4,3,24318
Wednesday,2,2,3,5,124,31,45,90,34,64,8,1825,1765,1754,4333,4337,85,129,75,105,65,123,3,3,15010
Thursday,5,2,1,3,195,24,197,143,116,93,14,2878,2934,2885,7130,7150,115,23,59,71,185,162,0,3,24388
Friday,0,0,5,2,59,14,39,140,174,28,193,1148,1090,1133,2758,2726,101,103,182,126,170,194,1,4,10390
Monday,4,5,2,0,117,174,121,119,24,187,108,1128,1157,1160,2859,2875,172,83,57,64,18,19,5,0,10458
Tuesday,0,2,0,5,141,60,44,37,127,162,126,1429,1411,1450,3394,3382,118,194,194,48,97,78,4,5,12508
Wednesday,5,4,1,1,84,148,184,111,120,97,89,1998,1976,2029,5022,5034,164,37,47,45,82,22,5,3,17308
Thursday,4,1,4,4,78,130,133,127,49,44,165,1705,1702,1753,4280,4255,51,166,26,174,104,181,0,4,15140
Friday,4,3,0,3,120,0,104,140,111,104,106,2662,2673,2663,6618,6636,44,158,127,124,181,82,1,2,22666
Monday,2,0,2,2,157,29,78,111,58,17,162,3019,2963,2948,7405,7330,24,34,113,40,70,177,0,2,24743
Saturday,5,0,2,4,2,105,143,31,22,222,57,359,290,293,284,155,355,222,211,101,28,373,368,1,3633
Saturday,1,2,1,4,2,13,313,266,86,48,309,385,368,300,86,177,368,42,25,112,263,282,267,2,3722
Saturday,1,1,4,3,0,232,148,143,125,396,77,298,208,255,160,386,395,22,79,202,287,176,98,1,3697
Saturday,0,3,4,2,5,4,79,34,21,4,59,383,68,294,249,115,391,298,80,11,100,189,239,4,2636
Saturday,2,1,3,0,4,39,60,277,104,362,264,183,175,356,328,303,168,384,71,142,84,116,100,3,3529
Saturday,5,3,1,0,3,168,104,268,101,181,318,268,15,389,156,198,206,287,391,252,298,252,387,4,4255
Sunday,0,2,4,2,2,298,15,215,377,100,81,374,343,275,117,92,171,163,27,82,111,22,258,3,3134
Sunday,1,5,5,2,5,182,206,4,115,343,67,193,198,116,267,120,177,237,227,66,187,2,308,3,3036
Sunday,4,4,5,1,3,355,244,270,185,284,399,95,168,238,194,362,233,235,258,173,44,178,342,3,4277
Sunday,0,5,0,3,1,75,320,356,261,78,146,77,59,249,26,30,290,293,178,219,188,4,257,4,3119
Sunday,3,1,3,3,2,395,153,291,233,342,295,84,228,42,113,231,204,112,385,141,196,211,310,5,3983
Sunday,1,4,0,2,1,303,396,350,31,257,375,354,52,132,339,225,316,359,180,109,251,66,13,1,4117
