Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,1,5,4,1,47,658.0,759,2539,6128,2315,179,43,40,8,106,188,168,146,198,24,93,103,5,2,13760.0
Wednesday,2,4,0,4,56,558.0,1011,1926,4619,1760,65,57,40,124,66,190,139,71,92,141,10,193,4,4,11136.0
Thursday,2,1,3,3,48,631.0,1054,2264,5628,2298,187,126,145,80,46,178,0,138,16,34,62,99,0,3,13046.0
Friday,5,3,3,0,178,725.0,1329,2661,6461,2488,14,45,112,2,58,14,27,113,140,72,104,130,2,2,14688.0
Monday,0,2,2,4,97,586.0,686,2379,5861,1990,8,95,165,200,166,143,140,120,168,102,0,139,1,2,13056.0
Tuesday,0,0,2,2,30,660.0,1301,2668,6603,2085,39,54,155,131,91,117,150,87,104,97,158,154,4,0,14692.0
Wednesday,1,4,0,5,177,321.0,490,1319,3175,1078,157,169,21,129,175,3,37,92,99,102,97,7,0,5,7663.0
Thursday,3,3,5,2,107,767.0,1289,2961,7290,2399,75,184,175,47,200,88,140,155,17,30,144,131,0,5,16217.0
Friday,5,0,4,1,55,406.0,381,1540,3758,1381,169,51,18,128,15,138,138,129,77,141,8,13,2,4,8562.0
Monday,0,2,2,5,57,437.0,563,1540,3831,1530,2,39,159,151,50,24,112,39,100,62,25,71,1,2,8804.0
Tuesday,5,0,4,3,183,542.0,931,1832,4422,1327,70,180,179,66,2,14,13,3,78,195,75,175,0,4,10303.0
Wednesday,2,3,3,3,1,717.0,1501,2902,7115,2504,69,121,108,87,102,131,198,80,25,129,47,0,1,4,15853.0
Thursday,2,1,3,3,97,460.0,812,1571,3862,1591,0,194,184,92,30,198,109,64,17,177,119,112,0,2,9700.0
Friday,1,4,5,0,61,738.0,1085,2754,6642,2266,93,22,122,128,83,167,91,104,172,33,65,124,2,5,14767.0
Monday,0,3,5,1,113,585.0,1106,2092,5035,2052,170,183,108,123,169,14,158,91,134,44,121,177,3,1,12488.0
Tuesday,2,2,4,3,148,605.0,631,2081,5065,1740,59,69,91,6,63,19,193,77,135,49,136,21,4,3,11206.0
Wednesday,5,2,5,4,183,530.0,792,2058,5128,1971,169,29,11,92,142,172,130,9,101,85,36,125,1,0,11780.0
Thursday,4,3,4,1,16,487.0,1021,2013,4832,1647,144,138,133,0,169,171,2,95,141,145,1,153,3,2,11325.0
Friday,2,3,4,2,89,585.0,583,2301,5583,2038,144,57,9,140,155,42,186,85,169,10,188,192,2,4,12573.0
Monday,0,0,0,0,159,483.0,650,1936,4799,1992,177,164,77,106,123,123,195,41,51,163,71,186,1,2,11499.0
Tuesday,1,2,2,1,76,484.0,795,1655,4110,1714,152,171,36,19,141,104,54,118,130,170,72,82,3,5,10097.0
Wednesday,5,3,2,5,29,482.0,687,1863,4541,1596,68,191,67,82,92,163,51,65,141,41,129,144,4,4,10455.0
Thursday,5,1,3,3,2,331.0,318,1170,2822,1005,71,171,108,158,140,58,108,105,105,1,110,164,4,3,6966.0
Friday,1,1,4,4,127,302.0,551,1128,2822,1189,192,70,169,192,136,192,163,46,189,119,52,188,3,4,7844.0
Monday,1,5,0,3,76,425.0,595,1621,3889,1585,140,187,196,40,130,55,32,21,67,198,24,17,5,1,9313.0
Tuesday,2,4,4,2,158,676.0,967,2716,6745,2026,164,23,64,97,170,141,69,112,68,18,38,79,1,5,14349.0
Wednesday,5,2,2,4,30,679.0,1342,2587,6315,2326,41,93,5,8,104,32,185,144,95,69,18,197,4,1,14288.0
Thursday,5,1,4,5,156,776.0,1035,2991,7388,2609,45,35,81,17,198,116,61,157,190,146,15,187,2,5,16225.0
Friday,5,0,1,4,125,486.0,901,1972,4847,1691,31,5,137,94,145,20,33,107,9,17,169,179,2,2,10982.0
Monday,5,5,4,4,38,477.0,485,1572,3872,1432,188,103,151,72,61,158,110,111,182,64,76,74,2,2,9248.0
Saturday,0,3,2,3,0,211.0,218,300,72,54,296,158,92,273,141,114,259,5,103,299,255,77,316,3,3254.0
Saturday,0,4,3,5,3,375.0,19,279,72,276,13,250,171,319,322,149,314,128,372,222,3,18,394,5,3716.0
Saturday,1,4,3,3,5,183.0,22,20,317,20,84,184,164,310,339,109,33,202,267,147,96,242,11,5,2771.0
Saturday,0,3,2,5,5,45.0,160,260,343,32,373,57,268,121,117,100,226,218,246,102,57,107,134,2,2983.0
Saturday,1,0,1,0,1,357.0,34,89,215,98,217,342,90,45,309,2,379,2,246,180,296,389,361,3,3657.0
Saturday,5,1,2,2,0,140.0,258,166,78,278,86,270,144,119,241,287,135,28,275,228,320,55,94,2,3214.0
Sunday,4,4,2,5,1,285.0,35,43,178,361,386,216,67,169,15,27,61,166,345,141,278,386,134,2,3311.0
Sunday,2,1,3,1,1,130.0,184,135,133,381,333,37,276,250,269,244,270,293,262,109,208,123,116,4,3765.0
Sunday,5,2,4,1,1,199.0,105,20,16,127,235,313,261,134,73,118,16,105,385,216,126,70,8,4,2544.0
Sunday,4,3,4,2,1,212.0,86,333,353,215,44,371,89,76,294,130,364,308,279,110,400,290,168,5,4141.0
Sunday,0,2,5,2,2,158.0,42,135,133,357,71,21,382,26,214,135,12,386,373,290,112,387,116,5,3366.0
Sunday,2,0,0,4,3,58.0,177,154,273,374,208,91,371,256,351,372,35,347,4,347,275,234,274,4,4214.0
