Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Steps
Tuesday,3,0,1,0,12,163,59,58,60,53,152,277,1223,470,855,837,19,104,199,199,5,55,1,5,4810
Wednesday,2,0,1,0,13,141,79,104,193,81,89,1449,2208,760,1512,1444,63,73,81,55,63,140,2,2,8555
Thursday,5,3,0,4,32,37,113,176,15,179,61,556,1151,388,847,820,81,51,21,182,11,49,5,2,4789
Friday,2,4,3,4,163,29,77,37,145,131,23,450,823,336,603,580,105,55,64,32,62,95,4,3,3830
Monday,5,0,3,4,185,188,188,86,25,120,186,268,1178,408,815,803,101,161,147,32,37,159,0,2,5101
Tuesday,1,1,3,3,134,184,104,115,161,144,145,448,1098,374,741,741,134,192,82,99,200,118,4,5,5231
Wednesday,4,4,3,4,170,95,4,110,89,22,91,691,1022,383,653,634,173,87,113,39,175,58,4,0,4628
Thursday,1,5,1,1,99,176,46,81,101,113,18,1390,2084,705,1402,1383,112,172,125,188,121,122,4,3,8453
Friday,3,5,0,2,146,155,27,141,22,86,91,605,1949,655,1329,1329,198,55,102,170,43,9,5,0,7127
Monday,4,5,5,4,129,15,183,134,60,86,17,36,1728,650,1158,1172,100,125,6,98,48,158,2,0,5923
Tuesday,5,3,4,3,89,178,112,153,24,162,79,619,1231,419,810,878,187,102,61,160,181,126,4,5,5595
Wednesday,0,1,3,4,166,160,44,50,43,57,94,517,859,359,551,541,103,198,12,1,96,95,1,4,3959
Thursday,3,5,5,2,13,140,127,6,10,53,194,867,2168,768,1479,1402,106,56,173,44,122,154,4,0,7901
Friday,4,3,4,5,150,114,181,42,197,104,135,743,1588,594,1060,1124,91,138,175,110,11,185,1,1,6760
Monday,4,1,0,1,169,112,127,175,173,192,176,301,1000,407,658,740,30,67,136,133,12,44,0,1,4659
Tuesday,0,4,5,2,44,7,78,27,118,71,177,898,2043,714,1377,1395,89,146,97,189,24,176,5,3,7689
Wednesday,3,1,1,3,191,167,19,14,135,193,166,653,1049,369,688,707,72,135,48,52,116,64,5,4,4855
Thursday,3,4,0,5,200,87,83,5,37,143,133,1010,2078,703,1427,1385,20,13,21,23,42,133,4,4,7563
Friday,4,1,4,2,152,111,183,139,174,69,49,712,1142,390,765,789,183,183,86,139,57,148,3,0,5485
Monday,1,3,4,5,7,17,58,127,11,0,196,206,2305,791,1558,1532,62,192,131,91,154,83,5,2,7541
Tuesday,3,4,1,4,127,0,28,74,78,35,109,726,2267,816,1567,1509,47,194,155,107,138,64,0,5,8058
Wednesday,5,1,0,5,44,127,139,72,66,36,168,588,1580,619,1062,1131,56,54,9,165,178,77,5,3,6190
Thursday,5,4,4,5,28,31,142,147,97,145,139,293,1413,480,943,964,126,2,84,149,101,28,0,1,5331
Friday,1,4,2,1,58,135,102,40,198,151,154,129,1383,525,917,891,48,6,56,168,114,66,2,2,5153
Monday,3,2,5,4,63,91,199,153,115,128,29,507,1003,400,641,679,61,156,112,24,75,172,1,1,4624
Tuesday,3,3,5,4,144,112,30,15,38,92,18,643,1536,496,1029,1070,97,175,126,51,199,67,3,2,5958
Wednesday,3,2,4,3,18,186,33,75,36,101,160,748,1808,671,1152,1217,9,151,101,44,60,56,4,4,6646
Thursday,4,1,5,0,8,78,175,58,169,1,100,84,1754,642,1142,1140,155,25,184,193,72,101,3,2,6096
Friday,3,2,2,1,125,121,144,27,77,196,4,741,1419,503,963,991,6,89,133,114,87,98,1,1,5848
Monday,0,1,2,1,61,46,10,172,184,73,13,551,1062,375,715,682,22,35,90,193,155,56,3,5,4507
Saturday,2,4,1,1,3,1424,2337,1878,31,50,145,12,150,188,108,19,78,114,145,168,19,178,89,0,7144
Saturday,1,5,2,3,1,1268,1495,602,123,74,168,135,183,94,70,14,186,192,188,61,18,11,161,3,5058
Saturday,2,5,0,2,1,443,1505,1184,56,195,157,82,133,21,72,0,1,49,151,76,111,63,79,2,4390
Saturday,5,5,2,5,1,1362,1807,956,161,153,66,95,57,109,106,122,136,198,172,138,38,22,187,3,5906
Saturday,5,2,0,4,0,303,836,566,76,57,183,37,8,136,133,30,68,46,150,127,92,1,45,4,2909
Saturday,5,5,1,5,4,1067,404,687,126,119,147,132,121,83,156,34,1,142,86,115,135,68,141,4,3788
Sunday,0,1,1,4,0,1123,2673,1572,49,151,196,188,44,57,2,45,199,54,56,58,41,85,138,0,6737
Sunday,3,2,0,1,0,909,1845,1396,83,37,154,63,114,112,61,44,65,135,103,183,153,135,54,3,5655
Sunday,2,0,1,1,4,1498,1204,614,155,91,7,136,102,132,16,48,157,155,58,171,20,172,124,3,4871
Sunday,3,0,1,4,1,826,1568,486,16,59,168,91,196,144,27,194,22,173,172,127,81,148,8,4,4519
Sunday,4,4,3,4,2,867,1824,460,144,151,189,116,115,82,184,43,198,170,120,59,97,60,163,4,5063
Sunday,5,5,3,3,4,1382,693,415,98,109,93,156,137,121,156,112,119,153,190,96,52,189,196,1,4488
