Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,32,8,28,28,17,29,34,42,19,14,1,13,42,16,39,14,18,11,0,0,413
Wednesday,0,0,0,0,2,20,28,32,5,10,30,12,30,7,3,9,26,29,28,21,7,9,0,0,316
Thursday,0,0,0,0,2,10,29,7,2,18,21,9,24,1,28,6,29,27,19,30,2,29,0,0,300
Friday,0,0,0,0,26,8,11,12,23,9,33,15,24,15,26,30,21,4,25,31,16,29,0,0,365
Monday,0,0,0,0,13,11,15,19,16,14,21,31,17,13,18,25,23,18,11,26,14,28,0,0,343
Tuesday,0,0,0,0,7,7,23,12,33,39,35,16,34,29,1,26,2,0,34,24,37,14,0,0,382
Wednesday,0,0,0,0,29,3,11,2,24,0,31,1,27,16,18,4,31,0,16,10,24,22,0,0,276
Thursday,0,0,0,0,6,15,2,15,8,36,20,11,29,17,9,24,4,25,0,26,16,32,0,0,302
Friday,0,0,0,0,37,21,38,32,7,22,33,35,11,2,10,17,8,19,5,35,30,24,0,0,393
Monday,0,0,0,0,8,13,32,33,20,33,25,24,31,5,8,15,9,27,7,36,27,31,0,0,392
Tuesday,0,0,0,0,12,8,31,8,10,15,10,5,1,0,12,1,14,11,21,9,31,25,0,0,230
Wednesday,0,0,0,0,24,16,24,32,12,1,39,18,36,33,6,38,5,16,3,10,0,37,0,0,357
Thursday,0,0,0,0,11,25,0,17,22,17,2,3,14,4,26,5,21,7,4,27,29,7,0,0,249
Friday,0,0,0,0,18,14,15,1,27,2,31,40,8,24,7,40,22,14,4,33,28,12,0,0,349
Monday,0,0,0,0,10,3,7,28,9,14,24,30,21,19,2,9,22,11,19,7,25,27,0,0,297
Tuesday,0,0,0,0,28,28,11,19,7,1,15,0,24,1,8,30,3,23,9,26,13,9,0,0,262
Wednesday,0,0,0,0,35,8,33,12,8,15,25,1,9,13,17,38,25,24,25,37,43,17,0,0,391
Thursday,0,0,0,0,33,31,24,12,21,20,21,7,18,11,25,22,19,26,25,24,5,1,0,0,355
Friday,0,0,0,0,12,8,3,22,16,33,26,0,36,28,29,8,24,34,14,34,17,10,0,0,361
Monday,0,0,0,0,10,24,1,3,4,15,7,13,15,31,2,25,17,25,12,2,3,0,0,0,217
Tuesday,0,0,0,0,32,34,10,28,22,16,27,3,5,11,14,19,28,4,10,3,33,36,0,0,346
Wednesday,0,0,0,0,28,6,15,4,19,29,30,19,2,13,25,24,9,10,8,3,7,35,0,0,295
Thursday,0,0,0,0,8,15,11,22,18,5,32,27,8,22,21,1,16,16,27,6,29,30,0,0,324
Friday,0,0,0,0,25,20,18,11,3,0,1,10,32,2,7,3,14,32,24,37,23,37,0,0,310
Monday,0,0,0,0,18,4,4,11,14,6,2,26,29,19,19,13,28,27,25,24,2,11,0,0,291
Tuesday,0,0,0,0,23,22,15,3,9,20,20,31,35,31,15,1,22,22,34,11,27,8,0,0,358
Wednesday,0,0,0,0,17,13,1,23,23,28,26,28,17,18,21,4,11,19,1,30,27,11,0,0,327
Thursday,0,0,0,0,1,31,0,21,25,6,20,16,11,13,1,22,22,25,16,28,34,27,0,0,329
Friday,0,0,0,0,19,8,23,7,7,3,1,9,27,3,25,29,29,28,25,24,18,13,0,0,307
Monday,0,0,0,0,3,2,18,0,4,21,3,7,12,2,9,0,7,1,2,19,4,29,0,0,153
Saturday,0,0,0,0,0,71,29,56,4,2,4,1,2,3,1,7,3,0,3,6,5,1,3,0,210
Saturday,0,0,0,0,0,95,26,116,3,5,6,3,5,1,0,4,1,2,6,5,3,3,4,0,298
Saturday,0,0,0,0,0,50,26,36,6,1,2,5,4,1,6,6,5,0,3,3,3,1,3,0,170
Saturday,0,0,0,0,0,56,68,40,4,1,8,6,1,1,4,3,2,0,1,7,5,0,3,0,219
Saturday,0,0,0,0,0,108,65,87,7,4,7,4,3,2,3,1,3,0,1,0,7,7,1,0,319
Saturday,0,0,0,0,0,32,51,18,1,5,7,3,3,1,4,7,7,5,2,2,2,7,7,0,172
Sunday,0,0,0,0,0,23,44,86,7,3,7,1,6,6,1,3,1,1,1,0,7,0,1,0,206
Sunday,0,0,0,0,0,60,73,30,7,4,4,7,7,4,5,2,5,3,2,1,2,6,0,0,231
Sunday,0,0,0,0,0,10,22,51,4,5,3,3,5,7,7,0,5,6,3,7,2,6,4,0,158
Sunday,0,0,0,0,0,40,15,69,3,3,1,1,3,0,2,3,3,4,0,5,2,4,5,0,172
Sunday,0,0,0,0,0,64,28,13,5,2,3,5,3,7,3,2,7,4,1,1,5,5,1,0,168
Sunday,0,0,0,0,0,58,31,74,7,2,7,3,2,1,3,0,3,6,4,3,0,0,3,0,216
