Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,30,11,24,10,11,10,0,33,14,4,0,24,226,67,45,23,33,0,0,573
Wednesday,0,0,0,0,35,20,28,17,11,3,16,28,30,6,28,14,26,245,75,50,26,23,0,0,689
Thursday,0,0,0,0,13,21,14,10,3,12,9,28,25,19,36,24,24,228,70,46,26,19,0,0,634
Friday,0,0,0,0,37,7,15,6,20,38,10,36,21,31,29,40,25,246,74,50,25,25,0,0,744
Monday,0,0,0,0,1,16,20,13,6,27,3,29,22,17,32,14,17,156,46,32,18,15,0,0,492
Tuesday,0,0,0,0,10,7,4,2,31,22,6,9,28,26,13,7,17,161,50,32,19,13,0,0,466
Wednesday,0,0,0,0,19,31,17,24,42,5,27,34,26,42,42,36,31,290,86,60,30,32,0,0,884
Thursday,0,0,0,0,8,13,30,2,10,4,31,21,5,35,22,41,30,296,87,62,30,17,0,0,752
Friday,0,0,0,0,38,38,13,19,7,17,19,10,24,2,16,13,25,222,67,46,23,9,0,0,616
Monday,0,0,0,0,8,4,13,2,5,5,27,9,1,31,2,26,22,190,57,38,20,3,0,0,472
Tuesday,0,0,0,0,29,6,2,7,31,18,8,25,11,10,13,5,17,142,45,32,14,7,0,0,429
Wednesday,0,0,0,0,7,36,31,39,41,31,0,38,13,2,2,4,26,259,77,52,27,12,0,0,704
Thursday,0,0,0,0,25,3,6,12,11,4,18,12,12,9,6,20,20,172,53,37,20,2,0,0,450
Friday,0,0,0,0,30,14,7,23,1,0,25,26,5,26,28,5,16,138,42,27,14,25,0,0,460
Monday,0,0,0,0,5,35,37,18,17,19,28,4,15,30,26,35,22,225,66,48,24,29,0,0,691
Tuesday,0,0,0,0,16,25,4,1,15,13,11,19,7,5,6,29,21,217,64,44,21,31,0,0,559
Wednesday,0,0,0,0,27,34,22,6,8,24,27,13,0,12,14,12,21,176,55,38,19,5,0,0,521
Thursday,0,0,0,0,18,26,25,27,15,21,9,21,12,4,10,4,13,128,41,29,14,29,0,0,454
Friday,0,0,0,0,13,13,31,8,23,13,24,6,5,9,27,6,14,140,41,30,14,27,0,0,453
Monday,0,0,0,0,2,12,28,27,23,27,8,9,1,11,6,14,15,132,40,27,14,24,0,0,430
Tuesday,0,0,0,0,22,28,6,17,25,7,9,17,9,6,17,24,13,125,39,26,14,9,0,0,421
Wednesday,0,0,0,0,23,11,4,33,16,7,15,7,32,14,10,21,20,178,52,36,17,34,0,0,539
Thursday,0,0,0,0,11,19,19,27,2,18,30,16,33,4,12,38,26,229,70,46,24,32,0,0,665
Friday,0,0,0,0,9,11,25,20,27,31,8,17,30,3,0,8,19,160,51,35,16,30,0,0,511
Monday,0,0,0,0,33,19,12,23,30,20,8,12,33,15,25,6,26,223,70,48,22,7,0,0,640
Tuesday,0,0,0,0,29,29,10,20,38,19,10,5,5,27,24,30,28,259,80,51,26,30,0,0,727
Wednesday,0,0,0,0,35,21,12,10,24,0,23,36,23,38,16,30,31,278,83,58,29,15,0,0,773
Thursday,0,0,0,0,17,25,38,23,3,11,31,10,6,19,12,30,25,232,73,47,26,4,0,0,642
Friday,0,0,0,0,5,11,5,5,5,11,3,6,30,12,8,0,20,174,54,38,20,23,0,0,440
Monday,0,0,0,0,32,1,1,20,14,29,24,24,8,16,2,0,14,150,48,30,18,3,0,0,444
Saturday,0,0,0,0,0,0,0,4,2,5,1,5,5,6,0,4,25,12,59,38,3,6,1,0,184
Saturday,0,0,0,0,0,0,5,2,3,5,3,5,1,2,6,6,79,97,57,21,7,2,7,0,316
Saturday,0,0,0,0,0,0,4,1,5,7,2,5,2,6,5,6,47,61,75,32,7,0,2,0,276
Saturday,0,0,0,0,0,0,6,1,3,5,3,3,6,2,4,5,69,83,34,20,3,7,4,0,267
Saturday,0,0,0,0,0,0,6,5,7,4,1,2,1,2,5,4,43,71,29,17,4,4,5,0,216
Saturday,0,0,0,0,0,0,2,1,4,4,2,3,4,2,0,0,51,120,25,97,2,0,0,0,327
Sunday,0,0,0,0,0,0,6,5,1,6,4,4,4,5,7,6,87,70,35,18,1,4,3,0,276
Sunday,0,0,0,0,0,0,2,5,2,3,6,4,4,0,2,4,36,60,13,46,7,6,7,0,216
Sunday,0,0,0,0,0,0,6,5,1,6,1,7,3,7,0,2,30,16,73,58,6,1,1,0,232
Sunday,0,0,0,0,0,0,0,2,3,3,3,3,4,6,3,1,77,61,99,41,2,8,0,0,324
Sunday,0,0,0,0,0,0,4,3,3,2,2,4,0,0,3,6,39,81,99,60,2,1,5,0,324
Sunday,0,0,0,0,0,0,7,5,3,7,6,3,1,1,0,4,69,34,19,50,1,3,6,0,226
